Country,Indicators,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CUBA,Americas,Thousands,784.0,835.0,788.0,917.0,1026.0,1216.0,1149.0,1173.0,1380.0,1536.0,1288.6,1401.2,1542.4,1590.7,1680.8,1960.0,1998.7,2307.9,2343.0,2169.4,569.0,90.1,774.1
CUBA,East Asia and the Pacific,Thousands,27.0,29.0,27.0,32.0,34.0,42.0,44.0,42.0,44.0,41.0,41.3,48.5,53.2,56.2,67.7,89.6,125.9,191.7,234.7,171.5,27.7,6.1,22.96
CUBA,Europe,Thousands,949.0,898.0,859.0,942.0,977.0,1048.0,1014.0,924.0,909.0,838.0,809.5,852.1,839.3,810.4,867.0,1058.2,1414.0,1566.3,1458.6,1258.2,331.3,202.7,466.3
CUBA,Middle East,Thousands,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1,1.8,2.2,2.3,2.8,3.3,4.4,4.0,5.1,4.7,0.9,0.4,1.5
CUBA,South Asia,Thousands,5.0,4.0,4.0,6.0,4.0,5.0,5.0,4.0,5.0,4.0,5.8,5.8,5.9,6.7,8.5,8.9,15.2,30.9,39.5,25.1,2.8,1.9,8.4
CUBA,Other not classified,Thousands,,,,,,,,,,,375.7,398.7,384.7,373.7,361.3,390.7,432.5,530.8,602.4,624.4,150.4,52.8,333.3
CUBA,"of which, nationals residing abroad",Thousands,,,,,,,,,,,375.0,398.0,384.0,373.0,361.0,390.6,428.0,518.0,600.0,624.0,150.0,53.0,333.2
CURAÇAO,Total,Thousands,190.0,205.0,218.0,221.0,224.0,222.0,234.0,299.0,409.0,367.0,342.0,390.0,420.9,440.7,452.0,467.6,440.9,398.79999999999995,431.8,463.6,174.9,265.0,489.6
CURAÇAO,Africa,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CURAÇAO,Americas,Thousands,121.0,125.0,141.0,126.0,129.0,123.0,127.0,174.0,265.0,211.0,171.0,210.0,234.5,244.7,241.6,256.8,219.5,181.8,199.7,208.9,58.0,74.8,199.1
CURAÇAO,East Asia and the Pacific,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CURAÇAO,Europe,Thousands,65.0,73.0,70.0,91.0,90.0,95.0,104.0,121.0,137.0,150.0,164.0,169.0,175.2,175.8,187.1,200.2,207.5,205.6,221.9,243.8,112.4,183.9,278.4
CURAÇAO,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CURAÇAO,South Asia,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CURAÇAO,Other not classified,Thousands,4.0,7.0,7.0,4.0,5.0,4.0,3.0,4.0,7.0,6.0,7.0,11.0,11.2,20.2,23.3,10.6,13.9,11.4,10.2,10.9,4.5,6.3,12.1
CURAÇAO,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
CYPRUS,Total,Thousands,2686.0,2697.0,2418.0,2303.0,2349.0,2470.0,2401.0,2416.0,2404.0,2141.0,2173.0,2392.0,2465.0,2405.0,2441.0,2659.3999999999996,3186.5,3652.1,3938.4999999999995,3976.8000000000006,631.6999999999999,1936.8000000000002,
CYPRUS,Africa,Thousands,10.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,3.5,4.4,8.0,10.2,12.4,3.4,2.3,
CYPRUS,Americas,Thousands,39.0,30.0,27.0,23.0,23.0,29.0,26.0,30.0,28.0,24.0,31.0,32.0,25.0,28.0,20.0,23.0,22.5,34.3,51.1,65.0,7.8,23.6,
CYPRUS,East Asia and the Pacific,Thousands,19.0,14.0,12.0,12.0,13.0,15.0,16.0,17.0,17.0,15.0,19.0,16.0,16.0,16.0,17.0,16.6,14.9,19.3,28.7,29.5,1.4,0.9,
CYPRUS,Europe,Thousands,2554.0,2592.0,2324.0,2208.0,2263.0,2375.0,2308.0,2304.0,2300.0,2040.0,2056.0,2279.0,2356.0,2291.0,2321.0,2511.1,3027.1,3458.7,3705.6,3723.8,600.4,1838.4,
CYPRUS,Middle East,Thousands,52.0,45.0,45.0,49.0,41.0,40.0,39.0,51.0,48.0,50.0,51.0,51.0,56.0,59.0,72.0,81.2,93.1,110.4,119.7,121.4,11.9,54.4,
CYPRUS,South Asia,Thousands,9.0,8.0,3.0,3.0,2.0,3.0,4.0,7.0,4.0,5.0,8.0,7.0,6.0,5.0,6.0,6.6,6.5,5.3,3.6,1.9,,,
CYPRUS,Other not classified,Thousands,3.0,,,1.0,2.0,1.0,1.0,,,,1.0,,,,,17.4,18.0,16.1,19.6,22.8,6.8,17.2,
CYPRUS,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
CZECH REPUBLIC (CZECHIA),Total,Thousands,4772.0,5405.0,4743.0,5075.0,6061.0,6336.0,6435.0,6680.0,6650.0,6033.0,6334.0,6715.0,7646.0,7852.0,8095.8,8707.1,9321.2,10160.4,10611.300000000001,10890.5,2784.1000000000004,2569.7000000000003,7343.3
CZECH REPUBLIC (CZECHIA),Africa,Thousands,13.0,16.0,13.0,14.0,15.0,18.0,19.0,20.0,23.0,20.0,26.0,30.0,37.0,39.0,44.3,43.8,45.0,48.1,45.7,50.1,10.5,9.6,29.2
CZECH REPUBLIC (CZECHIA),Americas,Thousands,271.0,297.0,239.0,282.0,380.0,401.0,435.0,441.0,434.0,398.0,460.0,480.0,613.0,650.0,689.7,770.0,790.1,842.3,842.2,880.3,96.1,121.7,541.8
CZECH REPUBLIC (CZECHIA),East Asia and the Pacific,Thousands,189.0,243.0,242.0,251.0,352.0,421.0,493.0,504.0,502.0,485.0,587.0,674.0,781.0,837.0,933.7,1118.4,1267.1,1552.2,1712.8,1744.1,191.4,59.8,302.9
CZECH REPUBLIC (CZECHIA),Europe,Thousands,4299.0,4849.0,4249.0,4528.0,5314.0,5496.0,5488.0,5715.0,5691.0,5130.0,5261.0,5531.0,6190.0,6297.0,6390.6,6687.0,7109.0,7581.3,7852.8,8060.2,2470.4,2358.9,6387.2
CZECH REPUBLIC (CZECHIA),Middle East,Thousands,,,,,,,,,,,,,,,,31.9,42.0,51.0,61.7,57.8,5.8,8.9,35.1
CZECH REPUBLIC (CZECHIA),South Asia,Thousands,,,,,,,,,,,,,25.0,29.0,37.5,56.0,68.0,85.5,96.1,98.0,9.9,10.8,47.1
CZECH REPUBLIC (CZECHIA),Other not classified,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CZECH REPUBLIC (CZECHIA),"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
DENMARK,Total,Thousands,3535.0,3683.0,3436.0,3473.0,4421.0,9586.0,9630.0,9833.0,9564.0,9265.0,9425.0,8471.0,8443.0,8557.2,10267.0,10423.500000000002,10781.2,12425.8,12748.8,14724.9,6229.3,7555.3,14189.9
DENMARK,Africa,Thousands,,,,,,,,,,,,,,,,,,,,122.0,8.2,9.8,109.8
DENMARK,Americas,Thousands,84.0,89.0,80.0,78.0,126.0,698.0,711.0,625.0,627.0,648.0,646.0,684.0,589.0,598.7,672.0,688.5,693.4,955.5,1002.3,1467.8,320.4,536.4,1200.4
DENMARK,East Asia and the Pacific,Thousands,48.0,46.0,49.0,47.0,83.0,223.0,193.0,198.0,191.0,182.0,190.0,166.0,231.0,249.2,278.0,291.7,319.4,466.7,462.4,858.0,135.2,88.3,535.2
DENMARK,Europe,Thousands,3313.0,3455.0,3221.0,3253.0,4065.0,8290.0,8277.0,8558.0,8330.0,7989.0,8128.0,7174.0,7250.0,7291.7,8834.0,9023.1,9359.7,10381.8,10633.1,11837.0,5292.1,6433.1,11940.6
DENMARK,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DENMARK,South Asia,Thousands,,,,,,,,,,,,,,,,,,,,74.9,12.7,18.7,46.3
DENMARK,Other not classified,Thousands,90.0,93.0,86.0,95.0,147.0,375.0,449.0,452.0,416.0,446.0,461.0,447.0,373.0,417.6,483.0,420.2,408.7,621.8,651.0,365.2,460.7,469.0,357.6
DENMARK,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Africa,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Americas,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,East Asia and the Pacific,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Europe,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,South Asia,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Other not classified,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
DOMINICA,Total,Thousands,68.0,65.5,68.5,72.5,79.4,79.3,84.0,81.10000000000001,81.1,74.8,76.5,75.5,78.95,78.15999999999998,81.45,74.49999999999999,78.39999999999999,72.2,62.9,89.49999999999999,21.7,14.699999999999998,61.099999999999994
DOMINICA,Africa,Thousands,,,,,,,,,,0.1,0.2,0.2,0.25,0.36,0.45,0.6,0.5,0.4,0.4,0.4,0.1,0.2,0.5
DOMINICA,Americas,Thousands,57.0,54.0,58.0,61.0,69.0,68.2,71.8,69.4,66.6,62.5,64.8,62.9,64.8,63.4,65.4,58.8,62.3,55.5,50.1,70.3,16.0,12.2,48.9
DOMINICA,East Asia and the Pacific,Thousands,,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.7,0.9,0.7,0.7,1.1,0.7,1.0,1.3,1.1,0.2,0.2,0.5
DOMINICA,Europe,Thousands,11.0,11.0,10.0,11.0,10.0,10.3,11.3,10.8,13.8,11.6,10.7,11.6,12.8,13.6,14.7,13.8,14.6,15.0,10.8,17.4,5.2,2.0,10.7
DOMINICA,Middle East,Thousands,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,,,0.2
DOMINICA,South Asia,Thousands,,,,,,,,,,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.3
DOMINICA,Other not classified,Thousands,,,,,,0.3,0.4,0.4,0.3,,,,,,0.1,,,,,,,,
DOMINICA,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
DOMINICAN REPUBLIC,Total,Thousands,2974.0,2870.0,2793.0,3282.0,3450.0,3690.0,3966.0,3980.0,3981.0,3993.0,4125.0,4306.0,4563.0,4689.9,5140.9,5599.900000000001,5959.299999999999,6187.5,6568.8,6446.0,2405.3,4994.4,7163.4
DOMINICAN REPUBLIC,Africa,Thousands,,,,,,,,,,,,,,,,,,,,,,,2.9
DOMINICAN REPUBLIC,Americas,Thousands,1153.0,1239.0,1261.0,1504.0,1597.0,1711.0,1948.0,2046.0,2128.0,2203.0,2368.0,2559.0,2818.0,2972.6,3316.1,3721.8,3902.4,3949.3,4266.3,4071.1,1318.2,2837.1,5720.4
DOMINICAN REPUBLIC,East Asia and the Pacific,Thousands,3.0,2.0,3.0,3.0,4.0,4.0,5.0,8.0,8.0,7.0,8.0,10.0,9.0,8.6,8.3,8.9,8.9,13.4,14.4,15.3,4.9,8.3,7.6
DOMINICAN REPUBLIC,Europe,Thousands,1283.0,1142.0,1031.0,1251.0,1271.0,1372.0,1389.0,1343.0,1311.0,1205.0,1143.0,1132.0,1095.0,1081.7,1138.3,1100.9,1221.1,1388.6,1334.3,1267.9,375.0,807.8,1427.2
DOMINICAN REPUBLIC,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,1.6
DOMINICAN REPUBLIC,South Asia,Thousands,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.9,1.4,1.6,1.7,0.6,0.8,1.8
DOMINICAN REPUBLIC,Other not classified,Thousands,535.0,487.0,498.0,524.0,578.0,603.0,624.0,582.0,533.0,577.0,605.0,604.0,640.0,626.0,677.5,767.6,826.0,834.8,952.2,1090.0,706.6,1340.4,1.9
DOMINICAN REPUBLIC,"of which, nationals residing abroad",Thousands,513.0,484.0,497.0,523.0,578.0,602.0,623.0,581.0,532.0,576.0,603.0,603.0,639.0,625.0,677.0,767.0,825.0,833.5,950.0,1088.0,706.1,1339.0,
ECUADOR,Total,Thousands,627.0,640.0,682.0,761.0,819.0,860.0,841.0,937.0,1005.0,968.2,1047.1000000000001,1140.8999999999996,1271.9000000000003,1363.9,1694.5000000000002,1676.4,1569.1000000000001,1805.6000000000001,2535.1000000000004,2107.6999999999994,507.34,669.4,1264.8
ECUADOR,Africa,Thousands,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.1,3.1,2.3,2.6,4.5,4.2,5.8,3.7,3.8,3.9,6.2,0.9,0.9,2.2
ECUADOR,Americas,Thousands,503.0,511.0,550.0,617.0,662.0,691.0,642.0,730.0,753.0,734.5,810.3,885.4,996.0,1085.7,1300.0,1271.2,1168.4,1383.5,2102.4,1662.6,387.4,496.7,952.3
ECUADOR,East Asia and the Pacific,Thousands,19.0,16.0,17.0,18.0,18.0,18.0,18.0,24.0,34.0,29.4,31.2,41.3,49.3,44.4,65.0,69.2,67.6,67.6,62.3,64.6,12.2,5.5,21.9
ECUADOR,Europe,Thousands,104.0,112.0,113.0,124.0,134.0,147.0,145.0,180.0,198.0,197.5,198.1,207.2,218.4,217.6,316.1,319.0,318.2,336.6,351.6,361.9,105.4,164.6,283.8
ECUADOR,Middle East,Thousands,,,,,1.0,,,,,0.6,0.7,0.6,0.9,1.2,1.1,1.2,1.5,2.2,2.8,2.6,0.9,1.2,1.6
ECUADOR,South Asia,Thousands,,,,,2.0,2.0,1.0,1.0,2.0,3.1,3.7,4.1,4.7,3.8,7.7,9.7,9.5,11.7,11.9,9.7,0.5,0.4,2.9
ECUADOR,Other not classified,Thousands,,,,,,,34.0,1.0,16.0,,,,,6.7,0.4,0.3,0.2,0.2,0.2,0.1,0.04,0.1,0.1
ECUADOR,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
EGYPT,Total,Thousands,5506.0,4649.0,5191.0,6045.0,8104.0,8608.0,9083.0,11091.0,12835.0,12535.0,14731.0,9845.0,11532.1,9463.5,9877.9,9327.7,5398.9,8292.4,11346.400000000001,13026.4,3676.9,7997.9,11723.999999999998
EGYPT,Africa,Thousands,147.0,146.0,161.0,183.0,245.0,264.0,302.0,387.0,401.0,455.0,491.0,435.0,428.0,399.0,398.7,418.4,498.3,645.9,801.2,911.3,332.3,568.9,981.3
EGYPT,Americas,Thousands,341.0,251.0,171.0,188.0,257.0,298.0,341.0,430.0,486.0,489.0,563.0,287.0,285.0,240.0,244.3,294.0,278.9,358.3,456.3,548.2,172.4,321.7,675.8
EGYPT,East Asia and the Pacific,Thousands,281.0,210.0,214.0,227.0,296.0,411.0,389.0,526.0,495.0,448.0,559.0,278.0,305.0,248.0,213.4,280.3,341.7,510.5,515.4,530.8,150.6,97.0,237.1
EGYPT,Europe,Thousands,3805.0,3132.0,3584.0,4204.0,5920.0,6047.0,6260.0,7937.0,9622.0,9416.0,11177.0,7211.0,8416.0,6976.0,7577.8,6793.8,2586.2,4671.7,6947.7,8380.9,2303.1,5358.7,7336.7
EGYPT,Middle East,Thousands,890.0,868.0,1013.0,1189.0,1318.0,1511.0,1706.0,1687.0,1676.0,1571.0,1761.0,1511.0,1965.5,1494.0,1343.3,1422.4,1580.7,1962.2,2403.1,2418.3,643.4,1514.6,2285.0
EGYPT,South Asia,Thousands,39.0,40.0,46.0,51.0,63.0,73.0,81.0,106.0,116.0,118.0,144.0,102.0,107.6,84.0,75.8,93.6,97.7,125.7,154.0,157.3,39.7,52.5,121.8
EGYPT,Other not classified,Thousands,3.0,2.0,2.0,3.0,5.0,4.0,4.0,18.0,39.0,38.0,36.0,21.0,25.0,22.5,24.6,25.2,15.4,18.1,68.7,79.6,35.4,84.5,86.3
EGYPT,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
EL SALVADOR,Total,Thousands,795.0,735.0,798.0,719.0,951.0,1128.0,1280.0,1339.0,1385.0,1091.0,1150.0,1184.0,1255.0,1283.0,1344.5000000000002,1401.5,1433.6000000000001,1556.0000000000002,1677.1999999999998,1765.5,548.6999999999999,1218.8000000000002,1891.3000000000002
EL SALVADOR,Africa,Thousands,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.5,0.4,0.4,0.5,0.7,0.6,0.1,0.3,0.5
EL SALVADOR,Americas,Thousands,720.0,660.0,733.0,682.0,908.0,1086.0,1240.0,1285.0,1343.0,1067.0,1123.0,1140.0,1220.0,1242.0,1304.9,1360.6,1386.9,1502.4,1623.1,1699.5,536.0,1190.2,1832.9
EL SALVADOR,East Asia and the Pacific,Thousands,3.0,3.0,3.0,7.0,9.0,10.0,10.0,12.0,9.0,5.0,7.0,10.0,8.0,8.0,8.7,8.8,12.1,11.8,9.8,10.7,1.8,3.2,8.7
EL SALVADOR,Europe,Thousands,27.0,22.0,22.0,30.0,33.0,31.0,29.0,41.0,33.0,19.0,20.0,34.0,26.0,32.0,30.4,30.8,33.3,40.4,42.6,53.8,10.5,24.7,48.0
EL SALVADOR,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,0.2
EL SALVADOR,South Asia,Thousands,,,,,,,,,,,,,,,,0.9,0.9,0.9,1.0,0.9,0.3,0.4,1.0
EL SALVADOR,Other not classified,Thousands,45.0,50.0,40.0,,,,,,,,,,,,,,,,,,,,
EL SALVADOR,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Africa,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Americas,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,East Asia and the Pacific,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Europe,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,South Asia,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Other not classified,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
ERITREA,Total,Thousands,71.0,113.0,101.0,80.0,87.0,82.0,78.0,80.0,69.0,78.0,84.0,107.0,129.0,141.0,119.0,114.0,142.0,,,,,,
ERITREA,Africa,Thousands,4.0,7.0,8.0,3.0,5.0,3.0,4.0,5.0,5.0,7.0,8.0,21.0,31.0,31.0,27.0,26.0,24.0,,,,,,
ERITREA,Americas,Thousands,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
ERITREA,East Asia and the Pacific,Thousands,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,
ERITREA,Europe,Thousands,6.0,10.0,8.0,8.0,10.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,2.0,,,,,,
ERITREA,Middle East,Thousands,2.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,,
ERITREA,South Asia,Thousands,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,,,1.0,1.0,,1.0,1.0,,,,,,,,
ERITREA,Other not classified,Thousands,53.0,84.0,74.0,59.0,61.0,60.0,59.0,62.0,55.0,63.0,67.0,76.0,90.0,104.0,88.0,83.0,112.0,,,,,,
ERITREA,"of which, nationals residing abroad",Thousands,53.0,84.0,74.0,59.0,61.0,60.0,59.0,62.0,55.0,63.0,67.0,76.0,90.0,104.0,88.0,83.0,112.0,,,,,,
ESTONIA,Total,Thousands,,985.0,1004.0,1114.0,1374.0,1453.0,1428.0,1380.0,1433.0,1380.0,1564.0,1808.0,1874.0,1940.1,1983.0,1929.2,2056.5,2156.1,2140.6,2253.4,676.1,562.9,1466.9999999999998
ESTONIA,Africa,Thousands,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.6,2.0,2.1,2.1,2.6,2.8,3.9,0.7,1.5,3.2
ESTONIA,Americas,Thousands,,17.0,16.0,15.0,23.0,24.0,24.0,28.0,25.0,23.0,27.0,32.0,40.0,37.0,44.0,56.1,50.4,52.1,61.5,66.6,8.0,15.3,42.7
ESTONIA,East Asia and the Pacific,Thousands,,7.0,7.0,11.0,13.0,15.0,18.0,17.0,18.0,20.0,22.0,29.0,36.0,44.2,59.0,70.2,81.5,95.6,99.6,114.2,9.4,7.7,22.4
ESTONIA,Europe,Thousands,,949.0,967.0,1081.0,1334.0,1411.0,1382.0,1333.0,1388.0,1332.0,1502.0,1731.0,1782.0,1849.6,1872.0,1779.6,1901.3,1972.2,1933.7,2021.7,629.7,515.9,1366.6
ESTONIA,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ESTONIA,South Asia,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ESTONIA,Other not classified,Thousands,,12.0,14.0,6.0,3.0,2.0,3.0,1.0,1.0,4.0,12.0,14.0,14.0,7.7,6.0,21.2,21.2,33.6,43.0,47.0,28.3,22.5,32.1
ESTONIA,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
ESWATINI,Total,Thousands,280.0,256.0,228.0,211.0,271.0,1182.0,1200.0,1230.0,1187.0,1343.0,1342.0,1328.0,1278.7,1299.0,1324.5,1255.9,1278.8000000000002,1343.0,1277.3999999999999,1225.4999999999998,345.3,210.70000000000002,502.54800000000006
ESWATINI,Africa,Thousands,177.0,145.0,173.0,110.0,152.0,1043.0,1056.0,1075.0,1041.0,1191.0,1218.0,1225.0,1165.2,1170.0,1177.8,1104.5,1111.0,1156.3,1116.3,1087.7,315.2,196.8,447.7
ESWATINI,Americas,Thousands,11.0,20.0,10.0,11.0,5.0,17.0,19.0,19.0,20.0,20.0,20.0,19.0,20.3,21.0,22.7,23.4,24.2,25.6,22.8,21.1,4.2,2.2,8.3
ESWATINI,East Asia and the Pacific,Thousands,7.0,6.0,5.0,2.0,3.0,10.0,10.0,12.0,12.0,11.0,11.0,10.0,11.4,12.0,13.4,12.8,14.7,14.4,13.0,12.6,3.0,2.3,5.8
ESWATINI,Europe,Thousands,85.0,85.0,40.0,88.0,111.0,108.0,110.0,119.0,108.0,114.0,85.0,67.0,74.0,87.0,101.1,104.5,114.2,131.1,112.6,91.5,18.7,5.4,32.0
ESWATINI,Middle East,Thousands,,,,,,,,,,,,,,,,0.3,0.3,0.4,0.4,0.3,0.1,0.1,0.148
ESWATINI,South Asia,Thousands,,,,,,4.0,5.0,5.0,6.0,7.0,8.0,7.0,7.8,9.0,9.5,10.4,14.4,15.2,12.3,12.3,4.1,3.9,8.6
ESWATINI,Other not classified,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ESWATINI,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
ETHIOPIA,Total,Thousands,137.0,148.0,157.0,180.0,183.0,226.0,290.0,312.0,330.0,427.0,468.0,523.0,596.6999999999999,681.1999999999999,770.4000000000001,863.6999999999999,870.5999999999999,933.3000000000002,849.2,811.5999999999999,270.49999999999994,518.1999999999999,896.6999999999999
ETHIOPIA,Africa,Thousands,34.0,35.0,63.0,69.0,64.0,82.0,90.0,92.0,116.0,150.0,140.0,160.0,169.0,216.8,232.4,260.6,262.5,281.6,249.3,243.7,136.7,341.7,644.9
ETHIOPIA,Americas,Thousands,20.0,20.0,27.0,32.0,34.0,41.0,61.0,68.0,59.0,78.0,95.0,96.0,121.2,129.7,150.3,168.6,171.7,182.5,176.5,160.5,39.2,68.1,73.5
ETHIOPIA,East Asia and the Pacific,Thousands,5.0,6.0,7.0,9.0,10.0,13.0,20.0,26.0,23.0,31.0,39.0,36.0,52.4,51.9,60.7,68.0,69.2,73.5,76.9,66.1,23.9,27.1,45.0
ETHIOPIA,Europe,Thousands,33.0,37.0,39.0,46.0,52.0,62.0,76.0,89.0,95.0,119.0,137.0,163.0,181.3,200.7,231.4,259.4,261.2,280.3,248.0,242.5,50.0,56.4,91.8
ETHIOPIA,Middle East,Thousands,15.0,15.0,17.0,19.0,18.0,20.0,31.0,28.0,25.0,37.0,42.0,47.0,51.3,58.7,68.1,76.3,75.5,82.2,70.1,70.3,7.8,10.3,10.5
ETHIOPIA,South Asia,Thousands,3.0,3.0,4.0,5.0,5.0,8.0,8.0,9.0,11.0,12.0,15.0,21.0,21.5,23.4,27.5,30.8,30.5,33.2,28.4,28.5,9.7,14.6,31.0
ETHIOPIA,Other not classified,Thousands,27.0,32.0,,,,,4.0,,1.0,,,,,,,,,,,,3.2,,
ETHIOPIA,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
FIJI,Total,Thousands,294.0,347.0,398.0,431.0,504.0,545.0,549.0,540.0,585.0,542.0,632.0,675.0,661.0,658.9,692.7,754.9,792.1999999999999,842.9000000000001,870.3,894.3000000000001,146.9,31.7,636.3000000000001
FIJI,Africa,Thousands,,,,,,,,,,,,,,,,,,,,,,,
FIJI,Americas,Thousands,63.0,68.0,69.0,69.0,78.0,75.0,81.0,82.0,82.0,65.0,66.0,69.0,70.0,67.6,74.4,79.5,81.4,93.6,99.3,110.2,20.1,4.6,79.8
FIJI,East Asia and the Pacific,Thousands,178.0,226.0,262.0,288.0,353.0,389.0,394.0,388.0,431.0,415.0,504.0,542.0,535.0,533.8,561.7,618.4,653.9,687.8,706.4,719.8,114.2,26.2,535.7
FIJI,Europe,Thousands,52.0,51.0,65.0,72.0,70.0,70.0,65.0,61.0,63.0,55.0,54.0,56.0,46.0,46.4,47.4,47.9,48.6,51.6,53.7,52.9,10.3,0.6,16.7
FIJI,Middle East,Thousands,,,,,,,,,,,,,,,,,,,,,,,
FIJI,South Asia,Thousands,,,,,,,,,,,2.0,2.0,3.0,2.9,3.1,3.4,4.0,5.2,5.9,6.2,1.2,0.2,2.1
FIJI,Other not classified,Thousands,1.0,2.0,2.0,2.0,3.0,11.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,8.2,6.1,5.7,4.3,4.7,5.0,5.2,1.1,0.1,2.0
FIJI,"of which, nationals residing abroad",Thousands,,,,,,,,,,,,,,,,,,,,,,,
FINLAND,Total,Thousands,3789.0,4252.0,4687.0,4527.0,4854.0,5038.0,5345.0,5736.0,6072.0,5695.0,6182.0,7260.0,7636.0,2796.8,2731.4000000000005,2622.1000000000004,2788.8999999999996,3180.3,3224.1,3290.4,895.5500000000001,807.0999999999999,2127.4
FINLAND,Africa,Thousands,10.0,8.0,7.0,9.0,6.0,12.0,13.0,11.0,11.0,7.0,14.0,11.0,16.0,7.4,7.9,8.8,8.6,11.2,11.5,11.9,2.8,2.7,8.9
FINLAND,Americas,Thousands,154.0,161.0,182.0,151.0,159.0,160.0,167.0,174.0,163.0,151.0,150.0,181.0,223.0,121.0,127.9,135.0,149.1,174.4,189.5,195.8,51.25,53.2,166.3
