Country,Indicators,,,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CENTRAL AFRICAN REPUBLIC,Travel,,,US$ Millions,,,,,6.4,5.0,8.0,8.4,9.0,4.5,11.0,11.0,11.0,24.0,28.0,16.0,21.0,24.8,21.3,20.9,30.4,,
CENTRAL AFRICAN REPUBLIC,Passenger transport,,,US$ Millions,,,,,1.4,2.2,2.2,2.4,2.8,3.0,3.4,4.0,4.0,4.0,,,1.21,0.5,0.7,0.6,0.5,,
CHAD,Tourism expenditure in the country,,,US$ Millions,14.0,23.0,25.0,,,,,,,,,,,,,,,,,,,,
CHAD,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
CHAD,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
CHILE,Tourism expenditure in the country,,,US$ Millions,1179.0,1184.0,1221.0,1309.0,1571.0,1608.0,1853.0,2224.0,2481.0,2380.0,2362.0,2723.0,3185.0,3192.0,3221.0,3428.0,3762.0,4136.0,3937.0,3316.0,841.0,535.45,1907.0
CHILE,Travel,,,US$ Millions,819.0,799.0,898.0,883.0,1095.0,1001.0,1149.0,1453.0,1594.0,1613.0,1552.0,1813.0,2177.0,2202.0,2278.0,2497.0,2683.0,3152.0,2897.0,2302.0,413.0,113.0,1023.6
CHILE,Passenger transport,,,US$ Millions,360.0,385.0,323.0,426.0,476.0,607.0,704.0,771.0,887.0,767.0,810.0,910.0,1008.0,990.0,943.0,931.0,1079.0,984.0,1040.0,1014.0,428.0,422.45,883.4
CHINA,Tourism expenditure in the country,,,US$ Millions,17318.0,19006.0,21742.0,18707.0,27755.0,,,,,,,,,,,,,,,,,,
CHINA,Travel,,,US$ Millions,16231.0,17792.0,20385.0,17406.0,25739.0,29296.0,33949.0,37233.0,40843.0,39675.0,45814.0,48464.0,50028.0,51664.0,44044.0,44969.0,44432.0,38559.0,40386.0,35832.0,9951.0,11329.9,9582.6
CHINA,Passenger transport,,,US$ Millions,1087.0,1214.0,1357.0,1301.0,2016.0,,,,,,,,,,,,,,,,,,
COLOMBIA,Tourism expenditure in the country,,,US$ Millions,1313.0,1483.0,1237.0,1191.0,1535.0,1891.0,2370.0,2616.0,2966.0,3080.0,3473.0,3841.0,4409.0,4819.0,4941.0,5281.0,5631.0,5899.0,6655.0,6784.0,1932.0,3238.5,7321.0
COLOMBIA,Travel,,,US$ Millions,1030.0,1217.0,967.0,893.0,1227.0,1539.0,1915.0,1993.0,2342.0,2440.0,2797.0,3010.0,3460.0,3611.0,3825.0,4245.0,4522.0,4921.0,5621.0,5682.0,1568.0,2741.0,6223.0
COLOMBIA,Passenger transport,,,US$ Millions,283.0,266.0,270.0,298.0,308.0,352.0,455.0,623.0,624.0,640.0,676.0,831.0,949.0,1208.0,1116.0,1036.0,1109.0,978.0,1034.0,1102.0,364.0,497.5,1098.0
COMOROS,Tourism expenditure in the country,,,US$ Millions,15.0,9.0,10.9,15.6,21.4,24.4,27.4,30.4,37.4,32.3,35.2,42.2,39.3,,62.8,51.6,50.5,60.6,73.7,72.7,18.7,71.8,84.7
COMOROS,Travel,,,US$ Millions,,,,,,24.0,27.0,30.0,37.0,32.0,35.0,42.0,39.0,,62.0,51.0,50.0,60.0,73.0,72.0,18.0,71.0,84.0
COMOROS,Passenger transport,,,US$ Millions,,,,,,0.4,0.4,0.4,0.4,0.3,0.2,0.2,0.3,,0.8,0.6,0.5,0.6,0.7,0.7,0.7,0.8,0.7
CONGO,Tourism expenditure in the country,,,US$ Millions,12.4,22.6,25.6,30.0,23.1,,,31.4,37.0,85.0,39.0,47.0,68.0,52.4,56.9,46.9,42.9,,,34.0,6.0,,
CONGO,Travel,,,US$ Millions,12.0,22.0,25.0,29.0,22.0,40.0,45.0,27.0,32.0,77.0,27.0,38.0,63.0,52.0,55.0,46.0,41.0,,,18.0,4.0,,
CONGO,Passenger transport,,,US$ Millions,0.4,0.6,0.6,1.0,1.1,,,4.4,5.0,8.0,12.0,9.0,5.0,0.4,1.9,0.9,1.9,,,16.0,2.0,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Travel,,,US$ Millions,,,,,,3.2,3.1,0.7,0.7,24.0,10.7,11.4,6.9,8.4,45.4,0.1,4.3,6.0,60.5,99.7,80.8,107.7,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
COOK ISLANDS,Tourism expenditure in the country,,,US$ Millions,36.0,38.0,46.0,69.0,72.0,91.0,90.0,107.0,105.0,103.0,111.0,120.0,129.0,138.0,187.0,173.0,201.7,229.9,234.3,227.8,37.0,43.0,
COOK ISLANDS,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
COOK ISLANDS,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
COSTA RICA,Tourism expenditure in the country,,,US$ Millions,1629.0,1480.0,1429.0,1573.0,1755.0,2008.0,2066.0,2454.0,2811.0,2216.0,2426.0,2646.0,2773.0,3171.0,3137.0,3408.0,3776.0,3758.0,4073.0,4339.0,1464.0,1834.3000000000002,3255.7000000000003
COSTA RICA,Travel,,,US$ Millions,1454.0,1314.0,1298.0,1442.0,1628.0,1869.0,1908.0,2259.0,2561.0,2030.0,2246.0,2423.0,2529.0,2928.0,2996.0,3266.0,3648.0,3656.0,3769.0,3988.0,1328.0,1716.9,3137.3
COSTA RICA,Passenger transport,,,US$ Millions,175.0,166.0,131.0,131.0,127.0,139.0,158.0,195.0,250.0,186.0,180.0,223.0,244.0,243.0,141.0,142.0,128.0,102.0,304.0,351.0,136.0,117.4,118.4
COTE D´IVOIRE,Tourism expenditure in the country,,,US$ Millions,53.0,58.0,56.0,76.0,91.0,93.0,104.0,115.0,129.0,164.0,213.0,186.0,172.5,191.0,195.0,214.0,477.0,509.0,551.0,550.0,199.3,315.0,
COTE D´IVOIRE,Travel,,,US$ Millions,49.0,53.0,51.0,69.0,82.0,83.0,93.0,103.0,116.0,151.0,201.0,180.0,172.0,181.0,184.0,158.0,379.0,397.0,443.0,448.0,166.1,253.7,
COTE D´IVOIRE,Passenger transport,,,US$ Millions,4.0,5.0,5.0,7.0,9.0,10.0,11.0,12.0,13.0,13.0,12.0,6.0,0.5,10.0,11.0,56.0,98.0,112.0,108.0,102.0,33.2,61.3,
CROATIA,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,8332.0,8929.0,8194.0,9213.0,10524.0,11344.0,11971.0,5551.0,10890.9,13628.0
CROATIA,Travel,,,US$ Millions,2750.0,3330.0,3807.0,5001.0,5686.0,6196.0,7073.0,8583.0,9631.0,7801.0,7225.0,8330.0,8683.0,8129.0,8713.0,8009.0,9026.0,10310.0,11123.0,11750.0,5488.0,10770.0,13436.0
CROATIA,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,203.0,216.0,185.0,187.0,214.0,221.0,221.0,63.0,120.9,192.0
CUBA,Tourism expenditure in the country,,,US$ Millions,1948.0,1840.0,1769.0,1999.0,2114.0,2591.0,2414.0,2415.0,2535.0,2249.0,2396.0,2503.0,2614.0,2608.0,2546.0,2819.0,3069.0,3302.0,2783.0,2645.0,1152.0,417.0,1049.5
CUBA,Travel,,,US$ Millions,1737.0,1692.0,1633.0,1846.0,1915.0,2322.0,2127.0,2141.0,2258.0,2051.0,2187.0,2283.0,2326.0,2325.0,2367.0,2601.0,2907.0,3186.0,2703.0,2596.0,1137.0,404.1,1037.0
CUBA,Passenger transport,,,US$ Millions,211.0,148.0,136.0,153.0,199.0,269.0,287.0,274.0,277.0,198.0,209.0,220.0,288.0,283.0,179.0,218.0,162.0,116.0,80.0,49.0,15.0,12.9,12.5
CURAÇAO,Tourism expenditure in the country,,,US$ Millions,227.0,271.0,217.0,223.0,224.0,244.0,277.0,329.0,383.0,378.0,438.0,540.0,676.0,778.0,820.0,712.0,644.0,572.0,604.0,706.0,282.0,553.0,995.0
CURAÇAO,Travel,,,US$ Millions,,,,,,,,327.0,378.0,361.0,385.0,453.0,543.0,583.0,635.0,607.0,573.0,551.0,593.0,703.0,281.0,550.0,988.0
CURAÇAO,Passenger transport,,,US$ Millions,,,,,,,,2.0,5.0,17.0,53.0,87.0,133.0,195.0,185.0,105.0,71.0,21.0,11.0,3.0,1.0,3.0,7.0
CYPRUS,Tourism expenditure in the country,,,US$ Millions,2137.0,2203.0,2178.0,2325.0,2552.0,2644.0,2692.00764,3107.0,3232.0,2476.0,2137.0,2603.0,2603.0,2930.0,2924.0,2525.66425,2870.0,3274.0,3449.0,3251.0,734.0,2090.0,2835.0
CYPRUS,Travel,,,US$ Millions,1941.0,1993.0,1959.0,2097.0,2241.0,2318.0,2382.0,2685.0,2780.0,2199.0,2137.0,2603.0,2603.0,2930.0,2924.0,2524.0,2870.0,3274.0,3449.0,3251.0,734.0,2090.0,2835.0
CYPRUS,Passenger transport,,,US$ Millions,196.0,210.0,219.0,228.0,311.0,326.0,310.00764000000004,422.0,452.0,277.0,,,,,,1.66425,,,,,,,
CZECH REPUBLIC (CZECHIA),Tourism expenditure in the country,,,US$ Millions,,,3376.0,4069.0,4931.0,5772.0,6702.0,7803.0,9228.0,8164.0,8068.0,8930.0,8174.0,7792.0,7614.0,6766.0,7041.0,7695.0,8283.0,7967.0,3853.0,3358.0,5283.0
CZECH REPUBLIC (CZECHIA),Travel,,,US$ Millions,2973.0,3104.0,2964.0,3566.0,4187.0,4813.0,5884.0,6943.0,8214.0,7241.0,7172.0,8096.0,7456.0,7042.0,6822.0,6056.0,6308.0,6970.0,7446.0,7302.0,3595.0,3085.0,5028.0
CZECH REPUBLIC (CZECHIA),Passenger transport,,,US$ Millions,,,412.0,503.0,744.0,959.0,818.0,860.0,1014.0,923.0,896.0,834.0,718.0,750.0,792.0,710.0,733.0,725.0,837.0,665.0,258.0,273.0,255.0
DENMARK,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
DENMARK,Travel,,,US$ Millions,3671.0,4003.0,4791.0,5271.0,5652.0,5293.0,5562.0,5978.0,6281.0,5617.0,5704.0,6366.0,6135.0,6490.0,7617.0,6685.0,7494.0,8508.0,9107.0,8650.0,3966.0,4473.0,8912.0
DENMARK,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Travel,,,US$ Millions,8.1,8.6,8.9,6.9,6.8,7.1,9.8,6.8,7.8,16.0,18.0,19.2,20.5,21.6,24.7,39.9,38.6,36.2,57.0,63.1,29.7,38.4,45.5
DJIBOUTI,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
DOMINICA,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
DOMINICA,Travel,,,US$ Millions,48.0,46.0,46.0,52.0,61.0,57.0,72.0,74.0,76.0,77.0,94.0,106.0,76.0,82.0,216.0,202.0,197.0,161.0,88.0,135.0,30.0,23.0,91.0
DOMINICA,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
DOMINICAN REPUBLIC,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
DOMINICAN REPUBLIC,Travel,,,US$ Millions,2860.0,2798.0,2730.0,3128.0,3152.0,3518.0,3917.0,4064.0,4166.0,4049.0,4162.0,4391.0,4687.0,5055.0,5630.0,6116.0,6720.0,7184.0,7548.0,7472.0,2675.0,5697.0,8406.0
DOMINICAN REPUBLIC,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
ECUADOR,Tourism expenditure in the country,,,US$ Millions,451.0,438.0,449.0,408.0,464.0,488.0,492.0,626.0,745.0,674.0,786.0,849.0,1039.0,1251.0,1487.0,1557.0,1729.0,2018.0,2279.0,2193.7,704.0,1060.0,1802.0
ECUADOR,Travel,,,US$ Millions,402.0,430.0,447.0,406.0,462.0,486.0,490.0,623.0,742.0,670.0,781.0,843.0,1033.0,1246.0,1482.0,1551.0,1723.0,2012.0,2272.0,2187.7,701.0,1055.0,1793.0
ECUADOR,Passenger transport,,,US$ Millions,49.0,8.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,3.0,5.0,9.0
EGYPT,Tourism expenditure in the country,,,US$ Millions,4657.0,4119.0,4133.0,4704.0,6328.0,7206.0,8133.0,10327.0,12104.0,11757.0,13633.0,9333.0,10823.0,6747.0,7979.0,6897.0,3306.0,8636.0,12704.0,14256.0,4874.0,9499.0,13624.5
EGYPT,Travel,,,US$ Millions,4345.0,3800.0,3764.0,4584.0,6125.0,6851.0,7591.0,9303.0,10985.0,10755.0,12528.0,8707.0,9940.0,6047.0,7208.0,6065.0,2645.0,7775.0,11615.0,13030.0,4398.0,8895.0,12245.0
EGYPT,Passenger transport,,,US$ Millions,312.0,319.0,369.0,120.0,203.0,355.0,542.0,1024.0,1119.0,1002.0,1105.0,626.0,883.0,700.0,771.0,832.0,661.0,861.0,1089.0,1226.0,476.0,604.0,1379.5
EL SALVADOR,Tourism expenditure in the country,,,US$ Millions,437.0,452.0,521.0,664.0,748.0,656.0,686.0,793.0,711.0,549.0,646.0,729.0,900.0,1054.0,1285.0,1203.0,1161.0,1227.0,1370.0,1664.0,755.0,1225.0,2235.0
EL SALVADOR,Travel,,,US$ Millions,217.0,201.0,245.0,382.0,453.0,361.0,382.0,482.0,425.0,319.0,390.0,415.0,558.0,621.0,821.0,817.0,829.0,873.0,1014.0,1306.0,636.0,993.0,1864.0
EL SALVADOR,Passenger transport,,,US$ Millions,220.0,251.0,276.0,282.0,295.0,295.0,304.0,311.0,286.0,230.0,256.0,314.0,342.0,433.0,464.0,386.0,332.0,354.0,356.0,358.0,119.0,232.0,371.0
EQUATORIAL GUINEA,Tourism expenditure in the country,,,US$ Millions,5.0,14.0,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
ERITREA,Tourism expenditure in the country,,,US$ Millions,36.0,74.0,73.0,74.0,73.0,66.0,60.0,61.0,46.0,26.0,,,,,,,48.0,,,,,,
ERITREA,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
ERITREA,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
ESTONIA,Tourism expenditure in the country,,,US$ Millions,657.0,661.0,737.0,883.0,1111.0,1229.0,1361.0,1416.0,1643.0,,,,,2022.0,2278.0,1893.0,1911.0,2124.0,2326.0,2304.0,833.0,904.0,1630.0
ESTONIA,Travel,,,US$ Millions,508.0,507.0,555.0,671.0,887.0,971.0,1024.0,1036.0,1193.0,1090.0,1065.0,1256.0,1286.0,1626.0,1864.0,1493.0,1537.0,1659.0,1779.0,1736.0,595.0,633.0,1269.0
ESTONIA,Passenger transport,,,US$ Millions,149.0,154.0,182.0,212.0,224.0,258.0,337.0,380.0,450.0,,,,,396.0,414.0,400.0,374.0,465.0,547.0,568.0,238.0,271.0,361.0
ESWATINI,Tourism expenditure in the country,,,US$ Millions,24.0,23.0,45.0,70.04,75.1,77.3,75.1,32.2,26.3,40.1,51.4,10.1,29.1,4.2,15.6,14.2,13.2,13.2,16.4,14.3,7.3,8.2,11.8
ESWATINI,Travel,,,US$ Millions,21.0,21.0,43.0,70.0,75.0,77.0,75.0,32.0,26.0,40.0,51.0,10.0,29.0,4.0,15.0,14.0,13.0,13.0,16.0,14.0,7.0,8.0,11.0
ESWATINI,Passenger transport,,,US$ Millions,3.0,2.0,2.0,0.04,0.1,0.3,0.1,0.2,0.3,0.1,0.4,0.1,0.1,0.2,0.6,0.2,0.2,0.2,0.4,0.3,0.3,0.2,0.8
ETHIOPIA,Tourism expenditure in the country,,,US$ Millions,205.0,218.0,261.0,336.0,458.0,533.0,639.0,790.0,1184.0,1119.0,1434.0,2010.0,1981.0,2236.0,2107.5,2279.0,2138.0,2505.0,3548.0,3529.0,2282.0,2601.0,3883.1
ETHIOPIA,Travel,,,US$ Millions,57.0,51.0,72.0,114.0,174.0,168.0,162.0,176.0,377.0,329.0,522.0,770.0,607.0,586.0,352.0,405.0,347.0,436.0,968.0,786.0,1033.0,965.0,1174.6
ETHIOPIA,Passenger transport,,,US$ Millions,148.0,167.0,189.0,222.0,284.0,365.0,477.0,614.0,807.0,790.0,912.0,1240.0,1374.0,1650.0,1755.5,1874.0,1791.0,2069.0,2580.0,2743.0,1249.0,1636.0,2708.5
FIJI,Tourism expenditure in the country,,,US$ Millions,291.0,316.0,384.0,496.0,588.0,722.0,684.0,722.0,952.0,688.0,825.0,957.0,989.0,966.0,1091.0,1094.0,1149.0,1243.0,1370.0,1345.0,237.0,66.0,1069.0
FIJI,Travel,,,US$ Millions,189.0,205.0,260.0,345.0,423.0,485.0,480.0,499.0,658.0,503.0,635.0,725.0,730.0,717.0,809.0,817.0,878.0,942.0,969.0,962.0,151.0,35.0,686.0
FIJI,Passenger transport,,,US$ Millions,102.0,111.0,124.0,151.0,165.0,237.0,204.0,223.0,294.0,185.0,190.0,232.0,259.0,249.0,282.0,277.0,271.0,301.0,401.0,383.0,86.0,31.0,383.0
FINLAND,Tourism expenditure in the country,,,US$ Millions,2035.0,2066.0,2238.0,2679.0,2977.0,3069.0,3515.0,4287.0,4875.0,4072.0,4496.0,5615.0,5418.0,5774.0,5409.0,4011.0,4017.0,5210.0,5762.0,5944.0,1757.0,1541.0,3557.3
FINLAND,Travel,,,US$ Millions,1406.0,1438.0,1579.0,1871.0,2068.0,2180.0,2380.0,2837.0,3234.0,2745.0,3026.0,3847.0,3877.0,4041.0,3657.0,2574.0,2649.0,3400.0,3665.0,3725.0,1245.0,1080.0,2232.6
FINLAND,Passenger transport,,,US$ Millions,629.0,628.0,659.0,808.0,909.0,889.0,1135.0,1450.0,1641.0,1327.0,1470.0,1768.0,1541.0,1733.0,1752.0,1437.0,1368.0,1810.0,2097.0,2219.0,512.0,461.0,1324.7
FRANCE,Tourism expenditure in the country,,,US$ Millions,38706.0,37826.0,41113.0,46576.0,53068.0,52126.0,54615.0,63890.0,68034.0,58906.0,56178.0,66133.0,63975.0,66054.0,67402.0,66441.0,63557.0,67717.0,72518.0,70786.0,35796.0,44665.0,67369.0
FRANCE,Travel,,,US$ Millions,32857.0,32188.0,35036.0,39421.0,44906.0,43937.0,46527.0,54200.0,57262.0,49616.0,46459.0,55154.0,53327.0,56451.0,58422.0,58326.0,55338.0,59232.0,65362.0,63424.0,32646.0,40582.0,59185.0
FRANCE,Passenger transport,,,US$ Millions,5849.0,5638.0,6077.0,7155.0,8162.0,8189.0,8088.0,9690.0,10772.0,9290.0,9719.0,10979.0,10648.0,9603.0,8980.0,8115.0,8219.0,8485.0,7156.0,7362.0,3150.0,4083.0,8184.0
FRENCH GUIANA,Tourism expenditure in the country,,,US$ Millions,,42.0,45.0,,,44.0,,49.0,,,,,,,,,,,,,,,
FRENCH GUIANA,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
FRENCH GUIANA,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
FRENCH POLYNESIA,Tourism expenditure in the country,,,US$ Millions,,,471.0,651.0,737.0,759.0,,,737.0,618.0,630.0,725.0,720.0,746.0,835.0,758.0,782.0,,,,,,
FRENCH POLYNESIA,Travel,,,US$ Millions,,,372.0,480.0,523.0,530.0,463.0,537.0,522.0,440.0,405.0,457.0,435.0,458.0,510.0,466.0,488.0,511.0,642.0,,,,
FRENCH POLYNESIA,Passenger transport,,,US$ Millions,,,99.0,171.0,214.0,229.0,,,215.0,178.0,225.0,268.0,285.0,288.0,325.0,292.0,294.0,,,,,,
GABON,Tourism expenditure in the country,,,US$ Millions,99.0,46.0,77.0,84.0,74.0,13.0,,26.0,26.5,26.2,89.0,25.4,39.5,61.2,43.5,28.7,,,,,,,
GABON,Travel,,,US$ Millions,20.0,15.0,18.0,15.0,10.0,9.0,,25.0,26.0,26.0,86.0,20.0,34.0,61.0,43.5,25.0,,,,,,,
GABON,Passenger transport,,,US$ Millions,79.0,31.0,59.0,69.0,64.0,4.0,,1.0,0.5,0.2,3.0,5.4,5.5,0.2,,3.7,,,,,,,
GAMBIA,Tourism expenditure in the country,,,US$ Millions,,,,58.0,51.0,59.0,69.0,87.0,80.2,64.0,80.0,86.0,104.0,78.0,110.0,92.0,88.0,128.0,174.0,157.0,53.0,67.0,164.4
GAMBIA,Travel,,,US$ Millions,,,,56.0,47.0,58.0,66.0,85.0,80.0,63.0,74.0,78.0,94.0,71.0,105.0,84.0,84.0,122.0,160.0,152.0,47.0,57.0,154.4
GAMBIA,Passenger transport,,,US$ Millions,,,,2.0,4.0,1.0,3.0,2.0,0.2,1.0,6.0,8.0,10.0,7.0,5.0,8.0,4.0,6.0,14.0,5.0,6.0,10.0,10.0
GEORGIA,Tourism expenditure in the country,,,US$ Millions,107.0,136.0,144.0,172.0,209.0,287.0,361.0,440.0,505.0,537.0,737.0,1069.0,1565.0,1916.0,1972.0,2049.0,2315.0,2971.0,3518.0,3551.0,586.0,1351.0,3781.6
GEORGIA,Travel,,,US$ Millions,97.0,117.0,126.0,147.0,177.0,241.0,313.0,384.0,447.0,476.0,659.0,955.0,1411.0,1720.0,1787.0,1868.0,2111.0,2704.0,3222.0,3269.0,542.0,1245.0,3516.6
GEORGIA,Passenger transport,,,US$ Millions,10.0,19.0,18.0,25.0,32.0,46.0,48.0,56.0,58.0,61.0,78.0,114.0,154.0,196.0,185.0,181.0,204.0,267.0,296.0,282.0,44.0,106.0,265.0
GERMANY,Tourism expenditure in the country,,,US$ Millions,24943.0,24182.0,26717.0,30129.0,36417.0,40518.0,45560.0,49320.0,53402.0,47499.0,49116.0,53465.0,51626.0,55486.0,58721.0,50669.0,52234.0,40011.0,42895.0,41779.0,22068.0,22137.0,31257.0
GERMANY,Travel,,,US$ Millions,18611.0,18036.0,19297.0,23144.0,27634.0,29111.0,32903.0,36094.0,39921.0,34752.0,34557.0,38928.0,38054.0,41283.0,43277.0,36895.0,37476.0,40011.0,42895.0,41779.0,22068.0,22137.0,31257.0
GERMANY,Passenger transport,,,US$ Millions,6332.0,6146.0,7420.0,6985.0,8783.0,11407.0,12657.0,13226.0,13481.0,12747.0,14559.0,14537.0,13572.0,14203.0,15444.0,13774.0,14758.0,,,,,,
GHANA,Tourism expenditure in the country,,,US$ Millions,357.0,374.0,383.0,441.0,495.0,867.0,910.0,990.0,970.0,849.0,706.0,797.0,1154.0,1010.0,1027.0,911.0,952.0,919.0,996.0,1490.0,191.0,664.0,895.0
GHANA,Travel,,,US$ Millions,335.0,351.0,358.0,414.0,466.0,836.0,861.0,908.0,919.0,768.0,620.0,694.0,914.0,853.0,897.0,819.0,846.0,850.0,944.0,1425.0,110.0,567.0,830.0
GHANA,Passenger transport,,,US$ Millions,22.0,23.0,25.0,27.0,29.0,31.0,49.0,82.0,51.0,81.0,86.0,103.0,240.0,157.0,130.0,92.0,106.0,69.0,52.0,65.0,81.0,97.0,65.0
GREECE,Tourism expenditure in the country,,,US$ Millions,9264.0,9219.0,10012.0,10852.0,12815.0,13455.0,14502.0,15683.0,17608.0,16038.0,13857.0,16269.0,14665.0,17433.0,19489.0,17547.0,16811.0,19139.0,21594.0,23003.0,6193.0,13666.0,20094.0
GREECE,Travel,,,US$ Millions,9221.0,9158.0,9916.0,10776.0,12721.0,13336.0,14409.0,15546.0,17438.0,14691.0,12478.0,14813.0,13210.0,16084.0,17820.0,15665.0,14727.0,16875.0,18821.0,20276.0,5015.0,12351.0,18141.0
GREECE,Passenger transport,,,US$ Millions,43.0,61.0,96.0,76.0,94.0,119.0,93.0,137.0,170.0,1347.0,1379.0,1456.0,1455.0,1349.0,1669.0,1882.0,2084.0,2264.0,2773.0,2727.0,1178.0,1315.0,1953.0
GRENADA,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
GRENADA,Travel,,,US$ Millions,93.0,83.0,91.0,104.0,86.0,71.0,94.0,129.0,127.0,112.0,112.0,117.0,122.0,120.0,388.0,422.0,437.0,482.0,522.0,560.0,186.0,232.0,569.0
GRENADA,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
GUADELOUPE,Tourism expenditure in the country,,,US$ Millions,418.0,,,,,306.0,299.0,342.0,384.0,293.0,510.0,582.0,,671.0,,614.0,,,860.0,,,,
GUADELOUPE,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
GUADELOUPE,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
GUAM,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
GUAM,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
GUAM,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
GUATEMALA,Tourism expenditure in the country,,,US$ Millions,498.0,588.0,647.0,646.0,630.0,791.0,919.0,1055.0,1098.3,1086.3,1053.3,1077.4,1110.0,1160.7,1164.4,1169.5,1202.7,1217.6,1235.1,1227.2,328.5,393.1,992.1
GUATEMALA,Travel,,,US$ Millions,482.0,562.0,620.0,621.0,630.0,791.0,919.0,1055.0,1098.0,1086.0,1053.0,1077.0,1110.0,1160.0,1164.0,1169.0,1201.0,1213.0,1231.0,1221.0,327.0,388.0,987.0
GUATEMALA,Passenger transport,,,US$ Millions,16.0,26.0,27.0,25.0,,,,,0.3,0.3,0.3,0.4,,0.7,0.4,0.5,1.7,4.6,4.1,6.2,1.5,5.1,5.1
GUINEA,Tourism expenditure in the country,,,US$ Millions,7.8,8.2,,,,,,1.1,2.4,4.9,2.04,2.12,1.68,,17.099999999999998,27.0,16.599999999999998,16.599999999999998,4.7,10.4,1.29,12.799999999999999,10.56
GUINEA,Travel,,,US$ Millions,2.0,0.1,,,,,,0.2,1.5,2.8,2.0,2.1,1.41,,16.7,23.0,15.2,16.4,3.4,9.4,1.2,12.6,10.5
GUINEA,Passenger transport,,,US$ Millions,5.8,8.1,,0.6,,5.6,,0.9,0.9,2.1,0.04,0.02,0.27,,0.4,4.0,1.4,0.2,1.3,1.0,0.09,0.2,0.06
GUINEA-BISSAU,Tourism expenditure in the country,,,US$ Millions,,,,2.4,2.2,,,,,,13.600000000000001,14.5,6.8,,,,11.5,16.44,20.0,18.919999999999998,2.9,16.6,
GUINEA-BISSAU,Travel,,,US$ Millions,,2.7,2.3,1.8,1.0,1.6,2.8,28.4,38.2,12.0,13.3,14.1,6.6,17.4,20.8,17.3,11.5,16.3,19.8,18.9,2.9,16.3,
GUINEA-BISSAU,Passenger transport,,,US$ Millions,,,,0.6,1.2,,,,,,0.3,0.4,0.2,,,,,0.14,0.2,0.02,,0.3,
GUYANA,Tourism expenditure in the country,,,US$ Millions,80.0,65.0,53.0,28.0,,,,,,,,,,,,,,,,,,,
GUYANA,Travel,,,US$ Millions,75.0,61.0,49.0,26.0,27.0,35.0,37.0,50.0,59.0,35.0,80.0,95.0,64.0,77.0,79.0,65.0,104.0,95.0,28.0,27.0,24.0,26.0,
GUYANA,Passenger transport,,,US$ Millions,5.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
HAITI,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
