Country,Indicators,,,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
HAITI,Travel,,,US$ Millions,128.0,105.0,108.0,96.0,93.0,80.0,126.0,190.0,360.0,416.0,383.0,456.0,447.0,546.0,578.0,609.0,549.0,588.0,620.0,450.0,102.0,110.0,73.0
HAITI,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
HONDURAS,Tourism expenditure in the country,,,US$ Millions,263.0,260.0,305.0,372.0,420.0,465.0,515.7,546.6,619.8,616.1,626.7,641.5,683.7,618.0,706.0,671.0,585.0,610.0,601.0,558.0,157.0,305.0,552.0
HONDURAS,Travel,,,US$ Millions,260.0,256.0,301.0,364.0,414.0,463.0,515.0,546.0,619.0,616.0,625.0,637.0,679.0,608.0,698.0,664.0,578.0,603.0,592.0,549.0,155.0,303.0,540.0
HONDURAS,Passenger transport,,,US$ Millions,3.0,4.0,4.0,8.0,6.0,2.0,0.7,0.6,0.8,0.1,1.7,4.5,4.7,10.0,8.0,7.0,7.0,7.0,9.0,9.0,2.0,2.0,12.0
"HONG KONG, CHINA",Tourism expenditure in the country,,,US$ Millions,8194.0,7923.0,9849.0,9004.0,11874.0,13588.0,15476.0,18237.0,20236.0,20291.0,27208.0,33169.0,37098.0,42426.0,46259.0,42229.0,37654.0,38138.0,42521.0,33045.0,,,
"HONG KONG, CHINA",Travel,,,US$ Millions,5865.0,5904.0,7410.0,7072.0,8918.0,10179.0,11461.0,13566.0,15018.0,15978.0,21689.0,27038.0,31205.0,36108.0,39423.0,35574.0,31246.0,31682.0,35442.0,26493.0,2856.0,1850.0,3148.0
"HONG KONG, CHINA",Passenger transport,,,US$ Millions,2329.0,2019.0,2439.0,1932.0,2956.0,3409.0,4015.0,4671.0,5218.0,4313.0,5519.0,6131.0,5893.0,6318.0,6836.0,6655.0,6408.0,6456.0,7079.0,6552.0,,,
HUNGARY,Tourism expenditure in the country,,,US$ Millions,3809.0,4191.0,3774.0,4119.0,4009.0,4761.0,4998.0,5628.0,7533.0,7013.0,6595.0,7239.0,6149.0,6671.0,7483.0,6929.0,7481.0,8448.0,9618.0,10225.0,4223.0,5791.0,8984.0
HUNGARY,Travel,,,US$ Millions,3733.0,4154.0,3728.0,4061.0,3914.0,4120.0,4254.0,4739.0,6443.0,5976.0,5587.0,5929.0,5057.0,5362.0,5864.0,5320.0,5674.0,6233.0,6887.0,7283.0,3229.0,4157.0,5573.0
HUNGARY,Passenger transport,,,US$ Millions,76.0,37.0,46.0,58.0,95.0,641.0,744.0,889.0,1090.0,1037.0,1008.0,1310.0,1092.0,1309.0,1619.0,1609.0,1807.0,2215.0,2731.0,2942.0,994.0,1634.0,3411.0
ICELAND,Tourism expenditure in the country,,,US$ Millions,386.0,383.0,415.0,486.0,558.0,635.0,702.0,848.0,881.0,,,,,,,,,,,,,,
ICELAND,Travel,,,US$ Millions,227.0,232.0,256.0,319.0,370.0,413.0,478.0,601.0,624.0,550.0,562.0,752.0,866.0,1084.0,1396.0,1630.0,2429.0,3020.0,3134.0,2689.0,654.0,1303.0,2468.0
ICELAND,Passenger transport,,,US$ Millions,159.0,151.0,159.0,167.0,188.0,222.0,224.0,247.0,257.0,,,,,,,,,,,,,,
INDIA,Tourism expenditure in the country,,,US$ Millions,3598.0,3342.0,3300.0,4560.0,6307.0,7659.0,8915.0,11234.0,12462.0,,,,18340.0,19042.0,20756.0,21472.0,23111.0,27878.0,29143.0,31661.0,13413.0,9135.0,22410.0
INDIA,Travel,,,US$ Millions,3460.0,3198.0,3102.0,4463.0,6170.0,7493.0,8634.0,10730.0,11832.0,11136.0,14490.0,17708.0,17972.0,18397.0,19700.0,21013.0,22427.0,27365.0,28568.0,30720.0,13036.0,8650.0,21360.0
INDIA,Passenger transport,,,US$ Millions,138.0,144.0,198.0,97.0,137.0,166.0,281.0,504.0,630.0,,,,368.0,645.0,1056.0,459.0,684.0,513.0,575.0,941.0,377.0,485.0,1050.0
INDONESIA,Tourism expenditure in the country,,,US$ Millions,,,5797.0,4461.0,5226.0,5094.0,4890.0,5831.0,8150.0,6053.0,7618.0,9038.0,9463.0,10302.0,11567.0,12054.0,12566.0,14691.0,17915.0,18405.0,3603.0,548.0,7035.8
INDONESIA,Travel,,,US$ Millions,4975.0,5277.0,5285.0,4037.0,4798.0,4522.0,4448.0,5346.0,7377.0,5598.0,6958.0,7997.0,8324.0,9119.0,10261.0,10761.0,11206.0,13139.0,16426.0,16911.0,3382.0,521.0,6718.5
INDONESIA,Passenger transport,,,US$ Millions,,,512.0,424.0,428.0,572.0,442.0,485.0,773.0,455.0,660.0,1041.0,1139.0,1183.0,1306.0,1293.0,1360.0,1552.0,1489.0,1494.0,221.0,27.0,317.3
"IRAN, ISLAMIC REPUBLIC OF",Tourism expenditure in the country,,,US$ Millions,677.0,1122.0,1607.0,1266.0,1305.0,1025.0,1464.0,1950.0,1978.0,2259.0,2631.0,2489.0,2483.0,3306.0,4197.0,4771.0,4634.0,4531.0,5252.0,,,,
"IRAN, ISLAMIC REPUBLIC OF",Travel,,,US$ Millions,467.0,891.0,1357.0,1033.0,1044.0,791.0,1216.0,1677.0,1737.0,2055.0,2438.0,2348.0,2345.0,3054.0,3841.0,4388.0,4288.0,4193.0,5024.0,,,,
"IRAN, ISLAMIC REPUBLIC OF",Passenger transport,,,US$ Millions,210.0,231.0,250.0,233.0,261.0,234.0,248.0,273.0,241.0,204.0,193.0,141.0,138.0,252.0,356.0,383.0,346.0,338.0,228.0,,,,
IRAQ,Tourism expenditure in the country,,,US$ Millions,,,,,,186.0,170.0,555.0,867.0,1432.0,1736.0,1557.0,1640.0,1682.0,1938.0,2833.0,3120.0,2959.0,1986.0,3593.0,955.0,1963.0,
IRAQ,Travel,,,US$ Millions,2.0,15.0,45.0,,,168.0,144.0,516.0,845.0,1405.0,1660.0,1543.0,1634.0,1682.0,1938.0,2833.0,3120.0,2959.0,1986.0,3593.0,955.0,1963.0,
IRAQ,Passenger transport,,,US$ Millions,,,,,,18.0,26.0,39.0,22.0,27.0,76.0,14.0,6.0,,,,,,,,,,
IRELAND,Tourism expenditure in the country,,,US$ Millions,3517.0,3789.0,4228.0,5206.0,6075.0,6779.0,7668.0,9260.0,9972.0,8465.0,8185.0,9532.0,9255.0,10165.0,11101.0,11476.0,12649.0,14294.0,15276.0,14808.0,4665.0,5207.0,14186.3
IRELAND,Travel,,,US$ Millions,2615.0,2791.0,3097.0,3862.0,4375.0,4781.0,5372.0,6072.0,6359.0,4964.0,4085.0,4215.0,3866.0,4470.0,4864.0,4783.0,5199.0,5662.0,6782.0,6417.0,2372.0,2662.0,6947.0
IRELAND,Passenger transport,,,US$ Millions,902.0,998.0,1131.0,1344.0,1700.0,1998.0,2296.0,3188.0,3613.0,3501.0,4100.0,5317.0,5389.0,5695.0,6237.0,6693.0,7450.0,8632.0,8494.0,8391.0,2293.0,2545.0,7239.3
ISRAEL,Tourism expenditure in the country,,,US$ Millions,4611.0,2854.0,2426.0,2473.0,3169.0,3750.0,3736.0,4325.0,5401.0,4937.0,5638.0,5886.0,6183.0,6600.0,6616.0,6605.0,6616.0,7602.0,7969.0,8378.0,2629.0,2356.0,6266.0
ISRAEL,Travel,,,US$ Millions,4114.0,2560.0,2145.0,2132.0,2737.0,3189.0,3196.0,3672.0,4650.0,4314.0,4920.0,5161.0,5449.0,5831.0,5887.0,5899.0,5912.0,6834.0,7146.0,7539.0,2468.0,2146.0,5518.0
ISRAEL,Passenger transport,,,US$ Millions,497.0,294.0,281.0,341.0,432.0,561.0,540.0,653.0,751.0,623.0,718.0,725.0,734.0,769.0,729.0,706.0,704.0,768.0,823.0,839.0,161.0,210.0,748.0
ITALY,Tourism expenditure in the country,,,US$ Millions,28712.0,26924.0,28213.0,32623.0,37893.0,38364.0,41666.0,46134.0,,,,,,,,41415.0,42423.0,46719.0,51602.0,51910.0,20317.0,25355.0,44848.0
ITALY,Travel,,,US$ Millions,27498.0,25829.0,26893.0,31277.0,35398.0,35310.0,38276.0,42650.0,46217.0,40407.0,38432.0,43271.0,40943.0,43825.0,45562.0,39433.0,40381.0,44580.0,49066.0,49521.0,19895.0,24968.0,43699.0
ITALY,Passenger transport,,,US$ Millions,1214.0,1095.0,1320.0,1346.0,2495.0,3054.0,3390.0,3484.0,,,,,,,,1982.0,2042.0,2139.0,2536.0,2389.0,422.0,387.0,1149.0
JAMAICA,Tourism expenditure in the country,,,US$ Millions,1577.0,1494.0,1482.0,1621.0,1733.0,1783.0,2094.0,2142.0,2222.0,2070.0,2095.0,2060.0,,,,,,,,,,,
JAMAICA,Travel,,,US$ Millions,1333.0,1232.0,1209.0,1355.0,1438.0,1545.0,1870.0,1910.0,1976.0,1925.0,2001.0,2013.0,2069.0,2074.0,2255.0,2401.0,2539.0,2809.0,3099.0,3639.0,1256.0,2095.0,3621.0
JAMAICA,Passenger transport,,,US$ Millions,244.0,262.0,273.0,266.0,295.0,238.0,224.0,232.0,246.0,145.0,94.0,47.0,,,,,,,,,,,
JAPAN,Tourism expenditure in the country,,,US$ Millions,5970.0,5750.0,6069.0,11475.0,14343.0,15554.0,11490.0,12422.0,13781.0,12537.0,15356.0,12533.0,16197.0,16865.0,20790.0,27285.0,33456.0,36978.0,45276.0,49209.0,11396.0,5351.0,10633.0
JAPAN,Travel,,,US$ Millions,3373.0,3306.0,3497.0,8848.0,11265.0,12430.0,8470.0,9345.0,10820.0,10329.0,13224.0,11000.0,14581.0,15093.0,18812.0,24968.0,30752.0,34065.0,42093.0,46054.0,10598.0,4859.0,8931.0
JAPAN,Passenger transport,,,US$ Millions,2597.0,2444.0,2572.0,2627.0,3078.0,3124.0,3020.0,3077.0,2961.0,2208.0,2132.0,1533.0,1616.0,1772.0,1978.0,2317.0,2704.0,2913.0,3183.0,3155.0,798.0,492.0,1702.0
JORDAN,Tourism expenditure in the country,,,US$ Millions,935.0,884.0,1254.0,1266.0,1621.0,1759.0,2426.0,2754.0,3539.0,3472.0,4390.0,4351.0,5123.0,5145.0,5518.0,4968.0,4943.0,5549.0,6221.0,6765.0,1745.0,3426.0,6913.0
JORDAN,Travel,,,US$ Millions,723.0,700.0,1048.0,1062.0,1330.0,1441.0,2060.0,2311.0,2943.0,2911.0,3585.0,3425.0,4061.0,4117.0,4375.0,4065.0,4044.0,4639.0,5249.0,5786.0,1409.0,2758.0,5808.0
JORDAN,Passenger transport,,,US$ Millions,212.0,184.0,206.0,204.0,291.0,318.0,366.0,443.0,596.0,561.0,805.0,926.0,1062.0,1028.0,1143.0,903.0,899.0,910.0,972.0,979.0,336.0,668.0,1105.0
KAZAKHSTAN,Tourism expenditure in the country,,,US$ Millions,403.0,502.0,680.0,638.0,803.0,801.0,973.0,1214.0,1255.0,1185.0,1236.0,1524.0,2154.0,2365.0,2239.0,1833.0,2038.0,2356.0,2651.0,2915.0,743.0,761.0,1734.0
KAZAKHSTAN,Travel,,,US$ Millions,356.0,452.0,622.0,564.0,718.0,701.0,838.0,1014.0,1012.0,963.0,1005.0,1209.0,1929.0,2108.0,2000.0,1632.0,1858.0,2135.0,2255.0,2456.0,613.0,608.0,1491.0
KAZAKHSTAN,Passenger transport,,,US$ Millions,47.0,50.0,58.0,74.0,85.0,100.0,135.0,200.0,243.0,222.0,231.0,315.0,225.0,257.0,239.0,201.0,180.0,221.0,396.0,459.0,130.0,153.0,243.0
KENYA,Tourism expenditure in the country,,,US$ Millions,500.0,536.0,513.0,619.0,799.0,969.0,1181.0,1514.0,1398.0,1124.0,1620.0,1844.0,2004.0,1829.0,1745.0,1596.0,1472.0,1564.0,1784.0,1762.0,739.0,1222.0,1704.0
KENYA,Travel,,,US$ Millions,283.0,309.0,276.0,347.0,486.0,579.0,687.0,917.0,752.0,690.0,800.0,926.0,935.0,881.0,811.0,724.0,824.0,916.0,1072.0,1007.0,541.0,844.0,1110.0
KENYA,Passenger transport,,,US$ Millions,217.0,227.0,237.0,272.0,313.0,390.0,494.0,597.0,646.0,434.0,820.0,918.0,1069.0,948.0,934.0,872.0,648.0,648.0,712.0,755.0,198.0,378.0,594.0
KIRIBATI,Tourism expenditure in the country,,,US$ Millions,2.7,3.2,,,,3.1,,,,,,,,,,,,5.17,,,,,1.96
KIRIBATI,Travel,,,US$ Millions,,,,,,,2.3,3.3,3.3,3.9,4.3,4.9,4.9,3.4,3.2,2.0,2.8,4.1,3.4,3.2,0.03,0.01,1.75
KIRIBATI,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,1.07,,,,,0.21
"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
"KOREA, REPUBLIC OF",Tourism expenditure in the country,,,US$ Millions,8527.0,7917.0,7617.0,7002.0,8222.0,8282.0,8437.0,9253.0,13440.0,13262.0,14315.0,17329.0,18731.0,19457.0,22390.0,18711.0,20924.0,17173.0,23104.0,25456.0,11524.0,11432.0,14501.0
"KOREA, REPUBLIC OF",Travel,,,US$ Millions,6834.0,6382.0,5932.0,5355.0,6065.0,5798.0,5717.0,6103.0,9735.0,9773.0,10263.0,12362.0,13273.0,14392.0,17460.0,14798.0,16886.0,13368.0,18567.0,20867.0,10276.0,10804.0,11996.0
"KOREA, REPUBLIC OF",Passenger transport,,,US$ Millions,1693.0,1535.0,1685.0,1647.0,2157.0,2484.0,2720.0,3150.0,3705.0,3489.0,4052.0,4967.0,5458.0,5065.0,4930.0,3913.0,4038.0,3805.0,4537.0,4589.0,1248.0,628.0,2505.0
KUWAIT,Tourism expenditure in the country,,,US$ Millions,394.0,286.0,320.0,328.0,398.0,413.0,508.0,530.0,610.0,660.0,574.0,644.0,780.0,619.0,615.0,931.0,831.0,643.0,919.0,1198.0,526.0,708.0,1687.0
KUWAIT,Travel,,,US$ Millions,98.0,106.0,117.0,118.0,178.0,165.0,205.0,223.0,257.0,355.0,289.0,320.0,426.0,297.0,369.0,500.0,600.0,313.0,458.0,700.0,397.0,470.0,1085.0
KUWAIT,Passenger transport,,,US$ Millions,296.0,180.0,203.0,210.0,220.0,248.0,303.0,307.0,353.0,305.0,285.0,324.0,354.0,322.0,246.0,431.0,231.0,330.0,461.0,498.0,129.0,238.0,602.0
KYRGYZSTAN,Tourism expenditure in the country,,,US$ Millions,20.0,32.0,48.0,62.0,92.0,94.0,189.0,392.0,569.0,300.0,212.0,405.0,486.0,585.0,468.0,482.0,477.0,480.0,518.0,708.0,195.0,259.0,827.0
KYRGYZSTAN,Travel,,,US$ Millions,15.0,24.0,36.0,48.0,76.0,73.0,167.0,346.0,514.0,253.0,160.0,356.0,434.0,530.0,423.0,426.0,432.0,429.0,459.0,644.0,151.0,207.0,756.0
KYRGYZSTAN,Passenger transport,,,US$ Millions,5.0,8.0,12.0,14.0,16.0,21.0,22.0,46.0,55.0,47.0,52.0,49.0,52.0,55.0,45.0,56.0,45.0,51.0,59.0,64.0,44.0,52.0,71.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Tourism expenditure in the country,,,US$ Millions,,108.0,110.0,77.0,122.0,143.0,160.0,190.0,280.0,271.0,385.0,413.0,461.0,613.0,642.4,725.0,717.0,655.0,833.0,974.0,227.0,5.7,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Travel,,,US$ Millions,114.0,104.0,107.0,74.0,119.0,139.0,158.0,189.0,276.0,268.0,382.0,406.0,451.0,596.0,642.0,724.0,716.0,648.0,811.0,935.0,213.0,1.3,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Passenger transport,,,US$ Millions,,4.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,7.0,10.0,17.0,0.4,1.0,1.0,7.0,22.0,39.0,14.0,4.4,
LATVIA,Tourism expenditure in the country,,,US$ Millions,172.0,153.0,201.0,271.0,343.0,446.0,622.0,880.0,,,,,,,,,,,,,,,
LATVIA,Travel,,,US$ Millions,131.0,119.0,161.0,222.0,267.0,341.0,480.0,671.0,801.0,724.0,639.0,771.0,744.0,865.0,953.0,895.0,899.0,951.0,1057.0,1016.0,799.0,748.0,1096.0
LATVIA,Passenger transport,,,US$ Millions,41.0,34.0,40.0,49.0,76.0,105.0,142.0,209.0,,,,,,,,,,,,,,,
LEBANON,Tourism expenditure in the country,,,US$ Millions,742.0,837.0,,6782.0,5931.0,5969.0,5457.0,5796.0,6317.0,7157.0,8026.0,6797.0,7361.0,7032.0,6835.0,7087.0,7373.0,8086.0,8694.0,8717.0,2369.0,3162.0,
LEBANON,Travel,,,US$ Millions,,,4284.0,6374.0,5411.0,5532.0,4981.0,5216.0,5819.0,6774.0,7861.0,6545.0,6836.0,6492.0,6523.0,6857.0,7044.0,7610.0,8400.0,8593.0,2353.0,3135.0,
LEBANON,Passenger transport,,,US$ Millions,,,,408.0,520.0,437.0,476.0,580.0,498.0,383.0,165.0,252.0,525.0,540.0,312.0,230.0,329.0,476.0,294.0,124.0,16.0,27.0,
LESOTHO,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
LESOTHO,Travel,,,US$ Millions,18.0,16.0,14.0,21.0,26.0,27.0,29.0,31.0,30.0,30.0,23.0,24.0,22.0,17.0,16.0,34.0,48.0,23.0,24.0,21.0,6.0,10.0,11.0
LESOTHO,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
LIBERIA,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
LIBERIA,Travel,,,US$ Millions,,,,,59.0,67.0,124.0,131.0,158.0,123.0,,,,,,,,,,1.9,4.4,4.4,4.4
LIBERIA,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
LIBYA,Tourism expenditure in the country,,,US$ Millions,84.0,90.0,202.0,243.0,261.0,301.0,244.0,99.0,99.0,159.0,170.0,,,,,,,,,150.0,93.0,,
LIBYA,Travel,,,US$ Millions,75.0,78.0,181.0,205.0,218.0,250.0,190.0,74.0,74.0,50.0,60.0,,,,,,,,,85.0,28.0,,
LIBYA,Passenger transport,,,US$ Millions,9.0,12.0,21.0,38.0,43.0,51.0,54.0,25.0,25.0,109.0,110.0,30.0,110.0,131.0,33.0,33.0,33.0,41.0,52.0,65.0,65.0,,
LIECHTENSTEIN,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
LIECHTENSTEIN,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
LIECHTENSTEIN,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
LITHUANIA,Tourism expenditure in the country,,,US$ Millions,430.0,425.0,556.0,700.0,834.0,,,,,,,,,,,,,,,,,,
LITHUANIA,Travel,,,US$ Millions,391.0,383.0,505.0,638.0,776.0,920.0,1038.0,1154.0,1248.0,972.0,958.0,1321.0,1317.0,1374.0,1383.0,1153.0,1210.0,1325.0,1504.0,1492.0,574.0,585.0,1174.0
LITHUANIA,Passenger transport,,,US$ Millions,39.0,42.0,51.0,62.0,58.0,,,,,,,,,,,,,,,,,,
LUXEMBOURG,Tourism expenditure in the country,,,US$ Millions,,,3227.432239843143,4017.61475908876,4761.691653316152,4867.495726119684,4957.999397255248,5625.930212091821,6408.208062314061,6076.585812173825,6056.813666450156,7395.064335418353,7317.405958415627,7745.794247356162,7962.616551930041,6182.840467935935,6195.507185647657,6171.407598536538,5842.8,5861.7,4667.799999999999,5906.0,5736.5
LUXEMBOURG,Travel,,,US$ Millions,1686.0,1780.0,3087.6424025615743,3856.9481304679703,4554.657795643182,4618.744852519692,4650.874902624663,5252.4790578396605,5960.892494048436,5689.320288392965,5683.200195450147,6899.24291455259,6825.1096286472675,7155.472341285567,7294.939956250446,5603.189881896482,5679.851942918459,5734.802769048298,5292.2,5334.9,4363.9,5532.5,5329.9
LUXEMBOURG,Passenger transport,,,US$ Millions,,,139.78983728156888,160.66662862078962,207.03385767297016,248.75087359999182,307.12449463058545,373.4511542521606,447.31556826562496,387.26552378085916,373.6134710000096,495.8214208657632,492.2963297683595,590.3219060705945,667.6765956795948,579.6505860394528,515.6552427291983,436.60482948824,550.6,526.8,303.9,373.5,406.6
"MACAO, CHINA",Tourism expenditure in the country,,,US$ Millions,,,4073.0,4592.0,6681.0,7181.0,8482.0,11198.0,13749.0,15182.0,22688.0,31118.0,36593.0,43755.0,43412.0,31620.0,31155.0,36596.0,41481.0,41165.0,9321.0,15672.0,9064.0
"MACAO, CHINA",Travel,,,US$ Millions,,,3850.0,4428.0,6456.0,6924.0,8176.0,10870.0,13400.0,14879.0,22276.0,30595.0,36085.0,43223.0,42847.0,31101.0,30632.0,36081.0,40879.0,40590.0,9239.0,15574.0,9064.0
"MACAO, CHINA",Passenger transport,,,US$ Millions,,,223.0,164.0,225.0,257.0,306.0,328.0,349.0,303.0,412.0,523.0,508.0,532.0,565.0,519.0,523.0,515.0,602.0,575.0,82.0,98.0,
MADAGASCAR,Tourism expenditure in the country,,,US$ Millions,152.0,149.0,109.0,119.0,239.0,275.0,382.0,395.0,440.0,328.0,425.0,507.0,596.0,609.0,740.0,696.0,912.0,849.0,879.0,951.0,202.0,118.0,405.0
MADAGASCAR,Travel,,,US$ Millions,121.0,115.0,64.0,76.0,157.0,209.0,235.0,271.0,350.0,257.0,309.0,478.0,560.0,574.0,668.0,621.0,750.0,671.0,697.0,747.0,145.0,100.0,367.0
MADAGASCAR,Passenger transport,,,US$ Millions,31.0,34.0,45.0,43.0,82.0,66.0,147.0,124.0,90.0,71.0,116.0,29.0,36.0,35.0,72.0,75.0,162.0,178.0,182.0,204.0,57.0,18.0,38.0
MALAWI,Tourism expenditure in the country,,,US$ Millions,29.0,40.0,45.0,66.0,75.0,48.0,45.0,43.0,43.0,46.0,45.0,36.0,35.0,33.0,36.0,39.0,30.0,47.0,55.0,41.0,28.0,29.0,
MALAWI,Travel,,,US$ Millions,25.0,25.0,33.0,54.0,62.0,29.0,26.0,29.0,31.0,33.0,31.0,31.0,31.0,29.0,32.0,35.0,26.0,41.0,49.0,39.0,26.0,27.0,
MALAWI,Passenger transport,,,US$ Millions,4.0,15.0,12.0,12.0,13.0,19.0,19.0,14.0,12.0,13.0,14.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,2.0,2.0,2.0,
MALAYSIA,Tourism expenditure in the country,,,US$ Millions,5873.0,7627.0,8084.0,6799.0,9183.0,10389.0,12280.0,17948.0,18553.0,17231.0,19619.0,21338.0,21711.0,23283.0,24469.0,19194.0,19682.0,20311.0,21775.0,22200.0,3373.0,117.0,7816.0
MALAYSIA,Travel,,,US$ Millions,5011.0,6863.0,7118.0,5901.0,8203.0,8846.0,10427.0,14050.0,15293.0,15798.0,18152.0,19649.0,20251.0,21500.0,22600.0,17666.0,18085.0,18385.0,19608.0,19828.0,2991.0,78.0,6315.0
MALAYSIA,Passenger transport,,,US$ Millions,862.0,764.0,966.0,898.0,980.0,1543.0,1853.0,3898.0,3260.0,1433.0,1467.0,1689.0,1460.0,1783.0,1869.0,1528.0,1597.0,1926.0,2167.0,2372.0,382.0,39.0,1501.0
MALDIVES,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,1966.0,2032.0,2422.0,2811.0,2691.0,2640.0,2771.0,3054.0,3171.0,1408.0,3525.0,4513.0
MALDIVES,Travel,,,US$ Millions,321.0,327.0,337.0,402.0,471.0,826.0,1235.0,1515.0,1559.0,1473.0,1713.0,1940.0,1958.0,2335.0,2696.0,2569.0,2506.0,2744.0,3028.0,3157.0,1398.0,3508.0,4498.0
MALDIVES,Passenger transport,,,US$ Millions,,,,,,,,,,,,26.0,74.0,87.0,115.0,122.0,134.0,27.0,26.0,14.0,10.0,17.0,15.0
MALI,Tourism expenditure in the country,,,US$ Millions,47.0,91.0,105.0,136.0,142.0,149.0,175.4,227.0,286.0,196.0,208.0,218.0,144.0,178.2,213.9,186.0,201.6,207.4,231.0,235.0,82.3,191.3,
MALI,Travel,,,US$ Millions,40.0,88.0,104.0,128.0,140.0,148.0,175.0,221.0,275.0,192.0,205.0,210.0,142.0,178.0,212.0,186.0,201.0,207.0,227.0,235.0,82.0,190.0,
MALI,Passenger transport,,,US$ Millions,7.0,3.0,1.0,8.0,2.0,1.0,0.4,6.0,11.0,4.0,3.0,8.0,2.0,0.2,1.9,,0.6,0.4,4.0,,0.3,1.3,
MALTA,Tourism expenditure in the country,,,US$ Millions,731.0,704.0,757.0,869.0,949.0,924.0,966.0,1185.0,,,,,,,,,,,,,,,
MALTA,Travel,,,US$ Millions,587.0,561.0,614.0,722.0,767.0,755.0,767.0,965.0,1082.0,899.0,1066.0,1276.0,1260.0,1402.0,1521.0,1381.0,1451.0,1747.0,1848.0,1883.0,392.0,772.0,1590.0
MALTA,Passenger transport,,,US$ Millions,144.0,143.0,143.0,147.0,182.0,169.0,199.0,220.0,,,,,,,,,,,,,,,
MARSHALL ISLANDS,Tourism expenditure in the country,,,US$ Millions,3.0,3.1,3.4,4.0,5.0,3.6900000000000004,3.58,3.3,2.7,3.1,3.7,4.78,4.09,4.3,5.4,1.5,30.4,18.1,20.1,3.9,4.3,,
MARSHALL ISLANDS,Travel,,,US$ Millions,,,,,,3.2,3.1,2.9,2.6,2.9,3.5,4.5,3.9,4.1,5.2,1.3,5.2,6.6,8.6,3.6,4.0,,
MARSHALL ISLANDS,Passenger transport,,,US$ Millions,,,,,,0.49,0.48,0.4,0.1,0.2,0.2,0.28,0.19,0.2,0.2,0.2,25.2,11.5,11.5,0.3,0.3,,
MARTINIQUE,Tourism expenditure in the country,,,US$ Millions,302.0,245.0,237.0,247.0,291.0,280.0,384.0,409.0,463.0,420.0,472.0,516.0,462.0,484.0,483.0,340.0,365.0,480.0,533.0,549.0,280.0,283.0,535.0
MARTINIQUE,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
MARTINIQUE,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
MAURITANIA,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,50.0,50.0,42.0,31.0,33.0,24.0,6.1,13.7,6.4,6.6,16.8
MAURITANIA,Travel,,,US$ Millions,,,,,,,,,,,,,48.0,41.0,37.0,29.0,30.0,23.0,4.3,11.2,5.5,3.5,10.4
MAURITANIA,Passenger transport,,,US$ Millions,,,,,,,,,,,,,2.0,9.0,5.0,2.0,3.0,1.0,1.8,2.5,0.9,3.1,6.4
MAURITIUS,Tourism expenditure in the country,,,US$ Millions,732.0,820.0,829.0,960.0,1156.0,1189.0,1302.0,1663.0,1823.0,1390.0,1585.0,1808.0,1778.0,1593.0,1719.0,1680.0,1824.0,2005.0,2161.0,2024.0,518.0,383.0,1651.9
MAURITIUS,Travel,,,US$ Millions,542.0,623.0,612.0,697.0,856.0,871.0,1005.0,1304.0,1454.0,1120.0,1285.0,1484.0,1480.0,1322.0,1447.0,1433.0,1571.0,1748.0,1891.0,1779.0,466.0,355.0,1466.4
MAURITIUS,Passenger transport,,,US$ Millions,190.0,197.0,217.0,263.0,300.0,318.0,297.0,359.0,369.0,270.0,300.0,324.0,298.0,271.0,272.0,247.0,253.0,257.0,270.0,245.0,52.0,28.0,185.5
