Country,Indicators,,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
COLOMBIA,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COLOMBIA,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COMOROS,Guests,,Thousands,,,,,,,,,,,,,,,12.2,13.6,12.5,14.8,19.5,19.8,3.3,13.8,
COMOROS,Overnights,,Thousands,161.0,135.0,133.0,123.0,123.0,137.0,136.0,106.0,103.0,79.0,107.0,131.0,159.0,153.0,85.5,95.1,87.8,103.7,136.6,138.7,23.1,96.6,
COMOROS,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COMOROS,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CONGO,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CONGO,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CONGO,hotel_guests,,Thousands,19.0,27.0,22.0,23.0,31.0,35.0,46.0,55.0,62.0,94.0,101.0,168.0,204.0,231.0,273.0,363.0,224.0,92.0,114.0,,,,
CONGO,hotel_overnights,,Thousands,76.0,100.0,88.0,83.0,100.0,106.0,124.0,169.0,197.0,193.0,219.0,365.0,553.0,594.0,799.0,1289.0,724.0,230.0,319.0,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Overnights,,Thousands,46.0,175.0,163.0,150.0,99.0,165.0,189.0,126.0,144.0,156.0,113.0,103.0,,,,,,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",hotel_guests,,Thousands,11.0,17.0,16.0,17.0,26.0,48.0,54.0,27.0,39.0,42.0,32.0,30.0,,,,,,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COOK ISLANDS,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COOK ISLANDS,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COOK ISLANDS,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COOK ISLANDS,hotel_overnights,,Thousands,219.0,225.0,209.0,205.0,208.0,230.0,241.0,226.0,224.0,240.0,221.0,250.0,,,,,,,,,,,
COSTA RICA,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COSTA RICA,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COSTA RICA,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COSTA RICA,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COTE D´IVOIRE,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COTE D´IVOIRE,Overnights,,Thousands,,,,,,,,,,,,,4857.0,5508.0,6950.0,8713.0,8322.0,7771.0,18937.0,18880.0,20360.0,20837.0,23485.0
COTE D´IVOIRE,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COTE D´IVOIRE,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CROATIA,Guests,,Thousands,5831.0,6544.0,6944.0,7409.0,7912.0,7743.0,7988.0,8559.0,8665.0,8694.0,9111.0,9927.0,10369.0,10948.0,11623.0,12683.0,13809.0,15593.0,16645.0,17353.0,5545.0,10641.0,15324.0
CROATIA,Overnights,,Thousands,34045.0,38384.0,39711.0,41323.0,42516.0,44911.0,45885.0,48280.0,49268.0,49230.0,50992.0,54751.0,57522.0,59680.0,61324.0,65863.0,72193.0,80222.0,83175.0,84148.0,35379.0,62848.0,82287.5
CROATIA,hotel_guests,,Thousands,2637.0,2928.0,2988.0,3087.0,3362.0,3744.0,3742.0,3910.0,3920.0,3684.0,3955.0,4308.0,4522.0,4666.0,4911.0,5251.0,5468.0,6009.0,6379.0,6726.0,1283.0,2971.0,5079.0
CROATIA,hotel_overnights,,Thousands,15125.0,16989.0,16905.0,16830.0,17072.0,18415.0,17807.0,17988.0,17675.0,16085.0,17011.0,18054.0,18879.0,18892.0,18892.0,19851.0,20872.0,22148.0,22795.0,23160.0,5346.0,12905.0,19722.5
CUBA,Guests,,Thousands,2251.0,2243.0,2208.0,2583.0,2915.0,3088.0,2928.0,3006.0,3244.0,3244.0,3252.0,3427.0,3428.0,3397.0,3547.0,3601.0,3853.0,3939.0,3723.0,3071.0,1856.0,656.0,1724.0
CUBA,Overnights,,Thousands,11557.0,11250.0,10480.0,12679.0,14196.0,15401.0,15235.0,15038.0,16321.0,16503.0,21878.0,23165.0,24753.0,25612.0,25740.0,29917.0,33202.0,33086.0,28840.0,27238.0,8679.0,3954.0,12540.0
CUBA,hotel_guests,,Thousands,2026.0,2044.0,2029.0,2401.0,2732.0,2911.0,2808.0,2872.0,3108.0,3107.0,3115.0,3289.0,3290.0,3261.0,3412.0,3471.0,3702.0,3790.0,3570.0,2945.0,1815.0,647.0,1687.0
CUBA,hotel_overnights,,Thousands,10323.0,10176.0,9755.0,11951.0,13358.0,14572.0,14634.0,14544.0,15799.0,15964.0,15988.0,16830.0,17776.0,18342.0,18899.0,21247.0,23577.0,21515.0,19641.0,19486.0,6490.0,3282.0,8442.0
CURAÇAO,Guests,,Thousands,191.0,205.0,218.0,221.0,223.0,221.0,233.0,299.0,323.0,327.0,296.0,336.0,350.0,370.0,390.0,390.0,441.0,399.0,432.0,464.0,175.0,265.0,489.6
CURAÇAO,Overnights,,Thousands,1557.0,1710.0,1815.0,1919.0,1920.0,1958.0,2156.0,2560.0,2978.0,2697.0,2907.0,3200.0,3687.0,3754.0,4009.0,3839.0,3608.0,3577.0,3912.0,4132.0,1750.0,2852.0,4680.4
CURAÇAO,hotel_guests,,Thousands,126.0,129.0,129.0,145.0,150.0,158.0,165.0,214.0,224.0,234.0,223.0,249.0,230.0,291.0,308.0,302.0,276.0,268.0,261.0,281.0,104.0,173.0,283.0
CURAÇAO,hotel_overnights,,Thousands,643.0,680.0,677.0,754.0,782.0,842.0,919.0,1089.0,1313.0,995.0,1511.0,1712.0,1749.0,2249.0,2507.0,2398.0,2202.0,2258.0,2152.0,2341.0,987.0,1719.0,2391.5
CYPRUS,Guests,,Thousands,2238.0,2285.0,2040.0,1826.0,1735.0,1763.0,1771.0,1785.0,1762.0,1672.0,1814.0,1947.0,2021.0,1948.0,1936.0,1874.0,2268.0,2489.0,2666.0,2689.0,532.0,1404.0,
CYPRUS,Overnights,,Thousands,16816.0,18055.0,15289.0,13490.0,13637.0,14006.0,13310.0,13197.0,13209.0,11667.0,12448.0,13113.0,13488.0,13153.0,12884.0,12550.0,14505.0,15947.0,16247.0,16561.0,2633.0,8194.0,
CYPRUS,hotel_guests,,Thousands,2236.0,2284.0,2034.0,1818.0,1725.0,1750.0,1761.0,1775.0,1754.0,1647.0,1811.0,1946.0,2020.0,1947.0,1935.0,1874.0,2268.0,2488.0,2666.0,2689.0,532.0,1404.0,
CYPRUS,hotel_overnights,,Thousands,16790.0,18036.0,15235.0,13424.0,13554.0,13899.0,13227.0,13129.0,13151.0,11488.0,12434.0,13100.0,13476.0,13141.0,12873.0,12548.0,14504.0,15946.0,16247.0,16560.0,2633.0,8194.0,
CZECH REPUBLIC (CZECHIA),Guests,,Thousands,4773.0,5405.0,4743.0,5076.0,6061.0,6336.0,6435.0,6680.0,6649.0,6032.0,6334.0,6715.0,7647.0,7852.0,8096.0,8707.0,9321.0,10160.0,10611.0,10891.0,2784.0,2570.0,7343.0
CZECH REPUBLIC (CZECHIA),Overnights,,Thousands,15597.0,17255.0,15569.0,16511.0,18980.0,19595.0,20090.0,20610.0,19987.0,17747.0,18366.0,19425.0,21794.0,22145.0,22110.0,23287.0,24268.0,26257.0,26760.0,27181.0,7388.0,6547.0,18140.0
CZECH REPUBLIC (CZECHIA),hotel_guests,,Thousands,4097.0,4862.0,4314.0,4485.0,5346.0,5686.0,5781.0,6098.0,6135.0,5609.0,5974.0,6377.0,7167.0,7327.0,7513.0,8024.0,8579.0,9354.0,9672.0,9972.0,2471.0,2345.0,6356.0
CZECH REPUBLIC (CZECHIA),hotel_overnights,,Thousands,12919.0,14703.0,13327.0,13688.0,15881.0,16607.0,17035.0,17838.0,17741.0,16013.0,16881.0,18027.0,19936.0,20072.0,19971.0,20970.0,21869.0,23693.0,23969.0,24457.0,6447.0,5866.0,15498.0
DENMARK,Guests,,Thousands,3535.0,3684.0,3436.0,3474.0,4421.0,9587.0,9630.0,9832.0,9564.0,9265.0,9425.0,8471.0,8443.0,8557.0,10267.0,10424.0,10781.0,12426.0,12749.0,14725.0,6229.0,7555.0,14190.0
DENMARK,Overnights,,Thousands,26280.0,25456.0,25663.0,26152.0,24925.0,45916.0,46658.0,47332.0,45852.0,43984.0,44362.0,45921.0,46039.0,45746.0,48734.0,50187.0,51729.0,54914.0,55931.0,59182.0,31180.0,35861.0,60611.0
DENMARK,hotel_guests,,Thousands,1446.0,1397.0,1379.0,1385.0,1970.0,2230.0,2164.0,2100.0,2057.0,1892.0,2157.0,1499.0,1588.0,1653.0,2627.0,2646.0,2666.0,3144.0,3223.0,3806.0,904.0,1251.0,3375.0
DENMARK,hotel_overnights,,Thousands,4890.0,4810.0,4735.0,4730.0,4984.0,5015.0,5021.0,4846.0,4752.0,4435.0,5075.0,5590.0,5946.0,6241.0,6677.0,6804.0,6856.0,7094.0,7268.0,7664.0,1971.0,2757.0,7083.0
DJIBOUTI,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,hotel_guests,,Thousands,20.1,21.6,22.5,23.2,26.3,30.2,39.5,40.0,54.0,58.0,51.0,56.0,60.0,63.0,,,,,,,,,
DJIBOUTI,hotel_overnights,,Thousands,63.7,53.6,53.6,63.4,63.7,66.9,59.3,74.8,81.6,136.0,127.0,146.0,178.0,162.0,178.0,183.0,178.0,166.0,160.0,177.0,153.0,167.0,175.0
DOMINICA,Guests,,Thousands,70.0,66.0,69.0,73.0,80.0,79.0,84.0,81.0,81.0,75.0,77.0,76.0,79.0,78.0,81.5,75.0,78.0,72.0,63.0,90.0,22.0,15.0,61.0
DOMINICA,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DOMINICA,hotel_guests,,Thousands,29.0,26.0,26.0,26.0,29.0,27.0,35.0,30.0,31.0,29.0,31.0,31.0,33.0,34.0,36.0,32.0,33.0,27.0,18.0,27.0,7.0,7.0,20.0
DOMINICA,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DOMINICAN REPUBLIC,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DOMINICAN REPUBLIC,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DOMINICAN REPUBLIC,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DOMINICAN REPUBLIC,hotel_overnights,,Thousands,32849.0,26187.0,22318.0,23920.0,23795.0,28411.0,31082.0,31469.0,28166.0,27656.0,28392.0,29420.0,29657.0,30970.0,33710.0,37144.0,39566.0,43194.0,44228.0,46647.0,15395.0,56305.0,93736.0
ECUADOR,Guests,,Thousands,,,,,,,,,,,1009.0,1100.0,1249.0,1310.0,1628.0,1675.0,1568.0,1804.0,2534.0,2106.0,505.0,667.0,1263.0
ECUADOR,Overnights,,Thousands,,,,,,,,,,,9085.0,9898.0,9989.0,10483.0,13024.0,13403.0,12545.0,14436.0,20269.0,16852.0,4056.0,5352.0,10104.0
ECUADOR,hotel_guests,,Thousands,,,,,,,,,,,636.0,693.0,929.0,861.0,1218.0,1253.0,1173.0,1350.0,1895.0,1576.0,378.0,499.0,945.0
ECUADOR,hotel_overnights,,Thousands,,,,,,,,,,,5087.0,5543.0,5573.0,5165.0,8525.0,8773.0,8212.0,9449.0,13268.0,11031.0,2646.0,3493.0,6615.0
EGYPT,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EGYPT,Overnights,,Thousands,32788.0,29813.0,32664.0,53130.0,81668.0,85172.0,89304.0,111466.0,129234.0,126534.0,147385.0,114214.0,137819.0,94410.0,97256.0,84128.0,32712.0,87783.0,121497.0,136299.0,42967.0,93815.0,131048.0
EGYPT,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EGYPT,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EL SALVADOR,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EL SALVADOR,Overnights,,Thousands,,,,,6492.0,7303.0,7793.0,9383.0,9642.0,5844.0,6045.0,6405.0,7517.0,7593.0,9564.0,9559.0,9607.0,9497.0,12516.0,15516.0,5982.0,13338.0,16081.0
EL SALVADOR,hotel_guests,,Thousands,487.0,367.0,485.0,436.0,273.0,329.0,374.0,375.0,376.0,461.0,595.0,642.0,600.0,616.0,687.0,712.0,757.0,738.0,695.0,715.0,173.0,243.0,556.0
EL SALVADOR,hotel_overnights,,Thousands,3133.0,2938.0,3193.0,3430.0,,,,,,2741.0,2816.0,2694.0,2368.0,2864.0,3844.0,3586.0,4212.0,3323.0,3464.0,3488.0,775.0,1164.0,2408.0
EQUATORIAL GUINEA,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ERITREA,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ERITREA,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ERITREA,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ERITREA,hotel_overnights,,Thousands,,,,,,176.0,137.0,154.0,133.0,134.0,137.0,146.0,142.0,144.0,143.0,144.0,143.0,,,,,,
ESTONIA,Guests,,Thousands,,985.0,1003.0,1113.0,1374.0,1453.0,1428.0,1380.0,1433.0,1381.0,1564.0,1808.0,1874.0,1940.0,1983.0,1929.0,2057.0,2156.0,2141.0,2253.0,676.0,563.0,1467.0
ESTONIA,Overnights,,Thousands,1598.0,1911.0,1998.0,2268.0,2747.0,2982.0,3020.0,2915.0,2933.0,2741.0,3204.0,3749.0,3823.0,3909.0,3919.0,3770.0,4015.0,4150.0,4175.0,4376.0,1404.0,1283.0,2919.0
ESTONIA,hotel_guests,,Thousands,,848.0,937.0,1009.0,1300.0,1358.0,1330.0,1286.0,1353.0,1308.0,1487.0,1703.0,1747.0,1798.0,1816.0,1766.0,1870.0,1945.0,1920.0,1999.0,598.0,500.0,1333.0
ESTONIA,hotel_overnights,,Thousands,,1341.0,1887.0,2086.0,2602.0,2791.0,2772.0,2668.0,2727.0,2555.0,3003.0,3478.0,3499.0,3537.0,3516.0,3368.0,3559.0,3654.0,3635.0,3764.0,1178.0,1056.0,2521.0
ESWATINI,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ESWATINI,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ESWATINI,hotel_guests,,Thousands,281.0,283.0,256.0,219.0,352.0,312.0,316.0,299.0,324.0,334.0,338.0,308.0,305.0,303.0,307.0,297.0,308.0,323.0,276.5,244.0,71.0,34.0,88.6
ESWATINI,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ETHIOPIA,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ETHIOPIA,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ETHIOPIA,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ETHIOPIA,hotel_overnights,,Thousands,210.0,356.0,391.0,,,,,,,,,,,,,,,,,,,,
FIJI,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
FIJI,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
FIJI,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
FIJI,hotel_overnights,,Thousands,1519.0,1466.0,1914.0,2015.0,2489.0,2760.0,2643.0,2390.0,2489.0,2357.0,2890.0,3102.0,3121.0,3172.0,3301.0,3489.0,3068.0,3278.0,3398.0,3773.0,736.0,141.3,2275.0
FINLAND,Guests,,Thousands,1971.0,1999.0,2043.0,2047.0,2083.0,2080.0,2317.0,2472.0,2494.0,2220.0,2319.0,2623.0,2778.0,2797.0,2731.0,2622.0,2789.0,3180.0,3224.0,3290.0,896.0,807.0,2127.0
FINLAND,Overnights,,Thousands,4066.0,4183.0,4290.0,4331.0,4383.0,4499.0,5004.0,5328.0,5503.0,4890.0,5005.0,5507.0,5803.0,5860.0,5711.0,5510.0,5771.0,6743.0,6843.0,7056.0,2291.0,2085.0,4975.0
FINLAND,hotel_guests,,Thousands,1761.0,1774.0,1796.0,1814.0,1820.0,1828.0,2045.0,2188.0,2045.0,1954.0,2046.0,2294.0,2461.0,2458.0,2397.0,2333.0,2512.0,2843.0,2856.0,2901.0,776.0,696.0,1860.0
FINLAND,hotel_overnights,,Thousands,3562.0,3675.0,3721.0,3758.0,3758.0,3887.0,4339.0,4635.0,4768.0,4198.0,4297.0,4711.0,4948.0,4906.0,4795.0,4677.0,4973.0,5726.0,5777.0,5944.0,1852.0,1713.0,4189.0
FRANCE,Guests,,Thousands,41922.0,41952.0,43185.0,39355.0,40737.0,41944.0,39476.0,40417.0,39122.0,35882.0,36729.0,41605.0,42378.0,46001.0,45269.0,46129.0,44157.0,47928.0,51423.0,51396.0,15563.0,20361.0,45672.0
FRANCE,Overnights,,Thousands,108838.0,110262.0,113241.0,103745.0,104178.0,107952.0,105865.0,108567.0,106994.0,98705.0,100716.0,123228.0,125038.0,131723.0,128639.0,128266.0,121097.0,129812.0,136811.0,135317.0,45090.0,56523.0,123869.0
FRANCE,hotel_guests,,Thousands,36474.0,35097.0,36093.0,32520.0,33988.0,34806.0,32304.0,33254.0,32137.0,28766.0,29845.0,30487.0,30966.0,33348.0,33295.0,34032.0,32492.0,35568.0,38096.0,37376.0,11856.0,15454.0,32886.0
FRANCE,hotel_overnights,,Thousands,77014.0,75652.0,77602.0,69323.0,70391.0,72054.0,68821.0,72393.0,71065.0,63203.0,65861.0,67176.0,68426.0,71992.0,70282.0,70859.0,66286.0,72738.0,78250.0,76424.0,27459.0,34180.0,69260.0
FRENCH GUIANA,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
FRENCH GUIANA,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
FRENCH GUIANA,hotel_guests,,Thousands,,,,,,,,,,,,20.0,18.0,16.0,24.0,21.0,20.0,26.0,27.0,34.0,,,
FRENCH GUIANA,hotel_overnights,,Thousands,,,,,,,,,,,,78.0,70.0,55.0,85.0,81.0,72.0,92.0,104.0,111.0,,,
FRENCH POLYNESIA,Guests,,Thousands,252.0,228.0,189.0,213.0,212.0,208.0,222.0,218.0,196.0,160.0,154.0,163.0,169.0,164.0,181.0,184.0,192.0,199.0,216.0,237.0,77.0,83.0,219.0
FRENCH POLYNESIA,Overnights,,Thousands,,2875.0,2592.0,2888.0,2861.0,2787.0,2926.0,2897.0,2603.0,2205.0,2167.0,2282.0,2380.0,2311.0,2633.0,2618.0,2657.0,2788.0,3168.0,3535.0,1399.0,1727.0,3734.0
FRENCH POLYNESIA,hotel_guests,,Thousands,,193.0,155.0,180.0,178.0,176.0,193.0,190.0,173.0,138.0,133.0,142.0,148.0,146.0,162.0,166.0,174.0,179.0,193.0,209.0,66.4,70.0,195.0
FRENCH POLYNESIA,hotel_overnights,,Thousands,,2042.0,1666.0,1949.0,1917.0,1897.0,2093.0,2133.0,1968.0,1601.0,1570.0,1657.0,1733.0,1754.0,2068.0,2047.0,2081.0,2173.0,2462.0,2727.0,1032.0,1239.0,2960.0
GABON,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GABON,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GABON,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GABON,hotel_overnights,,Thousands,250.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,
GAMBIA,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GAMBIA,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GAMBIA,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GAMBIA,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GEORGIA,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GEORGIA,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GEORGIA,hotel_guests,,Thousands,32.0,27.0,29.0,39.0,61.0,63.0,82.0,104.0,104.0,151.0,307.0,438.0,626.0,774.0,866.0,1170.0,1670.0,2355.0,2615.0,2868.0,411.0,1327.0,2981.0
GEORGIA,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GERMANY,Guests,,Thousands,18983.0,17861.0,17969.0,18399.0,20137.0,21500.0,23569.0,24421.0,24884.0,24220.0,26875.0,28374.0,30411.0,31545.0,32999.0,34970.0,35555.0,37452.0,38881.0,39563.0,12449.0,11688.0,28463.0
GERMANY,Overnights,,Thousands,42629.0,40798.0,40655.0,41746.0,45374.0,48246.0,52947.0,54779.0,56537.0,54824.0,60310.0,63746.0,68828.0,71919.0,75577.0,79672.0,80788.0,83875.0,87686.0,89923.0,32019.0,31014.0,68088.0
GERMANY,hotel_guests,,Thousands,17347.0,16003.0,16093.0,16357.0,17983.0,19171.0,21057.0,21870.0,22131.0,21467.0,23897.0,25311.0,27076.0,28123.0,29433.0,31227.0,31760.0,33457.0,34560.0,35168.0,10885.0,10319.0,24979.0
GERMANY,hotel_overnights,,Thousands,36354.0,34660.0,34553.0,35172.0,38491.0,40839.0,44921.0,46508.0,47562.0,45843.0,50773.0,53793.0,58096.0,60804.0,63843.0,67433.0,68370.0,71042.0,73741.0,75524.0,25292.0,24849.0,55918.0
GHANA,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GHANA,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GHANA,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GHANA,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GREECE,Guests,,Thousands,8012.0,7208.0,6843.0,6768.0,6461.0,7349.0,7748.0,8954.0,8886.0,8781.0,9197.0,10266.0,9396.0,12749.0,15259.0,16502.0,16916.0,19069.0,24321.0,25039.0,5487.0,12363.0,23101.0
GREECE,Overnights,,Thousands,47024.0,42494.0,40953.0,40407.0,38796.0,40734.0,43055.0,48081.0,47974.0,46677.0,48986.0,54518.0,51095.0,68993.0,80174.0,85164.0,87913.0,97034.0,118876.0,119971.0,26198.0,58924.0,111550.0
GREECE,hotel_guests,,Thousands,7767.0,6997.0,6654.0,6574.0,6313.0,7143.0,7548.0,8746.0,8658.0,8542.0,8964.0,10042.0,9244.0,10490.0,11882.0,12735.0,13000.0,14831.0,19377.0,19694.0,4613.0,10131.0,18230.0
GREECE,hotel_overnights,,Thousands,46212.0,41815.0,40350.0,39760.0,38310.0,40075.0,42459.0,47410.0,47234.0,45926.0,48244.0,53768.0,50540.0,57058.0,60902.0,63571.0,65941.0,73474.0,92614.0,92405.0,21821.0,47571.0,86648.0
GRENADA,Guests,,Thousands,129.0,123.0,132.0,142.0,134.0,99.0,119.0,130.0,130.0,114.0,110.0,118.0,,,,,,,,,,,
GRENADA,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GRENADA,hotel_guests,,Thousands,45.0,60.0,63.0,72.0,72.0,36.0,54.0,66.0,62.0,51.0,50.0,58.0,62.0,71.0,77.0,82.0,113.0,88.0,100.0,99.0,27.5,29.494,107.0
GRENADA,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUADELOUPE,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUADELOUPE,Overnights,,Thousands,,,,,,,5382.0,5595.0,5688.0,4833.0,5189.0,5374.0,,5129.0,,,,,,,,,
GUADELOUPE,hotel_guests,,Thousands,419.0,379.0,,439.0,456.0,,,654.0,524.0,384.0,407.0,424.0,,,,,,,,,,,
GUADELOUPE,hotel_overnights,,Thousands,3233.0,,,1534.0,1736.0,,1694.0,2277.0,1694.0,1262.0,1327.0,1421.0,,1487.0,,,,,,,,,
GUAM,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUAM,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUAM,hotel_guests,,Thousands,,,,,,,953.0,934.0,859.0,794.0,869.0,859.0,959.0,977.0,994.0,1055.0,1163.0,1182.0,1218.0,1309.0,249.0,36.0,239.0
GUAM,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUATEMALA,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUATEMALA,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUATEMALA,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUATEMALA,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUINEA,Guests,,Thousands,27.0,19.0,,44.0,42.0,45.0,46.0,30.0,,,,,,,,,,,,,,,
GUINEA,Overnights,,Thousands,698.0,526.0,600.0,928.0,1233.0,1318.0,959.0,704.0,,,,5581.0,3306.0,8523.0,3985.0,2699.0,8449.0,13308.0,,,,,
GUINEA,hotel_guests,,Thousands,15.0,9.0,,16.0,14.0,15.0,19.0,11.0,,,,63.0,35.0,16.0,15.0,19.5,38.0,,,,,,
GUINEA,hotel_overnights,,Thousands,242.0,115.0,175.0,122.0,152.0,195.0,188.0,249.0,,,,1302.0,1145.0,1829.0,333.0,1840.0,4996.0,7869.0,,,,,
GUINEA-BISSAU,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUINEA-BISSAU,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUINEA-BISSAU,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUINEA-BISSAU,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUYANA,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUYANA,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUYANA,hotel_guests,,Thousands,,,,,,,,,,,,,,,,52.0,84.0,107.0,131.0,125.0,27.0,21.0,62.0
GUYANA,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
HAITI,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
HAITI,Overnights,,Thousands,,,,408.0,289.0,337.0,323.0,1158.0,912.0,,,,,,,,,,,,,,
HAITI,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
HAITI,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
HONDURAS,Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
HONDURAS,Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
HONDURAS,hotel_guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
HONDURAS,hotel_overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
"HONG KONG, CHINA",Guests,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
"HONG KONG, CHINA",Overnights,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
