Country,Indicators,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CANADA,Same-day visitors (excursionists),Thousands,29010.0,27467.0,24839.0,21368.0,19700.0,17390.0,15125.0,12439.0,10228.0,8959.0,9402.0,9050.0,8974.0,9108.0,9021.0,9578.0,10171.0,10198.0,10140.0,10284.0,2108.0,1219.9,5100.0
CANADA,"of which, cruise passengers",Thousands,270.0,276.0,297.0,206.0,247.0,307.0,235.0,221.0,211.0,269.0,204.0,240.0,276.0,274.0,232.0,310.0,303.0,345.0,284.0,250.0,0.0,0.0,947.0
CAYMAN ISLANDS,Total arrivals,Thousands,1385.0,1549.0,1878.0,2113.0,1953.0,1967.0,2197.0,2008.0,1856.0,1792.0,1886.0,1710.0,1829.0,1721.0,1993.0,2102.0,2097.0,2147.0,2384.0,2334.0,660.0,,1027.7
CAYMAN ISLANDS,Overnights visitors (tourists),Thousands,354.0,334.0,303.0,294.0,260.0,168.0,267.0,292.0,303.0,272.0,288.0,309.0,322.0,345.0,383.0,385.0,385.0,418.0,463.0,503.0,122.0,17.3,284.3
CAYMAN ISLANDS,Same-day visitors (excursionists),Thousands,1031.0,1215.0,1575.0,1819.0,1693.0,1799.0,1930.0,1716.0,1553.0,1520.0,1598.0,1401.0,1507.0,1376.0,1610.0,1717.0,1712.0,1728.0,1921.0,1831.0,538.0,,743.4
CAYMAN ISLANDS,"of which, cruise passengers",Thousands,1031.0,1215.0,1575.0,1819.0,1693.0,1799.0,1930.0,1716.0,1553.0,1520.0,1598.0,1401.0,1507.0,1376.0,1610.0,1717.0,1712.0,1728.0,1921.0,1831.0,538.0,,743.4
CENTRAL AFRICAN REPUBLIC,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL AFRICAN REPUBLIC,Overnights visitors (tourists),Thousands,11.2,9.9,2.9,5.7,8.2,12.0,13.8,17.1,30.6,52.4,53.8,65.4,70.8,83.5,95.7,120.5,82.0,107.0,109.0,87.0,34.6,,
CENTRAL AFRICAN REPUBLIC,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL AFRICAN REPUBLIC,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
CHAD,Total arrivals,Thousands,94.0,175.0,149.0,101.0,106.0,59.0,,,,,,,,,,,,,,,,,
CHAD,Overnights visitors (tourists),Thousands,43.0,57.0,32.0,21.0,26.0,29.0,46.0,77.0,61.0,70.0,71.0,77.0,86.0,97.0,119.0,120.0,98.0,87.0,77.0,79.0,11.0,40.0,
CHAD,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
CHAD,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
CHILE,Total arrivals,Thousands,,,,,,,,,3713.0,3657.0,3584.0,3963.0,4397.0,4457.0,4601.0,5487.0,6712.0,7621.0,6603.0,5431.0,1310.5,192.0,2269.0
CHILE,Overnights visitors (tourists),Thousands,1742.0,1723.0,1412.0,1614.0,1785.0,2027.0,2253.0,2507.0,2710.0,2760.0,2801.0,3137.0,3554.0,3576.0,3674.0,4478.0,5641.0,6450.0,5723.0,4518.0,1119.1,190.0,2030.0
CHILE,Same-day visitors (excursionists),Thousands,,781.0,802.0,876.0,1019.0,959.0,957.0,741.0,1003.0,897.0,784.0,826.0,843.0,881.0,926.0,1009.0,1072.0,1171.0,880.0,913.0,191.4,1.5,239.0
CHILE,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
CHINA,Total arrivals,Thousands,83444.0,89013.0,97908.0,91662.0,109038.0,120292.0,124942.0,131873.0,130027.0,126476.0,133762.0,135423.0,132405.0,129078.0,128499.0,133820.0,141774.0,153260.0,158606.0,162538.0,27467.0,26380.0,25250.0
CHINA,Overnights visitors (tourists),Thousands,31229.0,33167.0,36803.0,32970.0,41761.0,46809.0,49913.0,54720.0,53049.0,50875.0,55664.0,57581.0,57725.0,55686.0,55622.0,56886.0,59270.0,60740.0,62900.0,65725.0,7967.0,,
CHINA,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
CHINA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
COLOMBIA,Total arrivals,Thousands,707.0,788.0,661.0,668.0,840.0,981.0,2096.0,2381.0,2545.0,2649.0,1701.0,2356.0,2434.0,2595.0,2866.0,3371.0,3675.0,4056.0,4398.0,4531.0,1387.0,2146.0,4686.0
COLOMBIA,Overnights visitors (tourists),Thousands,557.0,616.0,567.0,625.0,791.0,933.0,2045.0,2254.0,2317.0,2364.0,1405.0,2043.0,2180.0,2288.0,2552.0,3099.0,3370.0,3712.0,4020.0,4169.0,1252.0,2127.0,4519.0
COLOMBIA,Same-day visitors (excursionists),Thousands,150.0,172.0,94.0,43.0,49.0,48.0,51.0,127.0,228.0,285.0,296.0,313.0,254.0,307.0,314.0,272.0,306.0,345.0,378.0,362.0,134.0,19.0,168.0
COLOMBIA,"of which, cruise passengers",Thousands,150.0,172.0,94.0,43.0,49.0,48.0,51.0,127.0,228.0,285.0,296.0,313.0,254.0,307.0,314.0,272.0,306.0,345.0,378.0,362.0,134.0,19.0,168.0
COMOROS,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COMOROS,Overnights visitors (tourists),Thousands,24.0,19.4,18.9,20.6,23.3,25.9,28.5,15.2,14.8,11.3,15.3,18.8,22.8,21.9,22.8,23.6,26.8,28.0,35.9,45.1,7.0,28.8,
COMOROS,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
COMOROS,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
CONGO,Total arrivals,Thousands,,,,,,,,,,,199.0,224.0,259.0,345.0,229.0,224.0,213.0,151.0,158.0,,,,
CONGO,Overnights visitors (tourists),Thousands,19.0,27.0,22.0,23.0,31.0,35.0,46.0,55.0,62.0,94.0,194.0,218.0,256.0,343.0,226.0,220.0,211.0,149.0,156.0,,,,
CONGO,Same-day visitors (excursionists),Thousands,,,,,,,,,,,5.0,6.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,,,,
CONGO,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Total arrivals,Thousands,,,,,,,,,,,,197.0,,,,,,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Overnights visitors (tourists),Thousands,103.0,55.0,28.0,35.0,36.0,61.0,55.0,47.0,50.0,53.0,81.0,186.0,167.0,191.0,334.0,354.0,351.0,430.0,392.0,479.0,202.0,382.0,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Same-day visitors (excursionists),Thousands,20.0,20.0,20.0,20.0,,,,,,,,11.0,,,,,,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE","of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
COOK ISLANDS,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COOK ISLANDS,Overnights visitors (tourists),Thousands,73.0,75.0,73.0,78.0,83.0,88.0,92.0,97.0,95.0,101.0,104.0,113.0,122.0,121.0,122.0,125.0,146.0,161.0,169.0,172.0,25.2,26.3,113.6
COOK ISLANDS,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
COOK ISLANDS,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
COSTA RICA,Total arrivals,Thousands,1278.0,1320.0,1335.0,1514.0,1771.0,1959.0,2071.0,2302.0,2409.0,2309.0,2495.0,2526.0,2542.0,2641.0,2760.0,2899.0,3204.0,3231.0,3313.0,3378.3,1146.5,1375.8,2497.1
COSTA RICA,Overnights visitors (tourists),Thousands,1088.0,1131.0,1113.0,1239.0,1453.0,1679.0,1725.0,1980.0,2089.0,1923.0,2100.0,2192.0,2343.0,2428.0,2527.0,2660.0,2925.0,2960.0,3017.0,3139.0,1012.0,1347.0,2349.5
COSTA RICA,Same-day visitors (excursionists),Thousands,190.0,189.0,222.0,275.0,318.0,280.0,346.0,322.0,320.0,386.0,395.0,334.0,199.0,213.0,233.0,239.0,279.0,271.0,296.0,239.3,134.6,28.7,147.6
COSTA RICA,"of which, cruise passengers",Thousands,190.0,189.0,222.0,275.0,318.0,280.0,346.0,322.0,320.0,386.0,395.0,334.0,199.0,213.0,233.0,239.0,279.0,271.0,296.0,239.3,134.6,28.7,147.6
COTE D´IVOIRE,Total arrivals,Thousands,,,,,,,,182.0,205.0,231.0,252.0,270.0,289.0,380.0,471.0,1441.0,1583.0,1800.0,1965.0,2070.0,668.0,576.0,2047.0
COTE D´IVOIRE,Overnights visitors (tourists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
COTE D´IVOIRE,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
COTE D´IVOIRE,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
CROATIA,Total arrivals,Thousands,37226.0,40129.0,41737.0,42857.0,44974.0,45762.0,47733.0,52271.0,51336.0,47573.0,49006.0,49969.0,47185.0,48345.0,51168.0,55858.0,57587.0,59238.0,57668.0,60021.0,21608.0,34123.0,50023.0
CROATIA,Overnights visitors (tourists),Thousands,5831.0,6544.0,6944.0,7409.0,7912.0,7743.0,7988.0,8559.0,8665.0,8694.0,9111.0,9927.0,10369.0,10948.0,11623.0,12683.0,13809.0,15593.0,16645.0,17353.0,5545.0,10641.0,15324.0
CROATIA,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
CROATIA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
CUBA,Total arrivals,Thousands,1774.0,1775.0,1686.0,1906.0,2049.0,2319.0,2221.0,2152.0,2348.0,2430.0,2532.0,2716.0,2847.0,2862.0,3014.0,3540.0,4009.0,4654.0,4712.0,4276.0,1086.0,356.4,1614.1
CUBA,Overnights visitors (tourists),Thousands,1741.0,1736.0,1656.0,1847.0,2017.0,2261.0,2150.0,2119.0,2316.0,2405.0,2507.0,2688.0,2823.0,2839.0,2981.0,3506.0,3975.0,4594.0,4684.0,4263.0,1085.0,355.5,1613.4
CUBA,Same-day visitors (excursionists),Thousands,33.0,39.0,30.0,59.0,32.0,58.0,71.0,33.0,32.0,25.0,25.0,28.0,24.0,23.0,33.0,34.0,34.0,,,,,,
CUBA,"of which, cruise passengers",Thousands,10.0,14.0,6.0,20.0,5.0,17.0,30.0,7.0,5.0,4.0,2.0,1.0,3.0,2.0,8.0,10.0,17.0,,,,,,
CURAÇAO,Total arrivals,Thousands,514.0,519.0,545.0,508.0,452.0,510.0,572.0,664.0,773.0,808.0,762.0,837.0,908.0,1071.0,1129.0,1072.0,944.0,1058.0,1210.0,1293.0,436.0,418.0,1034.2
CURAÇAO,Overnights visitors (tourists),Thousands,191.0,205.0,218.0,221.0,223.0,222.0,234.0,300.0,409.0,367.0,342.0,390.0,421.0,441.0,452.0,468.0,441.0,399.0,432.0,464.0,175.0,265.0,489.6
CURAÇAO,Same-day visitors (excursionists),Thousands,322.0,314.0,327.0,286.0,229.0,288.0,338.0,364.0,364.0,441.0,420.0,447.0,487.0,630.0,677.0,604.0,502.0,659.0,778.0,829.0,261.0,153.4,544.6
CURAÇAO,"of which, cruise passengers",Thousands,308.0,300.0,319.0,279.0,219.0,276.0,322.0,341.0,353.0,423.0,383.0,401.0,436.0,584.0,629.0,566.0,469.0,634.0,761.0,810.0,256.0,146.2,533.6
CYPRUS,Total arrivals,Thousands,2912.0,2841.0,2495.0,2416.0,2478.0,2657.0,2629.0,2671.0,2631.0,2370.0,2450.0,2626.0,2635.0,2626.0,2558.0,2780.0,3286.0,3750.0,4024.0,4117.0,,,
CYPRUS,Overnights visitors (tourists),Thousands,2686.0,2697.0,2418.0,2303.0,2349.0,2470.0,2401.0,2416.0,2404.0,2141.0,2173.0,2392.0,2465.0,2405.0,2441.0,2659.0,3187.0,3652.0,3939.0,3977.0,632.0,1937.0,
CYPRUS,Same-day visitors (excursionists),Thousands,226.0,144.0,77.0,113.0,129.0,187.0,228.0,255.0,227.0,229.0,277.0,234.0,170.0,221.0,147.0,121.0,100.0,98.0,85.0,140.0,,,
CYPRUS,"of which, cruise passengers",Thousands,135.0,106.0,59.0,93.0,119.0,176.0,220.0,246.0,221.0,225.0,271.0,216.0,163.0,207.0,135.0,108.0,85.0,77.0,62.0,112.0,8.0,21.0,
CZECH REPUBLIC (CZECHIA),Total arrivals,Thousands,,,,20108.0,23808.0,24747.0,25102.0,22625.0,21850.0,23285.0,21941.0,22810.0,25750.0,26332.0,27166.0,29604.0,32519.0,34701.0,36268.0,37202.0,10267.0,10014.0,
CZECH REPUBLIC (CZECHIA),Overnights visitors (tourists),Thousands,4773.0,5405.0,4743.0,7641.0,9047.0,9404.0,9539.0,9370.0,9373.0,8848.0,8629.0,9019.0,10123.0,10300.0,10649.0,11619.0,12808.0,13665.0,14282.6,14651.0,3919.4,3768.0,
CZECH REPUBLIC (CZECHIA),Same-day visitors (excursionists),Thousands,,,,12467.0,14761.0,15343.0,15564.0,13255.0,12477.0,14437.0,13312.0,13792.0,15627.0,16032.0,16518.0,17985.0,19711.0,21036.0,21985.9,22551.0,6347.3,6246.0,
CZECH REPUBLIC (CZECHIA),"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
DENMARK,Total arrivals,Thousands,,,,21119.0,22054.0,26927.0,26936.0,27138.0,26870.0,26571.0,26730.0,25811.0,26402.0,26516.0,28070.0,28209.0,28692.0,30736.0,30801.0,32065.0,16031.0,18372.0,31530.0
DENMARK,Overnights visitors (tourists),Thousands,3535.0,3684.0,3436.0,3474.0,4421.0,9178.0,9256.0,9284.0,9016.0,8547.0,8744.0,7864.0,8443.0,8557.0,10267.0,10424.0,10781.0,12426.0,12749.0,14725.0,6229.0,7555.0,14190.0
DENMARK,Same-day visitors (excursionists),Thousands,,,,17645.0,17633.0,17749.0,17680.0,17854.0,17854.0,18024.0,17986.0,17947.0,17959.0,17959.0,17803.0,17785.0,17911.0,18310.0,18052.0,17340.0,9802.0,10817.0,17340.0
DENMARK,"of which, cruise passengers",Thousands,363.0,404.0,193.0,305.0,293.0,409.0,374.0,548.0,548.0,718.0,681.0,607.0,619.0,619.0,470.0,445.0,571.0,647.0,711.0,990.0,1.0,39.0,666.0
DJIBOUTI,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Overnights visitors (tourists),Thousands,20.1,21.6,22.5,23.2,26.3,30.2,39.5,40.0,54.0,58.0,51.0,56.0,60.0,63.0,,,,133.0,142.0,167.0,75.0,114.0,145.0
DJIBOUTI,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
DOMINICA,Total arrivals,Thousands,312.0,276.0,208.0,254.0,466.0,381.0,465.0,437.0,468.0,608.0,595.0,418.0,348.0,311.0,370.0,358.0,356.0,230.0,199.0,322.0,140.0,66.0,235.0
DOMINICA,Overnights visitors (tourists),Thousands,70.0,66.0,69.0,73.0,80.0,79.0,84.0,81.0,81.0,75.0,77.0,76.0,79.0,78.0,81.5,75.0,78.0,72.0,63.0,90.0,22.0,15.0,61.0
DOMINICA,Same-day visitors (excursionists),Thousands,242.0,210.0,139.0,181.0,387.0,303.0,381.0,356.0,387.0,533.0,519.0,342.0,269.0,233.0,289.0,283.0,278.0,158.0,136.0,232.0,118.0,51.0,174.0
DOMINICA,"of which, cruise passengers",Thousands,240.0,208.0,137.0,177.0,384.0,302.0,380.0,355.0,386.0,532.0,518.0,341.0,266.5,231.0,287.0,281.0,277.0,157.0,134.0,230.0,118.0,51.0,170.0
DOMINICAN REPUBLIC,Total arrivals,Thousands,3161.0,3090.0,3058.0,3680.0,3907.0,3981.0,4268.0,4365.0,4455.0,4489.0,4478.0,4654.0,4901.0,5114.0,5576.0,6129.0,6769.0,7296.0,7551.0,7550.0,2748.0,5327.0,8488.8
DOMINICAN REPUBLIC,Overnights visitors (tourists),Thousands,2978.0,2882.0,2811.0,3282.0,3450.0,3691.0,3965.0,3980.0,3980.0,3992.0,4125.0,4306.0,4563.0,4690.0,5141.4,5600.0,5959.3,6188.0,6569.0,6446.0,2405.0,4994.0,7163.4
DOMINICAN REPUBLIC,Same-day visitors (excursionists),Thousands,183.0,208.0,247.0,398.0,457.0,290.0,303.0,385.0,475.0,497.0,353.0,348.0,338.0,424.0,435.0,529.0,809.0,1108.0,982.0,1104.0,343.0,333.0,1325.4
DOMINICAN REPUBLIC,"of which, cruise passengers",Thousands,183.0,208.0,247.0,398.0,457.0,290.0,303.0,385.0,475.0,497.0,353.0,348.0,338.0,424.0,435.0,529.0,809.0,1108.0,982.0,1104.0,343.0,333.0,1325.4
ECUADOR,Total arrivals,Thousands,627.0,641.0,683.0,761.0,819.0,860.0,841.0,937.0,1005.0,968.0,1047.0,1141.0,1272.0,1364.0,1695.0,1676.0,1569.0,1806.0,2535.0,2108.0,507.0,669.0,1265.0
ECUADOR,Overnights visitors (tourists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
ECUADOR,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
ECUADOR,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
EGYPT,Total arrivals,Thousands,5506.0,4648.0,5192.0,6044.0,8104.0,8608.0,9083.0,11091.0,12835.0,12536.0,14731.0,9845.0,11532.0,9464.0,9878.0,9328.0,5399.0,8292.0,11346.0,13026.0,3677.0,7998.0,11724.0
EGYPT,Overnights visitors (tourists),Thousands,5116.0,4357.0,4906.0,5746.0,7795.0,8244.0,8646.0,10610.0,12296.0,11914.0,14051.0,9497.0,11196.0,9174.0,9628.3,9139.0,5258.0,8157.0,11196.0,12876.0,3619.0,7967.0,11625.0
EGYPT,Same-day visitors (excursionists),Thousands,390.0,291.0,286.0,298.0,309.0,364.0,437.0,481.0,540.0,622.0,680.0,348.0,336.0,291.0,250.0,189.0,141.0,136.0,151.0,151.0,58.0,31.0,99.0
EGYPT,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
EL SALVADOR,Total arrivals,Thousands,867.0,804.0,885.0,798.0,1030.0,1306.0,1501.0,1720.0,1875.0,1482.0,1606.0,1634.0,1738.0,1822.0,1886.0,1973.0,2052.0,2247.0,2536.0,2639.0,707.0,1436.0,2541.0
EL SALVADOR,Overnights visitors (tourists),Thousands,795.0,735.0,798.0,720.0,951.0,1127.0,1279.0,1339.0,1385.0,1091.0,1150.0,1184.0,1255.0,1283.0,1345.0,1402.0,1434.0,1556.0,1677.3,1766.0,549.0,1219.0,1891.0
EL SALVADOR,Same-day visitors (excursionists),Thousands,72.0,69.0,87.0,78.0,79.0,179.0,222.0,381.0,490.0,391.0,456.0,450.0,483.0,539.0,541.0,571.0,618.0,691.0,858.4,873.0,217.0,217.0,650.0
EL SALVADOR,"of which, cruise passengers",Thousands,,,,,,,,,,,2.0,1.0,2.0,2.0,2.0,,2.0,7.0,,,,,8.0
EQUATORIAL GUINEA,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Overnights visitors (tourists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
ERITREA,Total arrivals,Thousands,70.0,113.0,101.0,80.0,87.0,83.0,78.0,81.0,70.0,79.0,84.0,107.0,129.0,141.0,119.0,114.0,142.0,,,,,,
ERITREA,Overnights visitors (tourists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
ERITREA,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
ERITREA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
ESTONIA,Total arrivals,Thousands,3310.0,3230.0,3253.0,3378.0,,,,,3828.0,3834.0,4369.0,4907.0,5007.0,5737.0,5804.0,5696.0,5942.0,6145.0,6033.0,6103.0,1695.0,1310.0,3497.0
ESTONIA,Overnights visitors (tourists),Thousands,1220.0,1320.0,1362.0,1462.0,1750.0,1917.0,1940.0,1900.0,2222.0,2180.0,2511.0,2823.0,2957.0,3111.0,3160.0,2961.0,3131.0,3244.0,3226.0,3336.0,1023.0,808.0,2166.0
ESTONIA,Same-day visitors (excursionists),Thousands,2090.0,1910.0,1891.0,1916.0,285.0,307.0,313.0,295.0,1606.0,1654.0,1858.0,2084.0,2050.0,2626.0,2644.0,2735.0,2811.0,2901.0,2807.0,2766.0,673.0,502.0,1331.0
ESTONIA,"of which, cruise passengers",Thousands,109.0,132.0,118.0,175.0,285.0,307.0,313.0,295.0,378.0,416.0,392.0,436.0,425.0,509.0,470.0,506.0,510.0,564.0,638.0,660.0,0.0,63.0,172.0
ESWATINI,Total arrivals,Thousands,1151.0,1312.0,1371.0,1543.0,,1182.0,1200.0,1230.0,1186.0,1344.0,1343.0,1328.0,1278.0,1299.0,1325.0,1256.0,1279.0,1343.0,1277.0,1226.0,345.3,210.7,502.5
ESWATINI,Overnights visitors (tourists),Thousands,281.0,283.0,256.0,461.0,459.0,837.0,873.0,869.0,756.0,908.0,868.0,879.0,888.0,968.0,939.0,873.0,947.0,921.0,782.0,680.0,193.7,170.3,393.0
ESWATINI,Same-day visitors (excursionists),Thousands,,,,,,345.0,327.0,361.0,430.0,436.0,475.0,449.0,390.0,331.0,386.0,383.0,332.0,422.0,495.5,546.0,151.6,40.4,109.6
ESWATINI,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
ETHIOPIA,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ETHIOPIA,Overnights visitors (tourists),Thousands,136.0,148.0,156.0,180.0,184.0,227.0,330.0,358.0,383.0,427.0,468.0,523.0,597.0,681.0,770.0,864.0,871.0,933.0,849.0,812.0,271.0,518.0,897.0
ETHIOPIA,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
ETHIOPIA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
FIJI,Total arrivals,Thousands,434.0,446.0,461.0,451.0,513.0,547.0,,542.0,627.0,605.0,692.0,734.0,741.0,769.0,781.0,869.0,963.0,1027.0,1058.0,969.0,168.0,32.0,652.0
FIJI,Overnights visitors (tourists),Thousands,294.0,348.0,398.0,431.0,504.0,545.0,549.0,540.0,585.0,542.0,632.0,675.0,661.0,659.0,693.0,755.0,792.0,843.0,870.0,894.0,146.9,32.0,636.3
FIJI,Same-day visitors (excursionists),Thousands,140.0,98.0,63.0,20.0,9.0,2.0,,2.0,42.0,63.0,60.0,59.0,80.0,109.5,87.6,114.0,171.0,184.0,188.0,75.0,21.3,0.0,15.9
FIJI,"of which, cruise passengers",Thousands,10.0,7.0,6.0,20.0,9.0,2.0,,2.0,42.0,63.0,60.0,59.0,80.0,110.0,88.0,114.0,171.0,184.0,188.0,75.0,21.0,0.0,15.9
FINLAND,Total arrivals,Thousands,3789.0,4252.0,4687.0,4527.0,4854.0,5038.0,5345.0,5736.0,6072.0,5695.0,6182.0,7260.0,7636.0,,,,,,,,,,
FINLAND,Overnights visitors (tourists),Thousands,2714.0,2826.0,2875.0,2601.0,2840.0,3140.0,3375.0,3519.0,3583.0,3423.0,3670.0,4192.0,4226.0,2797.0,2731.0,2622.0,2789.0,3180.0,3224.0,3290.0,896.0,807.0,2127.0
FINLAND,Same-day visitors (excursionists),Thousands,1075.0,1426.0,1812.0,1926.0,2014.0,1898.0,1970.0,2217.0,2489.0,2272.0,2512.0,3068.0,3410.0,,,,,,,,,,
FINLAND,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
FRANCE,Total arrivals,Thousands,,,,,190282.0,185829.0,193882.0,193319.0,193571.0,192369.0,189826.0,196595.0,197522.0,204410.0,206599.0,203302.0,203042.0,207274.0,211998.0,217877.0,117109.0,141297.0,
FRANCE,Overnights visitors (tourists),Thousands,77190.0,75202.0,77012.0,75048.0,74433.0,74988.0,77916.0,80853.0,79218.0,76764.0,76647.0,80499.0,81980.0,83634.0,83701.0,84452.0,82682.0,86758.0,89322.0,90914.0,41684.0,48395.0,
FRANCE,Same-day visitors (excursionists),Thousands,,,,,115849.0,110841.0,115966.0,112466.0,114353.0,115605.0,113179.0,116096.0,115543.0,120776.0,122898.0,118851.0,120360.0,120516.0,122676.0,126963.0,75424.0,92902.0,
FRANCE,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
FRENCH GUIANA,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
FRENCH GUIANA,Overnights visitors (tourists),Thousands,,65.0,65.0,,,95.0,,109.0,,83.0,,,,,,87.0,96.0,111.0,,,,,
FRENCH GUIANA,Same-day visitors (excursionists),Thousands,,,,,,1.7,,,,,,,,,,,,,,,,,
FRENCH GUIANA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
FRENCH POLYNESIA,Total arrivals,Thousands,,,,,,,,243.0,227.0,190.0,179.0,196.0,210.0,214.0,228.0,239.0,241.0,254.0,260.0,282.0,89.0,95.0,261.4
FRENCH POLYNESIA,Overnights visitors (tourists),Thousands,252.0,228.0,189.0,213.0,212.0,208.0,222.0,218.0,196.0,160.0,154.0,163.0,169.0,164.0,181.0,184.0,192.0,199.0,216.3,237.0,77.0,83.0,218.8
FRENCH POLYNESIA,Same-day visitors (excursionists),Thousands,,,,,,,,25.0,31.0,30.0,25.0,33.0,41.0,50.0,48.0,55.0,49.0,55.0,43.6,45.2,12.0,12.3,42.6
FRENCH POLYNESIA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
GABON,Total arrivals,Thousands,230.0,236.0,269.0,234.0,351.0,526.0,,,,,,,,,,,,,,,,,
GABON,Overnights visitors (tourists),Thousands,155.0,169.0,208.0,222.0,244.0,269.0,,,,,,,,,,,,,,,,,
GABON,Same-day visitors (excursionists),Thousands,70.0,65.0,60.0,12.0,107.0,257.0,,,,,,,,,,,,,,,,,
GABON,"of which, cruise passengers",Thousands,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
GAMBIA,Total arrivals,Thousands,,,,,459.0,460.0,613.0,487.0,643.0,,,,,,,,,,,,,,
GAMBIA,Overnights visitors (tourists),Thousands,79.0,57.0,81.0,89.0,90.0,108.0,125.0,143.0,147.0,142.0,91.0,106.0,157.0,171.0,156.0,449.0,450.0,522.0,552.0,620.0,246.0,332.0,570.0
GAMBIA,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
GAMBIA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
GEORGIA,Total arrivals,Thousands,387.0,302.0,298.0,313.0,368.0,560.0,983.0,1052.0,1290.0,1500.0,2032.0,2712.0,4106.0,4954.0,5004.0,5256.0,5393.0,6483.0,7203.0,7726.0,1513.0,1721.0,4704.0
GEORGIA,Overnights visitors (tourists),Thousands,,,,,,,,,,,1067.0,1833.0,2460.0,2884.0,2939.0,3012.0,3297.0,4069.4,4757.0,5080.4,1087.0,1577.0,3653.0
GEORGIA,Same-day visitors (excursionists),Thousands,,,,,,,,,,,965.0,879.0,1646.0,2070.0,2065.0,2244.0,2096.0,2413.5,2446.0,2645.3,426.0,144.0,1051.0
