Country,Indicators,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GEORGIA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
GERMANY,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GERMANY,Overnights visitors (tourists),Thousands,18983.0,17861.0,17969.0,18399.0,20137.0,21500.0,23569.0,24421.0,24884.0,24220.0,26875.0,28374.0,30411.0,31545.0,32999.0,34970.0,35555.0,37452.0,38881.0,39563.0,12449.0,11688.0,28463.0
GERMANY,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
GERMANY,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
GHANA,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GHANA,Overnights visitors (tourists),Thousands,399.0,439.0,483.0,531.0,584.0,429.0,497.0,587.0,698.0,803.0,931.0,821.0,903.0,994.0,825.0,897.0,933.0,969.0,956.0,1130.0,355.0,624.0,915.0
GHANA,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
GHANA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
GREECE,Total arrivals,Thousands,13567.0,14678.0,14918.0,14785.0,14268.0,15938.0,17284.0,,,,,,,20112.0,24272.0,26114.0,28071.0,30161.0,33072.0,34005.0,7406.0,15246.0,29876.0
GREECE,Overnights visitors (tourists),Thousands,13096.0,14057.0,14180.0,13969.0,13313.0,14765.0,16039.0,16165.0,15939.0,14915.0,15007.0,16427.0,15518.0,17920.0,22033.0,23599.0,24799.0,27194.0,30123.0,31348.4,7374.4,14705.0,27836.0
GREECE,Same-day visitors (excursionists),Thousands,472.0,621.0,738.0,815.0,955.0,1173.0,1245.0,,,,,,,2192.0,2239.0,2515.0,3271.0,2967.0,2949.0,2656.2,31.4,541.0,2040.0
GREECE,"of which, cruise passengers",Thousands,472.0,621.0,738.0,815.0,955.0,1173.0,1245.0,,,,,,,2192.0,2239.0,2515.0,3271.0,2967.0,2949.0,2656.2,31.4,541.0,2040.0
GRENADA,Total arrivals,Thousands,316.0,277.0,271.0,294.0,370.0,380.0,342.0,406.0,428.0,460.0,445.0,447.0,370.0,327.0,387.0,437.0,474.0,468.0,529.0,526.0,217.0,72.0,335.0
GRENADA,Overnights visitors (tourists),Thousands,129.0,123.0,132.0,142.0,134.0,99.0,119.0,130.0,130.0,114.0,110.0,118.0,125.0,128.0,150.0,155.0,156.0,168.0,186.0,188.0,54.2,47.0,149.0
GRENADA,Same-day visitors (excursionists),Thousands,187.0,154.0,139.0,152.0,236.0,281.0,224.0,275.0,298.0,346.0,335.0,328.0,245.0,199.0,237.0,282.0,318.0,300.0,343.0,338.0,162.5,25.0,185.8
GRENADA,"of which, cruise passengers",Thousands,180.0,147.0,135.0,147.0,230.0,275.0,219.0,270.0,293.0,343.0,333.0,310.0,243.0,197.0,235.0,280.5,315.0,299.0,343.0,338.0,162.5,25.0,186.0
GUADELOUPE,Total arrivals,Thousands,994.0,759.0,,569.0,560.0,445.0,447.0,500.0,527.0,458.0,497.0,419.0,487.0,645.0,720.0,822.0,857.0,970.0,1166.0,,,,
GUADELOUPE,Overnights visitors (tourists),Thousands,603.0,521.0,,439.0,456.0,372.0,375.0,408.0,412.0,347.0,392.0,317.0,325.0,487.0,486.0,512.0,581.0,650.0,735.0,,,,
GUADELOUPE,Same-day visitors (excursionists),Thousands,392.0,238.0,148.0,130.0,104.0,73.0,72.0,92.0,115.0,111.0,105.0,102.0,162.0,158.0,234.0,310.0,276.0,320.0,431.0,,,,
GUADELOUPE,"of which, cruise passengers",Thousands,392.0,238.0,148.0,130.0,104.0,73.0,72.0,92.0,115.0,111.0,105.0,102.0,162.0,158.0,234.0,310.0,276.0,320.0,431.0,,,,
GUAM,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUAM,Overnights visitors (tourists),Thousands,1287.0,1159.0,1059.0,910.0,1160.0,1228.0,1212.0,1225.0,1142.0,1053.0,1197.0,1160.0,1308.0,1334.0,1343.0,1409.0,1536.0,1545.0,1549.0,1667.0,328.0,79.0,328.0
GUAM,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUAM,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUATEMALA,Total arrivals,Thousands,826.0,835.0,884.0,880.0,1182.0,1316.0,1502.0,1628.0,1715.0,1311.0,1384.0,1434.0,1491.0,1516.0,1739.0,1865.0,1906.0,2113.0,2406.0,2560.0,594.0,666.0,1844.7
GUATEMALA,Overnights visitors (tourists),Thousands,,,,,,,,1448.0,1527.0,1055.0,1119.0,1160.0,1200.0,1224.0,1371.0,1473.0,1585.0,1660.0,1781.0,1752.4,395.7,602.1,1494.0
GUATEMALA,Same-day visitors (excursionists),Thousands,,,,,11.0,18.0,35.0,179.0,188.0,256.0,264.0,275.0,291.0,291.0,368.0,392.0,321.0,454.0,625.0,807.2,198.3,63.9,350.7
GUATEMALA,"of which, cruise passengers",Thousands,,,,,11.0,18.0,35.0,42.0,63.0,81.0,72.0,72.0,73.0,72.0,71.0,77.0,104.0,129.0,150.0,131.0,42.0,3.9,26.0
GUINEA,Total arrivals,Thousands,,,,,,,46.6,,,,,,,,,,,,,,,,
GUINEA,Overnights visitors (tourists),Thousands,33.0,38.0,43.0,44.0,45.0,45.0,46.1,30.0,24.0,,12.4,131.0,96.0,56.0,33.0,35.0,63.0,99.0,,,,,
GUINEA,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUINEA,"of which, cruise passengers",Thousands,,,,,,,0.5,,,,,,,,,,,,,,,,
GUINEA-BISSAU,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUINEA-BISSAU,Overnights visitors (tourists),Thousands,,7.8,,,,5.0,11.6,15.6,18.0,16.0,22.3,36.7,35.4,35.5,36.1,43.8,45.2,49.5,55.0,52.4,,,
GUINEA-BISSAU,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUINEA-BISSAU,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUYANA,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUYANA,Overnights visitors (tourists),Thousands,105.0,99.0,104.0,101.0,122.0,117.0,113.0,134.0,130.0,141.0,152.0,157.0,177.0,200.0,206.0,207.0,235.0,247.0,287.0,315.0,86.5,158.3,288.0
GUYANA,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
GUYANA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
HAITI,Total arrivals,Thousands,445.0,499.0,482.0,518.0,385.0,480.0,558.0,868.0,758.0,826.0,793.0,946.0,959.0,1064.0,1127.6,1190.0,1153.0,1262.0,1333.0,938.0,322.0,148.0,
HAITI,Overnights visitors (tourists),Thousands,140.0,142.0,140.0,136.0,96.0,112.0,108.0,386.0,258.0,387.0,255.0,349.0,349.0,420.0,465.2,516.0,445.0,467.0,447.0,286.0,203.0,148.0,
HAITI,Same-day visitors (excursionists),Thousands,305.0,357.0,342.0,382.0,289.0,368.0,450.0,482.0,500.0,439.0,538.0,597.0,610.0,644.0,662.4,674.0,708.0,795.0,885.0,652.0,119.0,0.0,
HAITI,"of which, cruise passengers",Thousands,305.0,357.0,342.0,382.0,289.0,368.0,450.0,482.0,500.0,439.0,538.0,597.0,610.0,644.0,662.4,674.0,708.0,795.0,885.0,652.0,119.0,0.0,
HONDURAS,Total arrivals,Thousands,689.0,672.0,788.0,887.0,1026.0,1118.0,1136.0,1309.0,1561.0,1589.0,1965.0,1852.0,1903.0,1857.0,2082.0,2093.0,2228.0,2144.0,2323.0,2315.0,669.0,826.0,1911.0
HONDURAS,Overnights visitors (tourists),Thousands,471.0,518.0,550.0,611.0,641.0,673.0,739.0,804.0,869.0,836.0,863.0,871.0,895.0,863.0,868.0,880.0,838.0,850.0,847.0,724.0,204.0,459.0,844.0
HONDURAS,Same-day visitors (excursionists),Thousands,218.0,154.0,239.0,276.0,385.0,445.0,398.0,505.0,693.0,754.0,1103.0,980.0,1009.0,994.0,1214.0,1212.0,1390.0,1294.0,1477.0,1590.0,465.0,367.0,1067.0
HONDURAS,"of which, cruise passengers",Thousands,218.0,154.0,125.0,162.0,267.0,277.0,205.0,297.0,434.0,430.0,803.0,787.0,655.0,708.0,943.0,918.0,1053.0,1104.0,1289.0,1395.0,393.0,314.0,943.0
"HONG KONG, CHINA",Total arrivals,Thousands,13059.0,13725.0,16566.0,15537.0,21811.0,23359.0,25251.0,28169.0,29507.0,29591.0,36030.0,41921.0,48615.0,54299.0,60839.0,59308.0,56655.0,58472.0,65148.0,55913.0,3569.0,91.4,604.6
"HONG KONG, CHINA",Overnights visitors (tourists),Thousands,8814.0,8878.0,10689.0,9676.0,13655.0,14773.0,15821.0,17154.0,17319.0,16926.0,20085.0,22316.0,23770.0,25661.0,27770.0,26686.0,26553.0,27884.0,29263.0,23752.0,1359.0,89.2,567.8
"HONG KONG, CHINA",Same-day visitors (excursionists),Thousands,4246.0,4847.0,5878.0,5861.0,8156.0,8586.0,9430.0,11015.0,12187.0,12665.0,15945.0,19605.0,24845.0,28638.0,33068.4,32622.0,30102.0,30588.0,35885.0,32160.0,2210.0,2.0,36.8
"HONG KONG, CHINA","of which, cruise passengers",Thousands,9.0,9.0,13.0,4.0,9.0,19.0,20.0,27.0,27.0,44.0,48.0,40.0,39.0,23.0,34.0,37.0,109.0,97.0,111.0,123.0,10.0,,
HUNGARY,Total arrivals,Thousands,31141.0,30679.0,31739.0,31412.0,33934.0,36173.0,38318.0,39379.0,39554.0,40624.0,39904.0,41304.0,43565.0,43611.0,45984.0,48345.0,52890.0,54962.0,57667.0,61397.0,31641.0,36688.0,46343.0
HUNGARY,Overnights visitors (tourists),Thousands,2992.0,3070.0,3013.0,2948.0,12212.0,9979.0,9259.0,8638.0,8814.0,9058.0,9510.0,10250.0,10353.0,10624.0,12140.0,14316.0,15255.0,15785.0,17552.0,16937.0,7417.0,7929.1,12649.0
HUNGARY,Same-day visitors (excursionists),Thousands,,,,,21722.0,26194.0,29059.0,30741.0,30740.0,31565.0,30394.0,31054.0,33212.0,32987.0,33844.0,34029.0,37635.0,39176.0,40115.0,44460.0,24224.0,28758.4,33694.0
HUNGARY,"of which, cruise passengers",Thousands,,,,,518.0,428.0,232.0,179.0,,,,,,,,,,,,,,,
ICELAND,Total arrivals,Thousands,328.0,329.0,315.0,348.0,405.0,429.0,477.0,539.0,561.0,563.0,559.0,628.0,765.0,900.0,1102.0,1389.0,1891.0,2353.0,2488.0,2202.0,488.0,717.0,
ICELAND,Overnights visitors (tourists),Thousands,303.0,301.0,285.0,317.0,360.0,374.0,422.0,485.0,502.0,494.0,489.0,566.0,673.0,807.3,997.0,1289.0,1792.0,2225.0,2343.8,2013.0,486.3,698.0,
ICELAND,Same-day visitors (excursionists),Thousands,25.0,28.0,30.0,31.0,45.0,55.0,55.0,54.0,59.0,69.0,70.0,63.0,92.0,92.4,104.8,100.0,99.0,128.0,144.7,189.0,1.3,19.0,
ICELAND,"of which, cruise passengers",Thousands,25.0,28.0,30.0,31.0,45.0,55.0,55.0,54.0,59.0,69.0,70.0,63.0,92.0,92.4,104.8,100.0,99.0,128.0,144.7,189.0,1.3,19.0,
INDIA,Total arrivals,Thousands,2677.0,2591.0,2428.0,2774.0,3512.0,4038.0,4626.0,5244.0,5373.0,5295.0,5881.0,,,,,,,15543.0,17423.0,17914.0,6337.0,7010.0,14330.0
INDIA,Overnights visitors (tourists),Thousands,2649.0,2537.0,2384.0,2726.0,3457.0,3919.0,4447.0,5082.0,5283.0,5168.0,5776.0,6309.0,6578.0,6968.0,13107.0,13284.0,14570.0,,,17754.0,6291.0,6989.0,
INDIA,Same-day visitors (excursionists),Thousands,28.0,54.0,44.0,48.0,55.0,119.0,179.0,162.0,90.0,127.0,105.0,,,,,,,,,160.0,46.0,21.0,
INDIA,"of which, cruise passengers",Thousands,28.0,54.0,44.0,48.0,55.0,119.0,179.0,162.0,90.0,127.0,105.0,,,,,,,,,13.0,2.0,1.0,
INDONESIA,Total arrivals,Thousands,5064.0,5153.0,5033.0,4467.0,5321.0,5002.0,4871.0,5506.0,6234.0,6324.0,7003.0,7650.0,8044.0,8802.0,9435.0,10407.0,11519.0,14040.0,15810.0,16107.0,4053.0,1558.0,5889.0
INDONESIA,Overnights visitors (tourists),Thousands,,,,,,,,,,,,,,,,9963.0,11072.0,12948.0,13396.0,15455.0,3915.4,1546.3,
INDONESIA,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,444.0,447.0,1092.0,2414.0,652.0,137.4,11.2,
INDONESIA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
"IRAN, ISLAMIC REPUBLIC OF",Total arrivals,Thousands,1342.0,1402.0,1585.0,1546.0,1659.0,1889.0,2735.0,2219.0,2034.0,2116.0,2938.0,3354.0,3834.0,4769.0,4968.0,5237.0,4942.0,4867.0,7295.0,9107.0,1550.0,989.0,4108.0
"IRAN, ISLAMIC REPUBLIC OF",Overnights visitors (tourists),Thousands,,,,,,,,,,,,,,,,,,,,,,882.0,
"IRAN, ISLAMIC REPUBLIC OF",Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,107.0,
"IRAN, ISLAMIC REPUBLIC OF","of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
IRAQ,Total arrivals,Thousands,78.0,127.0,,,,,,,864.0,1262.0,1518.0,1510.0,1111.0,892.0,,,,,,,,,
IRAQ,Overnights visitors (tourists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
IRAQ,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
IRAQ,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
IRELAND,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
IRELAND,Overnights visitors (tourists),Thousands,6646.0,6353.0,6476.0,6764.0,6953.0,7333.0,8001.0,8332.0,8026.0,7189.0,7134.0,7630.0,7550.0,8260.0,8813.0,9528.0,10100.0,10338.0,10926.0,10951.0,,,
IRELAND,Same-day visitors (excursionists),Thousands,345.0,344.0,305.0,334.0,349.0,367.0,424.0,422.0,551.0,479.0,439.0,489.0,478.0,595.0,776.0,894.0,1157.0,1205.0,1340.0,1450.0,,,
IRELAND,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
ISRAEL,Total arrivals,Thousands,2672.0,1219.0,862.1,,1505.8,1916.0,1834.0,2294.0,3034.0,2740.0,3444.0,3362.0,3520.0,3540.0,3251.0,3109.0,3070.0,3863.0,4389.0,4905.0,887.0,402.0,2851.0
ISRAEL,Overnights visitors (tourists),Thousands,2417.0,1196.0,861.9,1063.0,1505.6,1903.0,1825.0,2067.0,2572.0,2321.0,2803.0,2820.0,2886.0,2962.0,2927.0,2799.0,2900.0,3613.0,4121.0,4552.0,831.0,397.0,2675.0
ISRAEL,Same-day visitors (excursionists),Thousands,255.0,23.0,0.3,,0.2,13.0,9.0,227.0,462.0,418.0,641.0,542.0,635.0,578.0,324.0,309.0,170.0,250.0,269.0,353.0,56.0,6.0,176.0
ISRAEL,"of which, cruise passengers",Thousands,255.0,23.0,0.3,,0.2,13.0,9.0,26.0,46.0,68.0,169.0,237.0,251.0,257.0,88.0,95.0,75.0,54.0,46.0,94.0,12.0,,113.0
ITALY,Total arrivals,Thousands,62702.0,60960.0,63561.0,63026.0,58480.0,59230.0,66353.0,70271.0,70719.0,71692.0,73225.0,75866.0,76293.0,76762.0,77694.0,81068.0,84925.0,89931.0,93228.6,95399.0,38419.0,40186.0,74317.0
ITALY,Overnights visitors (tourists),Thousands,41181.0,39563.0,39799.0,39604.0,37071.0,36513.0,41058.0,43654.0,42734.0,43239.0,43626.0,46119.0,46360.0,47704.0,48576.0,50732.0,52372.0,58253.0,61567.2,64513.0,25190.0,26888.0,49811.0
ITALY,Same-day visitors (excursionists),Thousands,21522.0,21397.0,23762.0,23422.0,21409.0,22717.0,25295.0,26617.0,27985.0,28453.0,29599.0,29747.0,29933.0,29058.0,29118.0,30336.0,32552.0,31678.0,31661.4,30886.0,13229.0,13298.0,24506.0
ITALY,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
JAMAICA,Total arrivals,Thousands,2230.0,2117.0,2131.0,2483.0,2515.0,2615.0,3016.0,2880.0,2859.0,2753.0,2832.0,3077.0,3306.0,3274.0,3504.0,3692.0,3837.0,4276.0,4319.0,4234.0,1329.7,1535.0,3330.7
JAMAICA,Overnights visitors (tourists),Thousands,1323.0,1277.0,1266.0,1350.0,1415.0,1479.0,1679.0,1701.0,1767.0,1831.0,1922.0,1952.0,1986.0,2008.4,2080.0,2123.0,2182.0,2353.0,2473.0,2681.0,880.4,1464.0,2478.4
JAMAICA,Same-day visitors (excursionists),Thousands,908.0,840.0,865.0,1133.0,1100.0,1136.0,1337.0,1180.0,1092.0,922.0,910.0,1125.0,1320.0,1265.0,1424.0,1569.0,1655.6,1923.0,1846.0,1553.0,449.3,71.0,852.3
JAMAICA,"of which, cruise passengers",Thousands,908.0,840.0,865.0,1133.0,1100.0,1136.0,1337.0,1180.0,1092.0,922.0,910.0,1125.0,1320.0,1265.0,1424.0,1569.0,1655.6,1923.0,1846.0,1553.0,449.3,71.0,852.3
JAPAN,Total arrivals,Thousands,4757.0,4772.0,5239.0,5212.0,6138.0,6728.0,7334.0,8347.0,8351.0,6790.0,8611.0,6219.0,8358.0,10364.0,13413.0,19737.0,24039.0,28691.0,31192.0,31882.0,4115.8,246.0,3832.0
JAPAN,Overnights visitors (tourists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
JAPAN,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
JAPAN,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
JORDAN,Total arrivals,Thousands,2700.0,3034.0,4677.0,4600.0,5587.0,5817.0,6573.0,6529.0,7100.0,7085.0,8078.0,6813.0,6314.0,5389.0,5327.0,4809.0,4236.0,4565.0,4922.0,5361.0,1240.0,2359.0,5049.1
JORDAN,Overnights visitors (tourists),Thousands,1580.0,1672.0,2384.0,2353.0,2853.0,2987.0,3225.0,3431.0,3729.0,3789.0,4207.0,3960.0,4162.0,3945.0,3990.0,3761.0,3567.0,3843.5,4150.0,4488.4,1067.0,2012.0,4276.7
JORDAN,Same-day visitors (excursionists),Thousands,1120.0,1362.0,2293.0,2247.0,2734.0,2831.0,3348.0,3098.0,3372.0,3295.0,3871.0,2853.0,2152.0,1444.0,1337.0,1048.0,669.0,721.6,772.0,872.2,173.0,347.0,772.4
JORDAN,"of which, cruise passengers",Thousands,10.0,11.0,4.0,3.0,9.0,26.0,41.0,45.0,32.0,41.0,74.0,72.0,85.0,96.0,36.0,34.0,56.0,56.0,74.0,94.5,5.4,12.0,
KAZAKHSTAN,Total arrivals,Thousands,1683.0,2693.0,3678.0,3237.0,4291.0,4365.0,4707.0,5311.0,4117.0,3774.0,4097.0,5685.0,6163.0,6841.0,6333.0,6430.0,6509.0,7701.0,8789.0,8515.0,2035.0,1330.0,4729.0
KAZAKHSTAN,Overnights visitors (tourists),Thousands,1471.0,1845.0,2832.0,2410.0,3073.0,3143.0,3468.0,3876.0,3005.0,2755.0,2991.0,4093.0,4437.0,4926.0,4560.0,,,,,,,,
KAZAKHSTAN,Same-day visitors (excursionists),Thousands,212.0,848.0,846.0,827.0,1218.0,1222.0,1239.0,1435.0,1112.0,1019.0,1106.0,1592.0,1726.0,1915.0,1773.0,,,,,,,,
KAZAKHSTAN,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
KENYA,Total arrivals,Thousands,1037.0,994.0,1001.0,1146.0,1361.0,1479.0,1601.0,1817.0,1203.0,1490.0,1609.0,1823.0,1711.0,1520.0,1350.0,1181.0,1340.0,1449.0,2025.0,2049.0,568.0,870.0,1484.0
KENYA,Overnights visitors (tourists),Thousands,899.0,841.0,838.0,927.0,1199.0,1399.0,1464.0,1686.0,1141.0,1392.0,1470.0,1750.0,1619.0,1434.0,1261.0,1114.0,1268.0,1364.0,,,,,
KENYA,Same-day visitors (excursionists),Thousands,138.0,153.0,163.0,219.0,162.0,80.0,137.0,131.0,62.0,98.0,139.0,73.0,92.0,86.0,89.0,66.0,72.0,85.0,,,,,
KENYA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
KIRIBATI,Total arrivals,Thousands,13.4,14.5,119.5,130.1,63.9,50.2,10.8,32.3,,,,,,,8.3,8.2,7.6,7.5,9.0,12.0,,,
KIRIBATI,Overnights visitors (tourists),Thousands,4.8,4.6,4.9,4.9,3.4,4.1,4.4,4.7,3.9,3.9,4.7,5.3,4.9,5.9,5.0,3.9,5.7,5.8,7.1,7.9,1.4,0.07,1.8
KIRIBATI,Same-day visitors (excursionists),Thousands,8.6,9.9,114.6,125.2,60.5,46.1,6.4,27.6,,,,,,,3.3,4.3,1.9,1.7,1.9,4.1,,,
KIRIBATI,"of which, cruise passengers",Thousands,8.6,9.9,114.6,125.2,60.5,46.1,6.4,27.6,,,,,,,,,,,,,,,
"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",Overnights visitors (tourists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF","of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
"KOREA, REPUBLIC OF",Total arrivals,Thousands,5322.0,5147.0,5347.0,4753.0,5818.0,6023.0,6155.0,6448.0,6891.0,7818.0,8798.0,9795.0,11140.0,12176.0,14202.0,13232.0,17242.0,13336.0,15347.0,17503.0,2519.0,967.0,3198.0
"KOREA, REPUBLIC OF",Overnights visitors (tourists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
"KOREA, REPUBLIC OF",Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,699.0,955.0,1046.0,2258.0,505.0,218.0,279.0,3.0,0.0,0.0
"KOREA, REPUBLIC OF","of which, cruise passengers",Thousands,,,,,,,,,,,,,,699.0,955.0,1046.0,2258.0,505.0,218.0,279.0,3.0,0.0,0.0
KUWAIT,Total arrivals,Thousands,1944.0,2072.0,2316.0,2602.0,3056.0,3474.0,3899.0,4482.0,4736.0,5088.0,5208.0,5574.0,5729.0,6217.0,6528.0,6941.0,7055.0,7407.0,8508.0,8565.0,2161.0,1606.0,
KUWAIT,Overnights visitors (tourists),Thousands,78.0,73.0,96.0,94.0,91.0,104.0,185.0,293.0,259.0,297.0,207.0,269.0,300.0,307.0,198.0,182.0,203.0,183.0,200.0,153.0,86.0,85.0,
KUWAIT,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
KUWAIT,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
KYRGYZSTAN,Total arrivals,Thousands,173.0,199.0,183.0,342.0,398.0,319.0,766.0,1656.0,2379.0,2451.0,1224.0,3025.0,3393.0,4134.0,3791.0,4000.0,3853.0,4568.0,6947.0,8508.0,2079.0,3169.0,6901.0
KYRGYZSTAN,Overnights visitors (tourists),Thousands,59.0,99.0,140.0,,,,185.0,243.0,304.0,283.0,259.0,337.0,348.0,415.0,413.0,402.0,321.0,421.0,423.0,235.0,69.0,144.0,345.7
KYRGYZSTAN,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
KYRGYZSTAN,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Total arrivals,Thousands,737.0,674.0,736.0,636.0,895.0,1095.0,1215.0,1624.0,1737.0,2008.0,2513.0,2724.0,3330.0,3779.0,4159.0,4684.0,4239.0,3869.0,4186.0,4791.0,886.4,,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Overnights visitors (tourists),Thousands,191.0,173.0,215.0,196.0,407.0,672.0,842.0,1142.0,1295.0,1239.0,1670.0,1894.0,2291.0,2700.0,3164.0,3543.0,3315.0,3257.0,3770.0,4384.0,811.6,,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Same-day visitors (excursionists),Thousands,546.0,501.0,521.0,440.0,488.0,423.0,373.0,482.0,442.0,769.0,843.0,830.0,1039.0,1079.0,995.0,1141.0,924.0,612.0,417.0,407.0,74.8,,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
LATVIA,Total arrivals,Thousands,1882.0,2061.0,2297.0,2524.0,3127.0,3791.0,4649.0,5209.0,5496.0,4727.0,5042.0,5538.0,5569.0,5822.0,6246.0,6842.0,6797.0,7726.0,7775.0,8342.0,3204.0,1937.0,
LATVIA,Overnights visitors (tourists),Thousands,509.0,591.0,848.0,971.0,1079.0,1116.0,1535.0,1653.0,1684.0,1323.0,1373.0,1493.0,1435.0,1536.0,1843.0,2024.0,1793.0,1949.0,1946.0,1935.0,636.0,478.0,
LATVIA,Same-day visitors (excursionists),Thousands,1405.0,1448.0,1425.0,1499.0,1954.0,2658.0,3109.0,3583.0,3812.0,3404.0,3669.0,4045.0,4134.0,4286.0,4403.0,4818.0,5004.0,5777.0,5829.0,6408.0,2568.0,1459.0,
LATVIA,"of which, cruise passengers",Thousands,36.0,26.0,76.0,79.0,69.0,92.0,89.0,120.0,177.0,181.0,219.0,268.0,,,,254.0,279.0,505.0,800.0,,,,
LEBANON,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
LEBANON,Overnights visitors (tourists),Thousands,742.0,837.0,956.0,1016.0,1278.0,1140.0,1063.0,1017.0,1333.0,1844.0,2168.0,1655.0,1366.0,1274.0,1355.0,1518.0,1688.0,1857.0,1964.0,1936.0,414.0,890.0,1466.0
LEBANON,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
LEBANON,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
LESOTHO,Total arrivals,Thousands,302.0,295.0,287.0,329.0,304.0,304.0,357.0,300.0,293.0,344.0,426.0,398.0,423.0,433.0,1079.0,1082.0,1196.0,1137.0,1173.0,1142.0,,279.0,
LESOTHO,Overnights visitors (tourists),Thousands,,,,,,,347.0,292.0,285.0,320.0,414.0,397.0,317.0,320.0,,,,,,,,,
LESOTHO,Same-day visitors (excursionists),Thousands,,,,,,,10.0,8.0,8.0,24.0,11.0,0.5,106.0,113.0,,,,,,,,,
LESOTHO,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
LIBERIA,Total arrivals,Thousands,,,,,,,,,,,,,,,,,,,,,,,
LIBERIA,Overnights visitors (tourists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
LIBERIA,Same-day visitors (excursionists),Thousands,,,,,,,,,,,,,,,,,,,,,,,
LIBERIA,"of which, cruise passengers",Thousands,,,,,,,,,,,,,,,,,,,,,,,
LIBYA,Total arrivals,Thousands,963.0,953.0,858.0,958.0,,,125.0,106.0,760.0,,,,,,,,,,,,,,
