Country,Years,Overnights visitors (tourists) (Thousands),Same-day visitors (excursionists) (Thousands),Total departures (Thousands)
INDONESIA,2008,,,5486.0
INDONESIA,2009,,,5053.0
INDONESIA,2010,,,6235.0
INDONESIA,2011,,,6750.0
INDONESIA,2012,,,7454.0
INDONESIA,2013,,,8025.0
INDONESIA,2014,,,8074.0
INDONESIA,2015,,,8176.0
INDONESIA,2016,,,8340.0
INDONESIA,2017,,,8856.0
INDONESIA,2018,,,9468.0
INDONESIA,2019,,,11689.0
INDONESIA,2020,,,2918.0
INDONESIA,2021,503.0,1208.0,1711.0
INDONESIA,2022,3379.0,162.0,3541.0
"IRAN, ISLAMIC REPUBLIC OF",2000,2286.0,,
"IRAN, ISLAMIC REPUBLIC OF",2001,2400.0,,
"IRAN, ISLAMIC REPUBLIC OF",2002,2921.0,,
"IRAN, ISLAMIC REPUBLIC OF",2014,,,7698.0
"IRAN, ISLAMIC REPUBLIC OF",2015,,,6620.0
"IRAN, ISLAMIC REPUBLIC OF",2016,,,9007.0
"IRAN, ISLAMIC REPUBLIC OF",2017,,,10543.0
"IRAN, ISLAMIC REPUBLIC OF",2018,,,7243.0
"IRAN, ISLAMIC REPUBLIC OF",2020,,,1550.0
"IRAN, ISLAMIC REPUBLIC OF",2021,2402.0,224.0,2626.0
"IRAN, ISLAMIC REPUBLIC OF",2022,,,9311.0
IRELAND,2000,,,3783.0
IRELAND,2001,,,4216.0
IRELAND,2002,,,4634.0
IRELAND,2003,,,4929.0
IRELAND,2004,,,5409.0
IRELAND,2005,,,6113.0
IRELAND,2006,,,6848.0
IRELAND,2007,,,7713.0
IRELAND,2008,,,7877.0
IRELAND,2009,,,7047.0
IRELAND,2010,,,6917.0
IRELAND,2011,,,6514.0
IRELAND,2012,,,6600.0
IRELAND,2013,,,6579.0
IRELAND,2014,,,6676.0
IRELAND,2015,,,7094.0
IRELAND,2016,,,7646.0
IRELAND,2017,,,8171.0
IRELAND,2018,,,8643.0
IRELAND,2019,,,9350.0
IRELAND,2020,,,2326.0
IRELAND,2021,,,2276.0
ISRAEL,2000,3530.0,,
ISRAEL,2001,3561.0,,
ISRAEL,2002,3273.0,,
ISRAEL,2003,3299.0,,
ISRAEL,2004,3614.0,,
ISRAEL,2005,3687.0,,
ISRAEL,2006,3713.0,,
ISRAEL,2007,4147.0,,
ISRAEL,2008,4207.0,,
ISRAEL,2009,4007.0,,
ISRAEL,2010,4269.0,,
ISRAEL,2011,4387.0,,
ISRAEL,2012,4349.0,,
ISRAEL,2013,4757.0,,
ISRAEL,2014,5181.0,,
ISRAEL,2015,5891.0,,
ISRAEL,2016,6781.0,,
ISRAEL,2017,7597.0,,
ISRAEL,2018,8473.0,,
ISRAEL,2019,9179.0,,
ISRAEL,2020,1544.0,,
ISRAEL,2021,3022.0,,
ISRAEL,2022,8432.0,,
ITALY,2000,20080.0,24548.0,44628.0
ITALY,2001,20567.0,23044.0,43611.0
ITALY,2002,22978.0,21682.0,44660.0
ITALY,2003,24572.0,21785.0,46357.0
ITALY,2004,21557.0,18843.0,40400.0
ITALY,2005,23147.0,20260.0,43407.0
ITALY,2006,24022.0,22347.0,46369.0
ITALY,2007,25789.0,23377.0,49166.0
ITALY,2008,26464.0,27957.0,54421.0
ITALY,2009,27490.0,27349.0,54839.0
ITALY,2010,28188.0,27117.0,55304.0
ITALY,2011,27831.0,24786.0,52617.0
ITALY,2012,27376.0,25963.0,53338.0
ITALY,2013,26305.0,26328.0,52633.0
ITALY,2014,26862.0,28307.0,55169.0
ITALY,2015,27494.0,29925.0,57418.0
ITALY,2016,29067.0,28413.0,57480.0
ITALY,2017,31805.0,28237.0,60042.0
ITALY,2018,33347.1,27847.6,61194.6
ITALY,2019,34703.0,27505.0,62207.0
ITALY,2020,11959.5,9488.7,21448.0
ITALY,2021,12354.0,5234.0,17588.0
ITALY,2022,24970.0,21725.0,46695.0
JAPAN,2000,,,17819.0
JAPAN,2001,,,16216.0
JAPAN,2002,,,16523.0
JAPAN,2003,,,13296.0
JAPAN,2004,,,16831.0
JAPAN,2005,,,17404.0
JAPAN,2006,,,17535.0
JAPAN,2007,,,17295.0
JAPAN,2008,,,15987.0
JAPAN,2009,,,15446.0
JAPAN,2010,,,16637.0
JAPAN,2011,,,16994.0
JAPAN,2012,,,18491.0
JAPAN,2013,,,17473.0
JAPAN,2014,,,16903.0
JAPAN,2015,,,16214.0
JAPAN,2016,,,17116.0
JAPAN,2017,,,17889.0
JAPAN,2018,,,18954.0
JAPAN,2019,,,20081.0
JAPAN,2020,,,3174.0
JAPAN,2021,,,512.0
JAPAN,2022,,,2772.0
JORDAN,2000,1625.0,,
JORDAN,2001,1755.0,,
JORDAN,2002,1276.0,,
JORDAN,2003,1229.0,,
JORDAN,2004,1420.0,,
JORDAN,2005,1523.0,,
JORDAN,2006,2139.0,,
JORDAN,2007,2094.0,,
JORDAN,2008,1972.0,316.0,2288.0
JORDAN,2009,2054.0,412.0,2466.0
JORDAN,2010,2708.0,378.0,3086.0
JORDAN,2011,1931.0,263.0,2194.0
JORDAN,2012,1567.0,214.0,1780.0
JORDAN,2013,1498.0,246.0,1744.0
JORDAN,2014,1230.0,177.0,1407.0
JORDAN,2015,,,1633.0
JORDAN,2016,1511.0,234.0,1745.0
JORDAN,2017,1592.0,,
JORDAN,2018,1501.0,,
JORDAN,2019,1537.0,,
JORDAN,2020,406.0,,
JORDAN,2021,846.0,,
JORDAN,2022,1399.0,,
KAZAKHSTAN,2000,1247.0,,
KAZAKHSTAN,2001,2294.0,,
KAZAKHSTAN,2002,2274.0,,
KAZAKHSTAN,2003,2374.0,,
KAZAKHSTAN,2004,3915.0,,
KAZAKHSTAN,2005,2975.0,,
KAZAKHSTAN,2006,3615.0,73.0,3688.0
KAZAKHSTAN,2007,4449.0,95.0,4544.0
KAZAKHSTAN,2008,4239.0,91.0,4330.0
KAZAKHSTAN,2009,5309.0,114.0,5423.0
KAZAKHSTAN,2010,5893.0,126.0,6019.0
KAZAKHSTAN,2011,7852.0,168.0,8020.0
KAZAKHSTAN,2012,8875.0,190.0,9066.0
KAZAKHSTAN,2013,9931.0,213.0,10144.0
KAZAKHSTAN,2014,10230.0,220.0,10450.0
KAZAKHSTAN,2015,,,11303.0
KAZAKHSTAN,2016,,,9756.0
KAZAKHSTAN,2017,,,10261.0
KAZAKHSTAN,2018,,,10646.0
KAZAKHSTAN,2019,,,10707.0
KAZAKHSTAN,2020,,,2865.0
KAZAKHSTAN,2021,,,3501.0
KAZAKHSTAN,2022,,,7670.0
"KOREA, REPUBLIC OF",2000,,,5508.0
"KOREA, REPUBLIC OF",2001,,,6084.0
"KOREA, REPUBLIC OF",2002,,,7123.0
"KOREA, REPUBLIC OF",2003,,,7086.0
"KOREA, REPUBLIC OF",2004,,,8826.0
"KOREA, REPUBLIC OF",2005,,,10080.0
"KOREA, REPUBLIC OF",2006,,,11610.0
"KOREA, REPUBLIC OF",2007,,,13325.0
"KOREA, REPUBLIC OF",2008,,,11996.0
"KOREA, REPUBLIC OF",2009,,,9494.0
"KOREA, REPUBLIC OF",2010,,,12488.0
"KOREA, REPUBLIC OF",2011,,,12694.0
"KOREA, REPUBLIC OF",2012,,,13737.0
"KOREA, REPUBLIC OF",2013,,,14846.0
"KOREA, REPUBLIC OF",2014,,,16081.0
"KOREA, REPUBLIC OF",2015,,,19310.0
"KOREA, REPUBLIC OF",2016,,,22383.0
"KOREA, REPUBLIC OF",2017,,,26496.0
"KOREA, REPUBLIC OF",2018,,,28696.0
"KOREA, REPUBLIC OF",2019,,,28714.0
"KOREA, REPUBLIC OF",2020,,,4276.0
"KOREA, REPUBLIC OF",2021,,,1223.0
"KOREA, REPUBLIC OF",2022,,,6554.0
KUWAIT,2000,1236.0,,
KUWAIT,2001,1666.0,,
KUWAIT,2002,1725.0,,
KUWAIT,2003,1774.0,,
KUWAIT,2004,1928.0,,
KUWAIT,2005,2173.0,,
KUWAIT,2006,2529.0,,
KUWAIT,2007,2649.0,,
KYRGYZSTAN,2000,47.0,,
KYRGYZSTAN,2001,46.0,,
KYRGYZSTAN,2002,59.0,,
KYRGYZSTAN,2003,116.0,,
KYRGYZSTAN,2004,239.0,,
KYRGYZSTAN,2005,201.0,,
KYRGYZSTAN,2006,454.0,,
KYRGYZSTAN,2007,559.0,,
KYRGYZSTAN,2008,,,2273.0
KYRGYZSTAN,2009,,,2354.0
KYRGYZSTAN,2010,,,1342.0
KYRGYZSTAN,2011,,,3061.0
KYRGYZSTAN,2012,,,3621.0
KYRGYZSTAN,2013,,,3993.0
KYRGYZSTAN,2014,,,3790.0
KYRGYZSTAN,2015,,,4008.0
KYRGYZSTAN,2016,,,4185.0
KYRGYZSTAN,2017,,,4446.0
KYRGYZSTAN,2018,,,6839.0
KYRGYZSTAN,2019,,,5314.0
KYRGYZSTAN,2020,,,1520.0
KYRGYZSTAN,2021,,,1808.0
KYRGYZSTAN,2022,,,3734.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2010,,,1686.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2011,,,1788.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2012,,,2052.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2013,,,2857.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2014,,,3320.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2015,,,3067.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2016,,,3059.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2017,,,3049.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2018,,,3207.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2019,,,2690.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2020,,,707.0
LATVIA,2000,,,2596.0
LATVIA,2001,,,2697.0
LATVIA,2002,,,2306.0
LATVIA,2003,,,2286.0
LATVIA,2004,,,2457.0
LATVIA,2005,,,2959.0
LATVIA,2006,,,3151.0
LATVIA,2007,,,3398.0
LATVIA,2008,,,3782.0
LATVIA,2009,1573.0,1695.0,3268.0
LATVIA,2010,1650.0,1682.0,3332.0
LATVIA,2011,1530.0,1727.0,3257.0
LATVIA,2012,1398.0,432.0,1830.0
LATVIA,2013,1246.0,530.0,1776.0
LATVIA,2014,1362.0,484.0,1846.0
LATVIA,2015,1242.0,478.0,1720.0
LATVIA,2016,1250.0,689.0,1939.0
LATVIA,2017,1265.0,790.0,2055.0
LATVIA,2018,1368.0,807.0,2175.0
LATVIA,2019,1480.0,904.0,2384.0
LATVIA,2020,432.0,258.0,690.0
LATVIA,2021,512.0,117.0,629.0
LATVIA,2022,1303.0,426.0,1729.0
LITHUANIA,2000,3632.0,,
LITHUANIA,2001,3390.0,,
LITHUANIA,2002,3584.0,,
LITHUANIA,2003,3502.0,,
LITHUANIA,2005,1633.0,,
LITHUANIA,2006,1789.0,2572.0,4362.0
LITHUANIA,2007,1661.0,1967.0,3627.0
LITHUANIA,2008,1757.0,2090.0,3847.0
LITHUANIA,2009,1288.0,2351.0,3639.0
LITHUANIA,2010,1411.0,2900.0,4311.0
LITHUANIA,2011,1526.0,2493.0,4020.0
LITHUANIA,2012,1708.0,2401.0,4108.0
LITHUANIA,2013,1764.0,2464.0,4228.0
LITHUANIA,2014,1789.0,2503.0,4292.0
LITHUANIA,2015,1860.0,2121.0,3981.0
LITHUANIA,2016,1953.0,2191.0,4143.0
LITHUANIA,2017,2032.0,2262.0,4294.0
LITHUANIA,2018,2244.0,2458.0,4702.0
LITHUANIA,2019,2347.0,2534.0,4881.0
LITHUANIA,2020,682.0,961.0,1643.0
LITHUANIA,2021,830.2,912.9,1743.0
LITHUANIA,2022,1919.0,2079.0,3999.0
LUXEMBOURG,2000,950.0,,
LUXEMBOURG,2001,923.0,,
LUXEMBOURG,2002,1049.0,,
LUXEMBOURG,2003,1021.0,,
LUXEMBOURG,2004,1100.0,,
LUXEMBOURG,2005,1185.0,,
LUXEMBOURG,2006,1084.0,,
LUXEMBOURG,2007,1132.0,,
LUXEMBOURG,2008,1190.0,,
LUXEMBOURG,2009,1362.0,,
LUXEMBOURG,2010,1237.0,,
LUXEMBOURG,2011,1643.0,,
LUXEMBOURG,2012,1580.0,,
LUXEMBOURG,2013,1624.0,,
LUXEMBOURG,2014,1815.0,,
LUXEMBOURG,2015,1702.0,,
LUXEMBOURG,2016,1588.0,,
LUXEMBOURG,2017,2346.0,,
LUXEMBOURG,2018,2510.0,,
LUXEMBOURG,2019,2548.0,,
LUXEMBOURG,2020,1460.0,,
LUXEMBOURG,2021,1814.0,,
LUXEMBOURG,2022,2819.0,,
"MACAO, CHINA",2000,,,14587.701
"MACAO, CHINA",2001,,,18223.283
"MACAO, CHINA",2002,,,20479.862
"MACAO, CHINA",2003,,,19234.295
"MACAO, CHINA",2004,,,22054.228
"MACAO, CHINA",2005,,,26083.957
"MACAO, CHINA",2006,,,25758.6
"MACAO, CHINA",2007,,,25095.21
"MACAO, CHINA",2008,,,25101.35
"MACAO, CHINA",2009,,,24996.957
"MACAO, CHINA",2010,,,25638.668
"MACAO, CHINA",2011,,,26355.133
"MACAO, CHINA",2012,,,23919.072
"MACAO, CHINA",2013,,,23534.854
"MACAO, CHINA",2014,,,23704.57
"MACAO, CHINA",2015,,,26049.73
"MACAO, CHINA",2016,,,26640.929
"MACAO, CHINA",2017,,,27756.617
"MACAO, CHINA",2018,,,28437.881
"MACAO, CHINA",2019,,,30429.177
"MACAO, CHINA",2020,,,14425.65
"MACAO, CHINA",2021,,,20875.667
"MACAO, CHINA",2022,,,21153.898
MALAWI,2019,120.0,,244.0
MALAYSIA,2000,,,30532.0
MALAYSIA,2001,,,36248.0
MALAYSIA,2002,,,29866.0
MALAYSIA,2003,,,32201.0
MALAYSIA,2004,,,30761.0
MALDIVES,2000,42.0,,
MALDIVES,2001,41.0,,
MALDIVES,2002,43.0,,
MALDIVES,2003,44.0,,
MALDIVES,2004,61.0,,
MALDIVES,2005,77.0,,
MALDIVES,2006,74.0,,
MALDIVES,2007,102.0,,
MALDIVES,2008,123.0,,
MALTA,2000,200.0,,
MALTA,2001,179.0,,
MALTA,2002,157.0,,
MALTA,2003,174.0,,
MALTA,2004,203.0,,
MALTA,2005,225.0,,
MALTA,2006,257.0,,
MALTA,2007,280.0,,
MALTA,2008,261.0,31.0,292.0
MALTA,2009,264.0,28.0,292.0
MALTA,2010,294.0,34.0,328.0
MALTA,2011,309.0,39.0,348.0
MALTA,2012,331.0,37.0,368.0
MALTA,2013,363.0,41.0,404.0
MALTA,2014,391.0,39.0,430.0
MALTA,2015,428.0,48.0,456.0
MALTA,2016,497.0,53.0,550.0
MALTA,2017,573.0,60.0,633.0
MALTA,2018,667.0,61.0,728.0
MALTA,2019,707.0,67.0,774.0
MALTA,2020,197.0,21.0,218.0
MALTA,2021,303.0,41.0,344.0
MALTA,2022,601.7,93.0,695.0
MAURITIUS,2000,163.0,,
MAURITIUS,2001,161.0,,
MAURITIUS,2002,162.0,,
MAURITIUS,2003,161.0,,
MAURITIUS,2004,180.0,,
MAURITIUS,2005,183.0,,
MAURITIUS,2006,186.0,,
MAURITIUS,2007,213.0,,
MAURITIUS,2008,226.0,,
MAURITIUS,2009,196.0,,
MAURITIUS,2010,212.0,,
MAURITIUS,2011,219.0,,
MAURITIUS,2012,237.0,,
MAURITIUS,2013,228.0,,
MAURITIUS,2014,223.0,,
MAURITIUS,2015,242.0,,
MAURITIUS,2016,260.0,,
MAURITIUS,2017,283.0,,
MAURITIUS,2018,296.0,,
MAURITIUS,2019,320.0,,
MAURITIUS,2020,65.0,,
MAURITIUS,2021,42.0,,
MAURITIUS,2022,229.3,,
MEXICO,2000,11079.0,116189.0,127268.0
MEXICO,2001,12075.0,111657.0,123732.0
MEXICO,2002,11948.0,112685.0,124633.0
MEXICO,2003,11044.0,111971.0,123015.0
MEXICO,2004,12494.0,116409.0,128903.0
MEXICO,2005,13305.0,115087.0,128392.0
MEXICO,2006,14002.0,108020.0,122022.0
MEXICO,2007,15257.0,94283.0,109540.0
MEXICO,2008,14527.0,92992.0,107519.0
MEXICO,2009,14104.0,84124.0,98228.0
MEXICO,2010,14334.0,77323.0,91658.0
MEXICO,2011,14799.0,73314.0,88113.0
MEXICO,2012,15581.0,71913.0,87332.0
MEXICO,2013,15911.0,74876.0,90787.0
MEXICO,2014,18261.0,72721.0,90982.0
MEXICO,2015,19603.0,75385.0,94988.0
MEXICO,2016,20223.0,77149.0,97372.0
MEXICO,2017,19067.0,75208.0,94274.0
MEXICO,2018,19748.0,66531.0,86280.0
MEXICO,2019,19810.0,62942.0,82752.0
MEXICO,2020,7345.0,28710.5,36056.0
MEXICO,2021,11685.0,21292.0,32978.0
MEXICO,2022,13750.0,28140.0,41891.0
"MOLDOVA, REPUBLIC OF",2000,32.0,,
"MOLDOVA, REPUBLIC OF",2001,30.0,,
"MOLDOVA, REPUBLIC OF",2002,52.0,,
"MOLDOVA, REPUBLIC OF",2003,67.0,,
"MOLDOVA, REPUBLIC OF",2004,68.0,,
"MOLDOVA, REPUBLIC OF",2005,57.0,,
"MOLDOVA, REPUBLIC OF",2006,68.0,,
"MOLDOVA, REPUBLIC OF",2007,82.0,,
"MOLDOVA, REPUBLIC OF",2008,85.0,,
"MOLDOVA, REPUBLIC OF",2009,93.0,0.3,93.3
"MOLDOVA, REPUBLIC OF",2010,116.9,0.3,117.2
"MOLDOVA, REPUBLIC OF",2011,135.9,0.2,136.1
"MOLDOVA, REPUBLIC OF",2012,146.4,0.4,146.8
"MOLDOVA, REPUBLIC OF",2013,157.3,0.3,157.6
"MOLDOVA, REPUBLIC OF",2014,179.5,1.1,180.6
"MOLDOVA, REPUBLIC OF",2015,185.7,4.1,189.8
"MOLDOVA, REPUBLIC OF",2016,170.0,7.0,177.0
"MOLDOVA, REPUBLIC OF",2017,216.0,13.0,229.0
"MOLDOVA, REPUBLIC OF",2018,251.0,13.0,264.0
"MOLDOVA, REPUBLIC OF",2019,289.0,21.0,311.0
"MOLDOVA, REPUBLIC OF",2020,73.0,2.0,75.0
"MOLDOVA, REPUBLIC OF",2021,216.6,1.0,218.0
"MOLDOVA, REPUBLIC OF",2022,317.2,7.4,325.0
MOROCCO,2000,1508.0,,
MOROCCO,2001,1701.0,,
MOROCCO,2002,1533.0,,
MOROCCO,2003,1612.0,,
MOROCCO,2004,1603.0,,
MOROCCO,2005,2247.0,,
MOROCCO,2006,2135.0,,
MOROCCO,2007,2669.0,,
MOROCCO,2008,3421.0,,
MOROCCO,2009,2293.0,,
MOROCCO,2010,2175.0,,
MOROCCO,2011,2378.0,,
MOROCCO,2012,2323.0,,
MOROCCO,2013,2195.0,,
MOROCCO,2014,1850.0,,
MOROCCO,2015,1910.0,,
MOROCCO,2016,1864.0,,
MOROCCO,2017,1849.0,,
MOROCCO,2018,1923.0,,
MOROCCO,2019,2009.0,,
MOROCCO,2020,646.0,,
MOROCCO,2021,869.0,,
MOROCCO,2022,2020.0,,
NEPAL,2000,155.0,,
NEPAL,2001,200.0,,
NEPAL,2002,238.0,,
NEPAL,2003,258.0,,
NEPAL,2004,286.0,,
NEPAL,2005,373.0,,
NEPAL,2006,415.0,,
NEPAL,2007,469.0,,
NEPAL,2008,561.0,,
NEPAL,2009,589.0,,
NEPAL,2010,765.0,,
NEPAL,2011,774.0,,
NEPAL,2012,862.0,,
NEPAL,2013,983.0,,
NEPAL,2017,1197.0,,
NETHERLANDS,2000,13896.0,,
NETHERLANDS,2001,14214.0,,
NETHERLANDS,2002,16719.0,,
NETHERLANDS,2003,16425.0,,
NETHERLANDS,2004,17130.0,,
NETHERLANDS,2005,17039.0,,
NETHERLANDS,2006,16695.0,,
NETHERLANDS,2007,17523.0,,
NETHERLANDS,2008,18399.0,,
NETHERLANDS,2009,18340.0,,
NETHERLANDS,2010,18368.0,,
NETHERLANDS,2011,18560.0,,
NETHERLANDS,2012,18628.0,,
NETHERLANDS,2013,18094.0,,
NETHERLANDS,2014,17928.0,,
NETHERLANDS,2015,17535.0,,
NETHERLANDS,2016,18152.0,,
NETHERLANDS,2017,20763.0,,
NETHERLANDS,2018,20981.0,,
NETHERLANDS,2019,22045.0,,
NETHERLANDS,2020,7667.0,,
NETHERLANDS,2021,11601.0,,
NETHERLANDS,2022,23146.0,,
NEW CALEDONIA,2000,69.0,,
NEW CALEDONIA,2001,68.0,,
NEW CALEDONIA,2002,72.0,,
NEW CALEDONIA,2003,78.0,,
NEW CALEDONIA,2004,89.0,,
NEW CALEDONIA,2005,96.0,,
NEW CALEDONIA,2006,100.0,,
NEW CALEDONIA,2007,106.0,,
NEW CALEDONIA,2008,112.0,,
NEW CALEDONIA,2009,119.0,,
NEW CALEDONIA,2010,132.0,,
NEW CALEDONIA,2011,124.0,,
NEW CALEDONIA,2012,121.0,,
NEW CALEDONIA,2013,121.0,,
NEW CALEDONIA,2014,124.0,,
NEW CALEDONIA,2015,127.0,,
NEW CALEDONIA,2016,134.0,,
NEW CALEDONIA,2017,135.0,,
NEW CALEDONIA,2018,139.0,,
NEW CALEDONIA,2019,310.0,,
NEW CALEDONIA,2020,104.0,,
NEW CALEDONIA,2021,18.0,,
NEW CALEDONIA,2022,159.0,,
NEW ZEALAND,2000,1283.0,,
NEW ZEALAND,2001,1287.0,,
NEW ZEALAND,2002,1293.0,,
NEW ZEALAND,2003,1374.0,,
NEW ZEALAND,2004,1733.0,,
NEW ZEALAND,2005,1872.0,,
NEW ZEALAND,2006,1861.0,,
NEW ZEALAND,2007,1978.0,,
NEW ZEALAND,2008,1967.0,,
NEW ZEALAND,2009,1918.0,,
NEW ZEALAND,2010,2026.0,,
NEW ZEALAND,2011,2096.0,,
NEW ZEALAND,2012,2172.0,,
NEW ZEALAND,2013,2197.0,,
NEW ZEALAND,2014,2276.0,,
NEW ZEALAND,2015,2412.0,,
NEW ZEALAND,2016,2611.0,,
NEW ZEALAND,2017,2853.0,,
NEW ZEALAND,2018,3038.0,,
NEW ZEALAND,2019,3225.0,,
NEW ZEALAND,2020,511.0,,
NEW ZEALAND,2021,234.0,,
NEW ZEALAND,2022,1629.0,,
NICARAGUA,2000,486.0,,
NICARAGUA,2001,499.0,,
NICARAGUA,2002,532.0,,
NICARAGUA,2003,562.0,,
NICARAGUA,2004,701.0,,
NICARAGUA,2005,740.0,,
NICARAGUA,2006,773.0,,
NICARAGUA,2007,949.0,,
NICARAGUA,2008,942.0,,
NICARAGUA,2009,858.0,,
NICARAGUA,2010,908.0,,
NICARAGUA,2011,912.0,,
NICARAGUA,2012,979.0,,
NICARAGUA,2013,994.0,,
NICARAGUA,2014,959.0,,
NICARAGUA,2015,925.0,,
NICARAGUA,2016,981.0,,
NICARAGUA,2017,982.0,,
NICARAGUA,2018,974.0,,
NICARAGUA,2019,949.0,,
NICARAGUA,2020,325.0,,
NICARAGUA,2021,372.0,,
NICARAGUA,2022,699.0,,
NIUE,2000,1.0,,
NIUE,2001,1.2,,
NIUE,2002,1.1,,
NIUE,2003,1.4,,
NIUE,2004,1.5,,
NIUE,2005,1.6,,
NIUE,2006,1.6,,
NIUE,2007,1.8,,
NIUE,2008,1.8,,
NIUE,2009,1.7,,
NIUE,2010,1.6,,
NIUE,2020,0.5,,
NIUE,2021,0.5,,
NORWAY,2000,2394.0,,
NORWAY,2001,2348.0,,
NORWAY,2002,2629.0,,
NORWAY,2003,2588.0,,
NORWAY,2004,2960.0,,
NORWAY,2005,3166.0,,
NORWAY,2006,3236.0,,
NORWAY,2007,3395.0,,
NORWAY,2009,6640.0,,
NORWAY,2010,7590.0,,
NORWAY,2011,8130.0,,
NORWAY,2012,9250.0,,
NORWAY,2013,9280.0,,
NORWAY,2014,9190.0,,
NORWAY,2015,8750.0,,
NORWAY,2016,8030.0,,
NORWAY,2017,8170.0,,
NORWAY,2018,8110.0,,
NORWAY,2019,8890.0,,
NORWAY,2020,1690.0,,
NORWAY,2021,1860.0,,
NORWAY,2022,7040.0,,
OMAN,2005,2018.0,478.0,2496.0
OMAN,2006,2248.0,416.0,2664.0
OMAN,2007,2263.0,682.0,2945.0
OMAN,2008,2062.0,1038.0,3100.0
OMAN,2009,1645.0,825.0,2470.0
OMAN,2010,1873.0,956.0,2829.0
OMAN,2011,2446.0,895.0,3341.0
OMAN,2012,2888.0,1084.0,3972.0
OMAN,2013,3103.0,1198.0,4301.0
OMAN,2014,3358.0,1369.0,4727.0
OMAN,2015,3838.0,1586.0,5424.0
OMAN,2016,4167.0,1735.0,5902.0
OMAN,2017,4473.0,1895.0,6368.0
OMAN,2018,3350.0,2625.0,5975.0
OMAN,2019,4224.0,2409.0,6633.0
OMAN,2020,1098.0,559.0,1657.0
OMAN,2021,1311.0,638.0,1949.0
OMAN,2022,3318.2,1869.4,5188.0
PANAMA,2000,216.0,,
PANAMA,2001,200.0,,
PANAMA,2002,200.0,,
PANAMA,2003,227.0,,
PANAMA,2004,256.0,,
PANAMA,2005,285.0,,
PANAMA,2006,284.0,,
PANAMA,2007,314.0,,
PANAMA,2008,369.0,,
PANAMA,2009,336.0,,
PANAMA,2010,392.0,,
PANAMA,2011,414.0,,
PANAMA,2012,447.0,,
PANAMA,2013,619.0,,
PANAMA,2014,853.0,,
PANAMA,2015,965.0,,
PANAMA,2016,1051.0,,
PANAMA,2017,869.0,,
PANAMA,2018,1020.0,,
PANAMA,2019,1226.0,,
PANAMA,2020,401.0,,
PANAMA,2021,583.0,,
PANAMA,2022,851.0,,
PAPUA NEW GUINEA,2000,52.0,,
PAPUA NEW GUINEA,2001,38.0,,
PAPUA NEW GUINEA,2002,92.0,,
PARAGUAY,2000,175.0,,
PARAGUAY,2001,157.0,,
PARAGUAY,2002,141.0,,
PARAGUAY,2003,153.0,,
PARAGUAY,2004,170.0,,
PARAGUAY,2005,188.0,,
PARAGUAY,2006,210.0,,
PARAGUAY,2007,242.0,,
PARAGUAY,2008,278.0,,
PARAGUAY,2009,288.0,,
PARAGUAY,2010,302.0,,
PARAGUAY,2011,347.0,,
PARAGUAY,2012,400.0,,
PARAGUAY,2013,440.0,,
PARAGUAY,2014,426.0,,
PARAGUAY,2015,1008.0,,
PARAGUAY,2016,1503.0,,
PARAGUAY,2017,1471.0,442.0,1913.0
PARAGUAY,2018,1447.0,435.0,1882.0
PARAGUAY,2019,1449.0,436.0,1885.0
PARAGUAY,2020,378.0,117.0,495.0
PARAGUAY,2021,366.0,110.0,476.0
PARAGUAY,2022,988.0,303.0,1291.0
PERU,2000,730.0,,
PERU,2001,1060.0,,
PERU,2002,1232.0,,
PERU,2003,1392.0,,
PERU,2004,1635.0,,
PERU,2005,1841.0,,
PERU,2006,1857.0,,
PERU,2007,1915.0,,
PERU,2008,1913.0,,
PERU,2009,1891.0,,
PERU,2010,2058.0,,
PERU,2011,2132.0,,
PERU,2012,2296.0,,
PERU,2013,2364.0,,
PERU,2014,2442.0,,
PERU,2015,2595.0,,
PERU,2016,2751.0,,
PERU,2017,2875.0,,
PERU,2018,3078.0,,
PERU,2019,3275.0,,
PERU,2020,791.0,,
PERU,2021,617.0,,
PERU,2022,2118.5,,
PHILIPPINES,2000,1670.0,,
PHILIPPINES,2001,1787.0,,
PHILIPPINES,2002,1969.0,,
PHILIPPINES,2003,1803.0,,
PHILIPPINES,2004,1920.0,,
PHILIPPINES,2005,2144.0,,
PHILIPPINES,2006,2745.0,,
PHILIPPINES,2007,3066.0,,
PHILIPPINES,2008,3355.0,,
PHILIPPINES,2009,3188.0,,
PHILIPPINES,2014,3488.0,,
PHILIPPINES,2015,5115.0,,
PHILIPPINES,2016,5703.0,,
POLAND,2000,,,56677.0
POLAND,2001,,,53122.0
POLAND,2002,,,45043.0
POLAND,2003,,,38730.0
POLAND,2004,,,37226.0
