Country,Indicators,,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CAMEROON,Water,,Thousands,,,,,,,13.0,12.0,19.0,27.0,8.0,11.0,32.0,21.0,24.0,26.7,30.0,28.1,16.5,19.4,13.0,20.1,12.3
CAMEROON,Land,,Thousands,,,,,,,240.0,248.0,244.0,253.0,298.0,314.0,434.0,493.0,554.0,562.5,563.7,589.3,505.8,512.9,344.8,502.3,288.9
CANADA,Total,,Thousands,19627.4,19679.4,20057.0,17534.3,19144.9,18770.5,18265.4,17934.9,17142.2,15737.2,16219.4,16016.1,16344.099999999999,16059.3,16537.0,17977.399999999998,19971.3,20883.2,21133.9,22145.4,2960.0,3062.2,12824.1
CANADA,Air,,Thousands,7634.3,7347.7,7192.6,6408.8,7497.4,7746.5,7785.2,7818.0,7651.5,6781.0,7162.5,7254.6,7418.4,7176.7,7728.4,8422.5,9802.4,10576.8,10372.1,10999.0,1663.7,1594.9,6669.1
CANADA,Water,,Thousands,483.7,530.3,530.9,625.6,713.9,706.4,753.9,833.2,844.7,812.6,806.5,764.3,725.3,722.1,717.5,706.4,795.5,847.9,959.5,1113.5,1.8,6.2,388.2
CANADA,Land,,Thousands,11509.400000000001,11801.4,12333.5,10499.9,10933.6,10317.6,9726.3,9283.699999999999,8646.0,8143.599999999999,8250.4,7997.2,8200.4,8160.5,8091.1,8848.499999999998,9373.4,9458.500000000002,9802.3,10032.9,1294.5,1461.1,5766.8
CAYMAN ISLANDS,Total,,Thousands,1385.0,1549.0,1878.0,2113.0,1953.0,1967.0,2197.0,2008.0,1856.0,1792.0,1886.0,1710.0,1829.0,1721.0,1993.0,2102.0,2097.0,2146.8,2384.0,2334.0,659.9,17.3,1027.7
CAYMAN ISLANDS,Air,,Thousands,354.0,334.0,303.0,294.0,260.0,168.0,267.0,292.0,303.0,272.0,288.0,309.0,322.0,345.0,383.0,385.0,385.0,418.4,463.0,503.0,121.8,17.3,284.3
CAYMAN ISLANDS,Water,,Thousands,1031.0,1215.0,1575.0,1819.0,1693.0,1799.0,1930.0,1716.0,1553.0,1520.0,1598.0,1401.0,1507.0,1376.0,1610.0,1717.0,1712.0,1728.4,1921.0,1831.0,538.1,,743.4
CAYMAN ISLANDS,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL AFRICAN REPUBLIC,Total,,Thousands,11.2,9.9,2.9,5.7,8.2,12.0,13.7,17.1,30.6,52.4,53.8,65.4,70.8,84.0,96.0,121.0,82.0,107.0,109.0,87.0,35.0,,
CENTRAL AFRICAN REPUBLIC,Air,,Thousands,11.2,9.9,2.9,5.7,8.2,12.0,13.7,17.1,30.6,52.4,53.8,65.4,70.8,84.0,96.0,121.0,82.0,107.0,109.0,87.0,35.0,,
CENTRAL AFRICAN REPUBLIC,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL AFRICAN REPUBLIC,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CHAD,Total,,Thousands,54.0,118.0,120.0,81.0,69.0,30.0,46.0,77.0,61.0,70.0,71.0,77.0,86.0,97.0,119.0,120.0,98.0,87.0,77.0,79.0,11.0,40.0,
CHAD,Air,,Thousands,38.0,79.0,80.0,54.0,48.0,21.0,42.0,74.0,58.0,67.0,62.0,74.0,84.0,97.0,119.0,120.0,98.0,87.0,77.0,79.0,11.0,40.0,
CHAD,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CHAD,Land,,Thousands,16.0,39.0,40.0,27.0,21.0,9.0,4.0,3.0,3.0,3.0,9.0,3.0,2.0,,,,,,,,,,
CHILE,Total,,Thousands,1742.0,1723.0,1412.0,1614.0,1785.0,2027.0,2253.0,2507.0,2710.0,2760.0,2801.0,3137.0,3554.0,3576.0,3674.46,4478.0,5641.0,6449.9,5722.9,4518.0,1119.1,190.0,2030.4
CHILE,Air,,Thousands,662.0,649.0,606.0,708.0,760.0,855.0,912.0,1055.0,1086.0,1030.0,1052.0,1265.0,1445.0,1475.0,1534.96,1710.0,1985.0,2569.3,2364.3,2078.9,422.6,185.9,1135.3
CHILE,Water,,Thousands,26.0,34.0,28.0,37.0,67.0,75.0,95.0,104.0,,,,,,,,,,,,,,,
CHILE,Land,,Thousands,1054.0,1040.0,778.0,869.0,958.0,1097.0,1246.0,1348.0,1624.0,1730.0,1749.0,1872.0,2109.0,2101.0,2139.5,2768.0,3656.0,3880.6,3358.6,2439.1,696.5,4.1,895.1
CHINA,Total,,Thousands,83444.0,89012.0,97908.0,91661.0,109038.0,120293.0,124942.0,131872.0,130027.0,126476.0,133762.0,135423.0,132405.0,129077.8,128498.20000000001,133820.4,141773.6,153260.1,158606.4,162537.8,,,
CHINA,Air,,Thousands,7745.0,8617.0,10343.0,8080.0,12617.0,14736.0,16500.0,18815.0,16813.0,16301.0,20014.0,20911.0,21421.0,20744.2,21086.2,21012.3,22675.6,23070.0,24448.1,25298.6,,,
CHINA,Water,,Thousands,3860.0,4115.0,4377.0,3787.0,4727.0,5212.0,5484.0,5920.0,5480.0,4672.0,5039.0,5082.0,4793.0,4643.6,4593.7,4540.4,4731.5,4612.4,4658.8,4228.6,,,
CHINA,Land,,Thousands,71839.0,76280.0,83188.0,79794.0,91694.0,100345.0,102958.0,107137.0,107734.0,105503.0,108709.0,109430.0,106191.0,103690.0,102818.3,108267.7,114366.5,125577.7,129499.5,133010.59999999998,,,
COLOMBIA,Total,,Thousands,707.0,788.0,661.0,668.0,840.0,981.0,1104.0,1322.0,1450.0,1353.0,1217.0,1470.8000000000002,1365.3,1487.0,1695.0000000000002,1984.8000000000002,2241.0,2465.8,2709.1,2813.9999999999995,791.7,1249.2,3040.2999999999997
COLOMBIA,Air,,Thousands,520.0,549.0,507.0,551.0,701.0,834.0,936.0,1055.0,1068.0,1192.0,1145.9,1384.5,1284.1,1394.0,1576.7,1852.7,2094.2,2310.6,2570.1,2671.1,758.2,1234.0,2901.7
COLOMBIA,Water,,Thousands,150.0,175.0,96.0,44.0,51.0,50.0,52.0,128.0,231.0,6.0,9.8,16.9,14.4,18.6,28.9,29.9,32.9,39.8,42.6,44.2,11.1,6.4,22.7
COLOMBIA,Land,,Thousands,37.0,64.0,58.0,73.0,88.0,97.0,116.0,139.0,151.0,155.0,61.3,69.4,66.8,74.4,89.4,102.2,113.9,115.4,96.4,98.7,22.4,8.8,115.9
COMOROS,Total,,Thousands,24.0,19.4,18.9,14.4,17.6,19.6,17.1,15.2,14.8,11.3,15.3,18.8,22.8,21.9,22.8,23.6,26.8,28.0,35.9,45.1,7.0,28.8,
COMOROS,Air,,Thousands,24.0,19.4,18.9,14.4,17.6,19.6,17.1,15.2,14.8,11.3,15.3,18.8,22.8,21.9,22.8,23.6,26.8,28.0,35.9,45.1,7.0,28.8,
COMOROS,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COMOROS,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CONGO,Total,,Thousands,,,,,,,,,,,199.0,224.0,259.0,345.0,229.0,224.29999999999998,212.8,150.60000000000002,158.1,,,,
CONGO,Air,,Thousands,,,,,,,,,,,113.0,115.0,136.0,150.0,151.0,163.2,132.5,97.4,95.7,,,,
CONGO,Water,,Thousands,,,,,,,,,,,86.0,109.0,123.0,195.0,78.0,61.1,80.3,53.2,62.4,,,,
CONGO,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Total,,Thousands,,54.0,28.0,35.0,36.0,61.0,55.0,47.0,50.0,53.0,81.0,186.0,167.0,191.0,,353.70000000000005,351.29999999999995,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Air,,Thousands,,26.0,28.0,35.0,36.0,39.0,41.0,47.0,50.0,53.0,81.0,160.0,156.0,180.0,,187.4,186.2,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Water,,Thousands,,28.0,,,,,,,,,,,1.0,3.0,,,,,,,,,
"CONGO, DEMOCRATIC REPUBLIC OF THE",Land,,Thousands,,,,,,22.0,14.0,,,,,26.0,10.0,8.0,,166.3,165.1,,,,,,
COOK ISLANDS,Total,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COOK ISLANDS,Air,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COOK ISLANDS,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COOK ISLANDS,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COSTA RICA,Total,,Thousands,1088.0,1131.0,1113.0,1239.0,1453.0,1680.0,1725.0,1980.0,2089.0,1923.0,2100.0,2192.0,2343.0,2427.8,2526.9,2660.0,2925.1000000000004,2959.8,3016.7000000000003,3139.0,1011.9,1347.1000000000001,2349.6
COSTA RICA,Air,,Thousands,801.0,812.0,798.0,928.0,1088.0,1244.0,1232.0,1357.0,1424.0,1320.0,1418.0,1464.0,1552.0,1617.4,1721.0,1859.0,2114.9,2189.2,2314.9,2418.3,789.8,1270.5,2118.0
COSTA RICA,Water,,Thousands,23.0,11.0,6.0,12.0,10.0,9.0,6.0,5.0,4.0,2.0,5.0,7.0,10.0,8.4,9.5,8.0,10.4,10.3,8.9,11.6,4.6,2.4,4.1
COSTA RICA,Land,,Thousands,264.0,308.0,309.0,299.0,355.0,427.0,487.0,618.0,661.0,601.0,677.0,721.0,781.0,802.0,796.4,793.0,799.8,760.3,692.9,709.1,217.5,74.2,227.5
COTE D´IVOIRE,Total,,Thousands,,,,,,,,,205.0,231.0,252.0,270.0,289.0,380.0,471.0,1441.0,1583.3,1800.3000000000002,1964.6999999999998,2070.1,668.1,576.0,2047.0
COTE D´IVOIRE,Air,,Thousands,,,,,,,,,205.0,231.0,252.0,270.0,289.0,380.0,471.0,537.0,632.2,719.6,752.3,790.0,284.1,576.0,742.0
COTE D´IVOIRE,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
COTE D´IVOIRE,Land,,Thousands,,,,,,,,,,,,,,,,904.0,951.0999999999999,1080.7,1212.3999999999999,1280.1,384.0,,1305.0
CROATIA,Total,,Thousands,37226.0,40129.0,41736.0,42857.0,44974.0,45762.0,47733.0,52271.0,51336.0,47573.0,49006.0,49969.0,47185.0,48345.0,51168.0,55858.0,57587.0,59238.200000000004,57668.4,60020.7,21607.700000000004,34122.6,50023.3
CROATIA,Air,,Thousands,740.0,813.0,887.0,1006.0,1202.0,1566.0,1825.0,2033.0,2055.0,1947.0,2136.0,2299.0,2505.0,2689.0,2879.0,3119.0,3566.0,4222.3,4699.1,5153.4,882.1,2123.5,4531.1
CROATIA,Water,,Thousands,183.0,244.0,306.0,384.0,921.0,984.0,1036.0,1200.0,1367.0,1405.0,1542.0,1638.0,1619.0,1602.0,1451.0,1439.0,1506.0,1353.7,1497.8,1590.4,21.8,290.0,969.9
CROATIA,Land,,Thousands,36303.0,39072.0,40543.0,41467.0,42851.0,43212.0,44872.0,49038.0,47914.0,44221.0,45328.0,46032.0,43061.0,44054.0,46838.0,51300.0,52515.0,53662.200000000004,51471.5,53276.9,20703.800000000003,31709.1,44522.3
CUBA,Total,,Thousands,1741.0,1736.0,1656.0,1847.0,2017.0,2261.0,2150.0,2119.0,2316.0,2405.0,2507.0,2688.0,2823.0,2839.0,2981.0,3506.0,3975.0,4594.0,4684.0,4263.0,1085.0,356.0,1613.0
CUBA,Air,,Thousands,1741.0,1736.0,1656.0,1847.0,2017.0,2261.0,2150.0,2119.0,2316.0,2405.0,2507.0,2688.0,2823.0,2839.0,2981.0,3506.0,3975.0,4594.0,4684.0,4263.0,1085.0,356.0,1613.0
CUBA,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CUBA,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CURAÇAO,Total,,Thousands,513.0,519.0,545.0,507.0,452.0,510.0,572.0,664.0,773.0,808.0,761.0,837.0,907.0,1071.0,1129.0,1072.3,943.8,1057.6,1209.6999999999998,1293.0,436.4,418.3,1034.2
CURAÇAO,Air,,Thousands,205.0,219.0,226.0,228.0,233.0,234.0,250.0,323.0,420.0,385.0,378.0,436.0,471.0,487.0,500.0,506.5,474.3,423.2,452.4,483.1,180.2,272.1,500.6
CURAÇAO,Water,,Thousands,308.0,300.0,319.0,279.0,219.0,276.0,322.0,341.0,353.0,423.0,383.0,401.0,436.0,584.0,629.0,565.8,469.5,634.4,757.3,809.9,256.2,146.2,533.6
CURAÇAO,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CYPRUS,Total,,Thousands,2912.0,2841.0,2495.0,2416.0,2478.0,2657.0,2629.0,2671.0,2631.0,2370.0,2450.0,2626.0,2634.0,2626.0,2588.0,2780.0,3286.0,3750.0,4024.0,4116.9,,,
CYPRUS,Air,,Thousands,2703.0,2717.0,2431.0,2320.0,2357.0,2479.0,2408.0,2425.0,2410.0,2145.0,2179.0,2410.0,2471.0,2419.0,2453.0,2672.0,3201.0,3673.0,3962.0,4004.6,,,
CYPRUS,Water,,Thousands,209.0,124.0,64.0,96.0,121.0,178.0,221.0,246.0,221.0,225.0,271.0,216.0,163.0,207.0,135.0,108.0,85.0,77.0,62.0,112.3,,,
CYPRUS,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CZECH REPUBLIC (CZECHIA),Total,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CZECH REPUBLIC (CZECHIA),Air,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CZECH REPUBLIC (CZECHIA),Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
CZECH REPUBLIC (CZECHIA),Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DENMARK,Total,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DENMARK,Air,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DENMARK,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DENMARK,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Total,,Thousands,,,,,,,,,,,,,,,,,,133.0,142.0,168.0,75.0,114.0,145.0
DJIBOUTI,Air,,Thousands,,,,,,,,,,,,,,,,,,133.0,142.0,168.0,75.0,114.0,145.0
DJIBOUTI,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DOMINICA,Total,,Thousands,72.0,68.0,71.0,77.0,82.0,79.0,85.0,80.0,81.0,75.0,77.0,76.0,79.0,78.0,81.5,75.0,78.4,72.3,64.0,90.0,21.6,14.8,61.1
DOMINICA,Air,,Thousands,50.0,47.0,49.0,52.0,56.0,58.0,62.0,56.0,55.0,48.0,49.0,48.0,47.0,47.0,51.0,44.0,47.6,42.4,37.3,50.0,13.2,14.4,38.5
DOMINICA,Water,,Thousands,22.0,21.0,22.0,25.0,26.0,21.0,23.0,24.0,26.0,27.0,28.0,28.0,32.0,31.0,30.5,31.0,30.8,29.9,26.7,40.0,8.4,0.4,22.6
DOMINICA,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
DOMINICAN REPUBLIC,Total,,Thousands,3161.0,3090.0,3058.0,3680.0,3907.0,3981.0,4268.0,4365.0,4455.0,4489.0,4478.0,4654.0,4901.0,5114.0,5576.4,6129.0,6768.6,7296.0,7550.9,7550.0,2748.0,5327.400000000001,8488.8
DOMINICAN REPUBLIC,Air,,Thousands,2978.0,2882.0,2811.0,3282.0,3450.0,3691.0,3965.0,3980.0,3980.0,3992.0,4125.0,4306.0,4563.0,4690.0,5141.4,5600.0,5959.3,6188.0,6568.9,6446.0,2405.0,4994.3,7163.4
DOMINICAN REPUBLIC,Water,,Thousands,183.0,208.0,247.0,398.0,457.0,290.0,303.0,385.0,475.0,497.0,353.0,348.0,338.0,424.0,435.0,529.0,809.3,1108.0,982.0,1104.0,343.0,333.1,1325.4
DOMINICAN REPUBLIC,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ECUADOR,Total,,Thousands,628.0,641.0,683.0,761.0,819.0,860.0,840.0,937.0,1005.0,968.0,1047.0,1141.0,1271.9,1364.0,1694.5000000000002,1676.4,1569.1,1805.5,2535.1,2107.7,507.3,669.3999999999999,1264.8999999999999
ECUADOR,Air,,Thousands,383.0,422.0,432.0,450.0,496.0,540.0,557.0,639.0,714.0,699.0,750.0,783.0,848.3,959.0,1187.4,1176.7,1101.8,1138.2,1192.5,1220.5,394.6,651.3,1040.1
ECUADOR,Water,,Thousands,5.0,5.0,6.0,5.0,8.0,5.0,4.0,7.0,9.0,8.0,8.0,21.0,27.2,12.0,64.4,65.0,61.5,55.0,44.3,49.6,9.5,3.3,18.7
ECUADOR,Land,,Thousands,240.0,214.0,245.0,306.0,315.0,315.0,279.0,291.0,282.0,261.0,289.0,337.0,396.4,393.0,442.7,434.7,405.8,612.3,1298.3,837.6,103.2,14.8,206.1
EGYPT,Total,,Thousands,5115.9,4347.0,4905.799999999999,5746.099999999999,7794.6,8244.3,8645.7,10610.100000000002,12295.5,11913.6,14051.300000000001,9496.900000000001,11195.800000000001,9173.599999999999,9628.2,9138.900000000001,5257.8,8156.599999999999,11195.900000000001,12875.6,3618.6000000000004,7966.900000000001,11625.0
EGYPT,Air,,Thousands,4209.7,3790.2,4279.9,4840.9,6735.8,7209.5,7610.5,9435.7,10960.1,10773.4,12615.6,8158.8,9851.7,8237.4,9010.4,8521.0,4593.6,7300.3,9975.7,11316.6,3268.8,7342.3,10326.3
EGYPT,Water,,Thousands,173.2,159.8,151.4,156.5,178.2,234.5,223.2,268.2,286.8,242.5,277.5,185.4,234.7,232.9,125.6,100.2,92.8,91.4,100.0,100.4,13.9,32.6,73.5
EGYPT,Land,,Thousands,733.0,397.0,474.5,748.7,880.6,800.3,812.0,906.2,1048.6,897.7,1158.2,1152.7,1109.4,703.3,492.2,517.7,571.4,764.9,1120.2,1458.6,335.9,592.0,1225.2
EL SALVADOR,Total,,Thousands,795.0,735.0,799.0,720.0,951.0,1127.0,1279.0,1339.0,1385.0,1091.0,1149.0,1184.0,1255.0,1283.0,1345.1999999999998,1402.0,1433.6,1556.1,1677.3,1765.6,549.0,1219.0,1891.3000000000002
EL SALVADOR,Air,,Thousands,234.0,224.0,253.0,262.0,449.0,499.0,483.0,527.0,490.0,430.0,426.0,470.0,541.0,589.0,591.3,599.0,615.8,642.5,727.4,772.9,293.0,813.0,1010.2
EL SALVADOR,Water,,Thousands,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,0.3,,,,,
EL SALVADOR,Land,,Thousands,556.0,505.0,541.0,457.0,501.0,627.0,795.0,811.0,892.0,661.0,723.0,714.0,714.0,694.0,753.9,803.0,817.8,913.3,949.9,992.7,256.0,406.0,881.1
EQUATORIAL GUINEA,Total,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Air,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ERITREA,Total,,Thousands,70.0,113.0,101.0,80.0,87.0,83.0,78.0,81.0,70.0,79.0,84.0,107.0,129.0,141.0,119.0,114.0,142.0,,,,,,
ERITREA,Air,,Thousands,34.0,59.0,51.0,49.0,51.0,45.0,35.0,38.0,38.0,35.0,40.0,42.0,79.0,48.0,45.0,32.0,84.0,,,,,,
ERITREA,Water,,Thousands,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,
ERITREA,Land,,Thousands,33.0,52.0,48.0,29.0,34.0,37.0,41.0,41.0,31.0,44.0,44.0,65.0,49.0,92.0,73.0,81.0,57.0,,,,,,
ESTONIA,Total,,Thousands,3310.0,3230.0,3253.0,3377.0,,,,,,,,,,,,,,,,,,,
ESTONIA,Air,,Thousands,149.0,152.0,161.0,185.0,,,,,,,,,,,,,,,,,,,
ESTONIA,Water,,Thousands,2221.0,2143.0,2212.0,2193.0,,,,,,,,,,,,,,,,,,,
ESTONIA,Land,,Thousands,940.0,935.0,880.0,999.0,,,,,,,,,,,,,,,,,,,
ESWATINI,Total,,Thousands,1151.0,1312.0,1371.0,1543.0,,1182.0,1200.0,1230.0,1186.0,1344.0,1342.0,1328.0,1279.0,1299.0,1324.6000000000001,1256.0,1278.6000000000001,1342.6,1277.2,1225.5,345.4,210.7,502.59999999999997
ESWATINI,Air,,Thousands,20.0,13.0,14.0,17.0,,22.0,22.0,27.0,27.0,26.0,25.0,22.0,23.0,22.0,16.2,20.0,20.4,20.1,19.5,19.0,11.4,11.6,37.2
ESWATINI,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ESWATINI,Land,,Thousands,1131.0,1299.0,1357.0,1526.0,,1160.0,1178.0,1203.0,1159.0,1318.0,1317.0,1306.0,1256.0,1277.0,1308.4,1236.0,1258.2,1322.5,1257.7,1206.5,334.0,199.1,465.4
ETHIOPIA,Total,,Thousands,136.0,148.0,156.0,180.0,184.0,227.0,330.0,358.0,383.0,427.0,468.0,523.0,596.0,681.0,770.4,864.0,870.6,933.4,849.1,811.5999999999999,270.6,518.2,896.5999999999999
ETHIOPIA,Air,,Thousands,109.0,116.0,131.0,160.0,173.0,193.0,290.0,312.0,330.0,371.0,403.0,450.0,513.0,661.0,748.6,839.0,845.4,906.1,833.5,767.8,256.6,474.5,853.8
ETHIOPIA,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
ETHIOPIA,Land,,Thousands,27.0,32.0,25.0,20.0,11.0,34.0,40.0,46.0,53.0,56.0,65.0,73.0,83.0,20.0,21.8,25.0,25.2,27.3,15.6,43.8,14.0,43.7,42.8
FIJI,Total,,Thousands,294.0,348.0,398.0,430.0,,545.0,549.0,540.0,585.0,542.0,632.0,675.0,661.0,,,,,,,,,,
FIJI,Air,,Thousands,287.0,342.0,390.0,422.0,,537.0,538.0,527.0,570.0,528.0,613.0,654.0,642.0,,,,,,,,,,
FIJI,Water,,Thousands,7.0,6.0,8.0,8.0,,8.0,11.0,13.0,15.0,14.0,19.0,21.0,19.0,,,,,,,,,,
FIJI,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
FINLAND,Total,,Thousands,3789.0,4252.0,4687.0,4527.0,4854.0,5038.0,5345.0,5736.0,6072.0,5695.0,6182.0,7260.0,7636.0,,,,,,,,,,
FINLAND,Air,,Thousands,1427.0,1558.0,1603.0,1577.0,1640.0,1734.0,1999.0,2049.0,2265.0,2036.0,2214.0,2533.0,2434.0,,,,,,,,,,
FINLAND,Water,,Thousands,1218.0,1241.0,1362.0,1287.0,1449.0,1538.0,1593.0,1694.0,1637.0,1606.0,1580.0,1722.0,1865.0,,,,,,,,,,
FINLAND,Land,,Thousands,1144.0,1453.0,1722.0,1663.0,1765.0,1766.0,1753.0,1993.0,2170.0,2053.0,2388.0,3005.0,3337.0,,,,,,,,,,
FRANCE,Total,,Thousands,,75202.0,,,74433.0,74988.0,77916.0,80852.0,79218.0,76764.0,76646.9,80498.6,81979.70000000001,83633.7,83701.0,84451.5,82682.2,86758.20000000001,89321.9,90914.0,,,
FRANCE,Air,,Thousands,,11574.0,,,14882.0,16325.0,17825.0,20710.0,21895.0,19520.0,18593.6,21190.4,22233.1,23580.5,23670.0,26326.8,26350.3,27508.9,28880.3,29395.1,,,
FRANCE,Water,,Thousands,,4470.0,,,7558.0,7488.0,7793.0,7675.0,7309.0,6962.0,7055.8,6652.0,6094.5,6677.2,5256.0,5607.2,5094.3,5814.4,5774.6,5877.5,,,
FRANCE,Land,,Thousands,,59158.0,,,51993.0,51175.0,52298.0,52467.0,50014.0,50282.0,50997.5,52656.2,53652.100000000006,53376.0,54775.0,52517.5,51237.6,53434.9,54667.0,55641.399999999994,,,
FRENCH GUIANA,Total,,Thousands,,65.0,65.0,,,,,,,,,,,,,87.0,96.0,111.0,,,,,
FRENCH GUIANA,Air,,Thousands,,65.0,65.0,,,,,,,,,,,,,87.0,96.0,111.0,,,,,
FRENCH GUIANA,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
FRENCH GUIANA,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
FRENCH POLYNESIA,Total,,Thousands,252.0,228.0,189.0,213.0,212.0,208.0,222.0,218.0,196.0,160.0,154.0,163.0,169.0,164.0,181.0,184.0,192.0,199.0,216.0,237.0,77.0,83.0,219.0
FRENCH POLYNESIA,Air,,Thousands,252.0,228.0,189.0,213.0,212.0,208.0,222.0,218.0,196.0,160.0,154.0,163.0,169.0,164.0,181.0,184.0,192.0,199.0,216.0,237.0,77.0,83.0,219.0
FRENCH POLYNESIA,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
FRENCH POLYNESIA,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GABON,Total,,Thousands,155.0,169.0,208.0,222.0,,,,,,,,,,,,,,,,,,,
GABON,Air,,Thousands,155.0,169.0,208.0,222.0,,,,,,,,,,,,,,,,,,,
GABON,Water,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GABON,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GAMBIA,Total,,Thousands,79.0,57.0,81.0,89.0,459.0,460.0,614.0,488.0,643.0,142.0,91.0,106.0,157.0,171.0,156.0,449.0,449.70000000000005,521.6,552.0,619.5,246.10000000000002,331.7,570.0
GAMBIA,Air,,Thousands,79.0,57.0,81.0,89.0,90.0,108.0,125.0,143.0,147.0,142.0,91.0,106.0,157.0,171.0,156.0,135.0,161.1,162.1,209.1,235.8,89.2,102.4,182.8
GAMBIA,Water,,Thousands,,,,,7.0,5.0,3.0,,,,,,,,,17.0,15.0,11.9,10.5,13.2,8.9,11.7,12.8
GAMBIA,Land,,Thousands,,,,,362.0,347.0,486.0,345.0,496.0,,,,,,,297.0,273.6,347.6,332.4,370.5,148.0,217.6,374.4
GEORGIA,Total,,Thousands,387.0,302.0,298.0,313.0,367.0,560.0,983.0,1051.0,1290.0,1500.0,2032.0,2711.7000000000003,4105.9,4954.4,5004.4,5256.0,5392.9,6482.799999999999,7203.4,7725.7,1513.3999999999999,1721.4,4703.8
GEORGIA,Air,,Thousands,72.0,58.0,67.0,73.0,96.0,131.0,179.0,161.0,192.0,199.0,245.0,342.5,431.0,584.6,639.9,737.7,998.8,1439.7,1788.4,1829.3,269.2,877.2,1536.3
GEORGIA,Water,,Thousands,52.0,34.0,40.0,45.0,34.0,,50.0,41.0,48.0,54.0,57.0,47.3,42.4,41.7,40.5,36.0,36.1,31.7,32.5,40.5,13.3,6.9,18.0
GEORGIA,Land,,Thousands,263.0,210.0,191.0,195.0,237.0,429.0,754.0,849.0,1050.0,1247.0,1730.0,2321.9,3632.5,4328.099999999999,4324.0,4482.3,4358.0,5011.4,5382.5,5855.9,1230.8999999999999,837.3,3149.5
GERMANY,Total,,Thousands,,,,,,,,,,,70924.0,75672.0,77771.0,79298.0,88223.0,91924.0,95167.0,101306.0,106185.0,108928.0,28844.0,37417.0,79254.0
GERMANY,Air,,Thousands,,,,,,,,,,,70924.0,75672.0,77771.0,79298.0,82072.0,85658.0,88747.0,94671.0,99763.0,102244.0,26432.0,34307.0,73226.0
GERMANY,Water,,Thousands,,,,,,,,,,,,,,,6151.0,6266.0,6420.0,6635.0,6422.0,6684.0,2412.0,3110.0,6028.0
GERMANY,Land,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GHANA,Total,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
GHANA,Air,,Thousands,,,,,,,,,,,,,,,,,,,,,,,
